module,category,difficulty,question,expression,options,answer,explanation,hint,is_active
psychotechnique,calcul_mental,Facile,Combien font 23 + 36 ?,23 + 36,"{""59"",""60"",""61"",""62""}",59,"23 + 36 = (20 + 30) + 9 = 59. On commence par additionner les dizaines : 20 + 30 = 50, puis on ajoute les unités : 9. Attention à ne pas oublier d'ajouter les unités après les dizaines.","Ajoute d'abord les dizaines, puis les unités.",true
psychotechnique,calcul_mental,Facile,Combien est 72 divisé par 8 ?,72 / 8,"{""7"",""8"",""9"",""10""}",9,"72 / 8 = 9. 72 se divise exactement par 8, sans reste. C'est comme diviser 72 en 8 parts égales, chacune valant 9. Le piège est d'oublier une étape de division ou de mal lire les tables de multiplication.",Pense à la table de 8.,true
psychotechnique,calcul_mental,Facile,Combien font 7 x 6 ?,7 × 6,"{""42"",""48"",""54"",""36""}",42,"7 × 6 = 42. Multiplication de base de tables connues, souvent confondues avec d'autres comme 7 × 7 ou 6 × 6. Soyez attentif à la multiplication correcte.",Utilise la table de 6 ou de 7.,true
psychotechnique,calcul_mental,Facile,Que vaut 50 % de 150 ?,"0,5 × 150","{""50"",""75"",""100"",""65""}",75,"50 % de 150 = 150 / 2 = 75. 50 % est la moitié du total. Attention à ne pas confondre 50 % avec 0,5 qui est 50 centièmes.",C'est la moitié du nombre.,true
psychotechnique,calcul_mental,Facile,Quel est le produit de 8 x 5 ?,8 × 5,"{""35"",""40"",""45"",""50""}",40,8 × 5 = 40. C'est un calcul simple où l'on multiplie 8 barres de 5 unités chacune. Le piège est de se tromper avec 8 × 6 ou de mémoriser la mauvaise table.,Pense à la table de 5 ou de 8.,true
psychotechnique,calcul_mental,Facile,Combien font 60 + 17 ?,60 + 17,"{""75"",""77"",""79"",""80""}",77,60 + 17 = (60 + 20) - 3 = 80 - 3 = 77. C'est une astuce pour réajuster après une addition simple de dizaines. Ne pas oublier de soustraire les 3 en trop après l'arrondi.,"Ajoute les dizaines d'abord, puis ajuste.",true
psychotechnique,calcul_mental,Facile,Quel est le cinquième de 100 ?,100 / 5,"{""15"",""18"",""20"",""25""}",20,100 / 5 = 20. Diviser par 5 revient à trouver combien de fois 5 est contenu dans 100. Le piège est de négliger de décomposer 100 en multiples de 5.,Combien de fois 5 rentre dans 100 ?,true
psychotechnique,calcul_mental,Facile,Combien fait le carré de 9 ?,9²,"{""64"",""72"",""81"",""89""}",81,9² = 9 × 9 = 81. Il s'agit d'un nombre multiplié par lui-même. Le piège est de confondre avec 9 x 8 ou oublier le principe de la puissance.,Multiplie neuf par lui-même.,true
psychotechnique,calcul_mental,Facile,Combien font 20 % de 250 ?,"0,2 × 250","{""40"",""50"",""55"",""60""}",50,"20 % de 250 = 250 / 5 = 50. 20 % est un cinquième du total. Il ne faut pas confondre 20 % avec 0,2 d'autre nombre.","Multiplie 250 par 0,2 ou divise par 5.",true
psychotechnique,calcul_mental,Facile,Combien font 64 divisé par 8 ?,64 / 8,"{""6"",""7"",""8"",""9""}",8,"64 / 8 = 8. Cela signifie qu'en divisant 64, on obtient huit lots de 8 exactement. Attention à ne pas confondre la division avec des multiplications incorrectes.","64 est divisible par 8, combien de fois ?",true
