module,category,difficulty,question,expression,options,answer,explanation,hint,is_active
psychotechnique,calcul_mental,Facile,Combien font 12 + 23 ?,12 + 23,"{""33"",""35"",""37"",""28""}",35,"Additionner 12 et 23 revient à calculer (10 + 2) + (20 + 3). En commençant par additionner les dizaines : 10 + 20 = 30, puis les unités : 2 + 3 = 5. Le total est donc 35.",Ajoute d'abord les dizaines puis les unités.,true
psychotechnique,calcul_mental,Facile,Combien font 45 - 19 ?,45 - 19,"{""24"",""26"",""28"",""25""}",26,"La soustraction 45 - 19 peut se revoir comme 45 - 20 + 1. En effet, 45 - 20 = 25, et 25 + 1 = 26. Cela évite d'oublier la retenue.",Enlève 20 puis ajoute 1.,true
psychotechnique,calcul_mental,Facile,50 % de 120 égale combien ?,"0,5 × 120","{""60"",""70"",""80"",""50""}",60,"50 % c'est la moitié. Ainsi, 120 ÷ 2 = 60. Le piège est de confondre avec des calculs multi-pourcentages.",50 % équivaut à diviser par 2.,true
psychotechnique,calcul_mental,Facile,Combien fait 90 ÷ 15 ?,90 ÷ 15,"{""6"",""5"",""4"",""7""}",6,Diviser 90 par 15 fait 6 car 15 × 6 = 90. Une faute fréquente est de mélanger les facteurs division/multiplication.,Quel nombre multiplié par 15 donne 90 ?,true
psychotechnique,calcul_mental,Facile,Combien font 100 % de 46 ?,1 × 46,"{""46"",""48"",""50"",""44""}",46,"100 % d'un chiffre est le chiffre lui-même. Ici, 46 reste 46. Attention à reformuler en pourcentage, cela peut soupçonner une tentation de multiplication.",100% ne change pas le nombre.,true
psychotechnique,calcul_mental,Facile,Combien font 25 + 34 ?,25 + 34,"{""59"",""58"",""60"",""61""}",59,"Additionner 25 et 34, revient à 25 + 35 - 1 = 60 - 1 = 59. L'erreur courante serait de mal gérer la somme des unités.",Arrondis 34 à 35 puis ajuste.,true
psychotechnique,calcul_mental,Facile,Quelle est la moité de 66 ?,66 ÷ 2,"{""32"",""33"",""31"",""34""}",33,Diviser 66 par 2 donne 33. La division par 2 doit être sans oubli de retenue.,Coupez 66 en deux parts égales.,true
psychotechnique,calcul_mental,Facile,Combien font 24 + 33 ?,24 + 33,"{""57"",""56"",""58"",""59""}",57,"Pour ajouter 24 et 33, commencez par les dizaines : 20 + 30 = 50 et ensuite, les unités : 4 + 3 = 7. Donc 57 est le résultat total. L'oubli de la somme des unités est une erreur sévère.",Ajoute d'abord les dizaines.,true
psychotechnique,calcul_mental,Facile,Combien font 18 + 27 ?,18 + 27,"{""45"",""44"",""46"",""47""}",45,"Calculez 18 + 27 en arrondissant 27 à 30, donc 18 + 30 = 48 ; puis soustrayez 3 pour ajuster, ce qui donne 45. Ce processus minimise le risque d'erreur.",Arrondis 27 à 30 puis ajuste.,true
psychotechnique,calcul_mental,Facile,Combien fait 11 × 5 ?,11 × 5,"{""55"",""50"",""45"",""56""}",55,"Multipliez 11 par 5, soit 11 × 5 = 55. Une erreur typique serait de mal multiplier les unités.",Pense à 5 fois la dizaine plus 5 de l'unité.,true
psychotechnique,calcul_mental,Facile,Combien font 7 × 10 ?,7 × 10,"{""70"",""60"",""80"",""75""}",70,"Pour 7 multiplié par 10, ajoutez un zéro à 7 : 70. Simple mais facile d'omettre lors de calculs rapides.",Ajoute un zéro à 7.,true
psychotechnique,calcul_mental,Moyenne,Combien font 485 + 317 ?,485 + 317,"{""802"",""792"",""803"",""804""}",802,"Additionnez d'abord les centaines : 400 + 300 = 700. Puis, les dizaines : 80 + 10 = 90, et enfin les unités : 5 + 7 = 12. Ensuite, 700 + 90 + 12 donne 802. Ne pas aligner les unités peut entraîner des erreurs.",Ajoutez d'abord chacune des catégories dix par dix.,true
psychotechnique,calcul_mental,Moyenne,Combien fait 25 % de 360 ?,"0,25 × 360","{""90"",""85"",""95"",""100""}",90,Un quart de 360 est 360 divisé par 4. 360 / 4 = 90. Cette méthode demande simplement de diviser correctement par 4 sans égarement arithmétique.,Divise le nombre par 4.,true
psychotechnique,calcul_mental,Moyenne,Calculer 23 × 12,23 × 12,"{""276"",""268"",""266"",""280""}",276,"Décomposez 23 × 12 en (20 + 3) × 12 = (20 × 12) + (3 × 12). Cela donne 240 + 36, soit 276. La distraction réside souvent dans l'étape finale d'addition des produits.",Décompose en (20+3) et multiplie chaque partie.,true
psychotechnique,calcul_mental,Moyenne,Combien font 13² ?,13²,"{""169"",""164"",""159"",""149""}",169,Le carré de 13 est 13 × 13. Décomposez en (10 + 3)² donc 100 + 60 + 9 = 169. Cligner des calculs croisés prix faute souvent.,"Décompose en carré de 10, ajout 3 pour particulier.",true
