module,category,difficulty,question,expression,options,answer,explanation,hint,is_active
psychotechnique,calcul_mental,Facile,Quel est le résultat de 9 × 6 ?,9 × 6,"{""54"",""56"",""52"",""58""}",54,"Pour effectuer 9 × 6, on peut utiliser la table de multiplication du 9. Une méthode rapide est de se rappeler que 9 × 6 = 54 grâce à la table des neuf. Le piège ici pourrait être de confondre avec une multiplication similaire comme 9 × 7.",Remets-toi en tête la table de 9.,true
psychotechnique,calcul_mental,Facile,Que vaut 48 ÷ 8 ?,48 ÷ 8,"{""5"",""6"",""7"",""8""}",6,48 ÷ 8 est égal à 6 car 8 fois 6 équivaut à 48. On peut se simplifier la tâche en mémorisant ce fait simple de division. Un piège potentiel est de mal appliquer la division ou d'oublier la relation entre multiplication et division.,Rappelle-toi combien fait 8 x 6.,true
psychotechnique,calcul_mental,Facile,Que vaut 35 + 5 ?,35 + 5,"{""40"",""42"",""45"",""43""}",40,"35 + 5 est un calcul simple où 5 est ajouté à 35, menant directement à 40. Aucune technique particulière n'est nécessaire ici. Le piège pourrait être de faire une erreur d'addition mentale sous pression.","Additionne directement, c'est simple.",true
psychotechnique,calcul_mental,Facile,Combien font 17 + 40 ?,17 + 40,"{""55"",""57"",""52"",""54""}",57,"17 + 40 est calculé en ajoutant simplement 40 à 17, ce qui donne 57. Avec les dizaines déjà bien décalées, le piège est généralement absent ici mais reste la vérification mentale entre 7 et 0.",Additionne comme si c'était 10 + 47.,true
psychotechnique,calcul_mental,Facile,Quel est le double de 31 ?,31 × 2,"{""62"",""60"",""64"",""61""}",62,"Pour 31 × 2, il suffit de multiplier 31 par 2 pour obtenir 62, une multiplication simple. Un piège possible serait de faire l'oubli d'une retenue si la multiplication était mal pensée.","Multiplie par 2, pense au double.",true
psychotechnique,calcul_mental,Facile,Quelle est la moitié de 66 ?,66 ÷ 2,"{""33"",""31"",""35"",""34""}",33,"66 divisé par 2 revient à calculer la moitié de 66, qui est 33. La division par 2 est directe ici. Le piège commun est d'oublier le concept de division en compréhension de la moitié.",Divise juste par 2.,true
psychotechnique,calcul_mental,Facile,Combien font 80 – 44 ?,80 - 44,"{""36"",""34"",""38"",""40""}",36,"80 - 44 peut être résolu rapidement en décomposant en (80 - 40) - 4, soit 40 - 4 = 36. Une erreur classique serait d'effectuer les opérations dans le mauvais sens ou de mal compter.","Pense à 80 moins 40, puis ajuste.",true
psychotechnique,calcul_mental,Facile,Quel est 25 % de 40 ?,0.25 × 40,"{""10"",""8"",""12"",""14""}",10,25% de 40 est le quart de 40. Diviser 40 par 4 donne donc 10. Le piège courant ici est de confondre 25% avec une autre fraction comme 50%.,Un quart de 40.,true
psychotechnique,calcul_mental,Facile,Calculez 18 ÷ 3.,18 ÷ 3,"{""6"",""5"",""8"",""7""}",6,"18 ÷ 3 donne 6, parce que 3 fois 6 égale 18. Cette division simple peut être rapidement vérifiée par multiplication reconnue. Se méprendre sur la table de multiplication est un risque potentiel ici.",Trois fois quoi fait dix-huit ?,true
psychotechnique,calcul_mental,Facile,Combien font 6 × 5 ?,6 × 5,"{""30"",""25"",""35"",""40""}",30,"6 × 5 = 30 car 5 fois 6 vaut 30. Ce résultat est directement issu de la table de multiplication, et le piège peut consister à confondre avec des multiplications de 6 ou 5 similaires.",Pensez à la table de 5.,true
