module,category,difficulty,question,expression,options,answer,explanation,hint,is_active
psychotechnique,calcul_mental,Facile,Combien font 23 + 18 ?,23 + 18,"{""41"",""42"",""43"",""44""}",41,"On peut d'abord arrondir 18 à 20 ce qui donne 23 + 20 = 43. Puis, il suffit de soustraire les 2 en trop : 43 - 2 = 41. L'astuce est de simplifier en arrondissant les chiffres pour faciliter le calcul mental. Le piège ici serait d'oublier de soustraire les 2 unités ajoutées.",Arrondis 18 à 20 pour débuter le calcul.,true
psychotechnique,calcul_mental,Facile,Combien font 56 - 19 ?,56 - 19,"{""37"",""38"",""39"",""40""}",37,"Pour simplifier, on peut réaliser 56 - 20 = 36 puis ajouter 1 puisque nous avons retiré une unité de trop. Ce qui donne 36 + 1 = 37. L'arrondi vers un chiffre simple permet de calculer rapidement. Méfie-toi de l'erreur due au mauvais retour en arrière (ne pas ajouter l'unité enlevée).",Arrondis 19 à 20 puis ajuste.,true
psychotechnique,calcul_mental,Facile,Combien font 8 × 6 ?,8 × 6,"{""48"",""46"",""56"",""36""}",48,"La multiplication 8 × 6 peut être abordée en calculant 8 × 5 = 40 et en ajoutant 8, soit 40 + 8 = 48. Utiliser des multiplications que l'on connaît bien, comme 8 × 5, aide au calcul mental. Attention à ne pas oublier l'addition finale.","Multiplie d'abord par 5, puis ajoute une fois 8.",true
psychotechnique,calcul_mental,Facile,Combien font 64 ÷ 8 ?,64 / 8,"{""8"",""7"",""9"",""10""}",8,"64 se divise exactement par 8, puisque 64 = 8 × 8. Dans les divisions exactes, connaître les tables de multiplication facilite grandement le calcul. Le piège classique est de mal se rappeler cette table, menant à un mauvais résultat.",Trouve combien de fois 8 rentre dans 64.,true
psychotechnique,calcul_mental,Facile,Combien font 50 % de 72 ?,"72 × 0,5","{""36"",""35"",""34"",""32""}",36,"50 % d'un nombre revient à le diviser par 2. Ainsi, 72 ÷ 2 = 36. Les pourcentages standards comme 50 % utilisent souvent une division facile par deux. Attention à ne pas confondre avec une multiplication qui pourrait donner un résultat incorrect.",50 % est simplement la moitié du nombre.,true
psychotechnique,calcul_mental,Facile,"Combien font 7,5 % de 200 ?","0,075 × 200","{""15"",""14"",""16"",""17""}",15,"Calculer 7,5 % de 200 revient à faire (15 ÷ 2) × 200. D'abord, 15 % de 200 est calculé, soit 30, puis on prend la moitié de cela pour arriver à 15. Ici, bien décomposer le pourcentage est l'astuce clef et le piège peut être de ne pas diviser correctement.","D'abord 15 %, puis prends la moitié.",true
psychotechnique,calcul_mental,Facile,Combien font 81 ÷ 9 ?,81 / 9,"{""9"",""8"",""7"",""10""}",9,"81 se divise exactement par 9, car 81 = 9 × 9. Bien connaître ses tables de multiplication permet de répondre instantanément. Le piège fréquent est l'erreur dans les tables menant à des divisions inexactes.",Vois combien de fois 9 s'ajoute pour atteindre 81.,true
psychotechnique,calcul_mental,Facile,Combien font 34 × 2 ?,34 × 2,"{""68"",""70"",""64"",""66""}",68,Multiplier un nombre par 2 équivaut à le doubler. 34 × 2 = 34 + 34 = 68. Doublement d'un nombre utilise l'addition simple comme astuce. La confusion fréquente dans le calcul mental peut être sous-estimer le double.,Ajoute 34 à lui-même.,true
psychotechnique,calcul_mental,Facile,Combien font 50 ÷ 5 ?,50 / 5,"{""10"",""11"",""9"",""8""}",10,"Partager 50 par 5 revient à distribuer équitablement 50 en 5 parts égales, chaque part étant 10. Connaitre les bases de la division comme une distribution facile aide au calcul mental. Le piège serait de mal comprendre la division, confondant avec une multiplication.",Pense comment partager 50 en 5 parties égales.,true
psychotechnique,calcul_mental,Facile,Combien font 9 × 6 ?,9 × 6,"{""54"",""45"",""56"",""53""}",54,Le produit de 9 et 6 est traditionnellement mémorisé dans les tables comme 54. La multiplication repose sur la répétition de l'addition (9 + 9 + 9 + 9 + 9 + 9). Méfie-toi d'erreurs en vérifiant bien chaque addition intermédiaire.,Additionne neuf six fois.,true
psychotechnique,calcul_mental,Facile,Combien font 75 ÷ 5 ?,75 / 5,"{""15"",""17"",""16"",""14""}",15,"75 divisé par 5 revient à trouver combien de fois 5 se multiplie pour obtenir 75. En effet, 15 × 5 = 75. Se rappeler les multiples est crucial pour cette opération. Attention à ne pas faire l'inverse, c'est-à-dire multiplier par erreur.",Visualise 75 partagé également en 5 sections.,true
psychotechnique,calcul_mental,Facile,Combien fait le carré de 5 ?,5^2,"{""25"",""20"",""30"",""15""}",25,"Le carré d'un nombre est ce nombre multiplié par lui-même. Ainsi, 5² = 5 × 5 = 25. Envisager un carré comme une multiplication auto-référentielle aide à la mémorisation. Attention à ne pas mélanger avec 5 × 2.",Pense comme multiplier le nombre par lui-même.,true
