module,category,difficulty,question,prompt,image_url,figure_data,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_spatial,Facile,Combien de faces un cylindre droit possède-t-il ?,,,,"[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""2""},{""key"":""C"",""label"":""3""},{""key"":""D"",""label"":""4""}]",C,"Un cylindre est composé de deux bases circulaires et d'une face latérale. La face latérale est un rectangle enroulé et deux cercles représentent la base. En tout, cela constitue 3 faces distinctes.",,true
psychotechnique,raisonnement_spatial,Facile,Quelle est la caractéristique principale d'une pyramide à base carrée ?,,,,"[{""key"":""A"",""label"":""4 faces triangulaires""},{""key"":""B"",""label"":""5 sommets""},{""key"":""C"",""label"":""6 arêtes""},{""key"":""D"",""label"":""3 faces triangulaires""}]",B,"Une pyramide à base carrée a une base carrée et 4 faces triangulaires, donnant 5 sommets en comptant le sommet supérieur. Chaque sommet du carré se connecte au sommet pyramidal, confirmant les 5 sommets.",,true
psychotechnique,raisonnement_spatial,Facile,Combien de triangles composent la surface d'un tétraèdre ?,,,,"[{""key"":""A"",""label"":""2""},{""key"":""B"",""label"":""3""},{""key"":""C"",""label"":""4""},{""key"":""D"",""label"":""5""}]",C,"Un tétraèdre régulier est composé de 4 triangles équilatéraux. Chaque triangle est une face, et toutes les arêtes mesurent la même longueur. Ce solide géométrique est souvent examiné pour sa symétrie.",,true
psychotechnique,raisonnement_spatial,Facile,Combien de sommets possède une pyramide triangulaire régulière ?,,,,"[{""key"":""A"",""label"":""3""},{""key"":""B"",""label"":""4""},{""key"":""C"",""label"":""5""},{""key"":""D"",""label"":""6""}]",B,"Une pyramide triangulaire régulière comporte une base triangulaire avec 3 sommets et un sommet supérieur, totalisant 4 sommets. Chaque sommet de la base est relié au sommet du haut.",,true
psychotechnique,raisonnement_spatial,Facile,Combien de faces possède un octaèdre régulier ?,,,,"[{""key"":""A"",""label"":""4""},{""key"":""B"",""label"":""6""},{""key"":""C"",""label"":""8""},{""key"":""D"",""label"":""10""}]",C,Un octaèdre régulier consiste en 8 triangles équilatéraux. On peut le visualiser comme deux pyramides à base carrée partageant la même base. Ce corps géométrique est couramment illustré en modélisation 3D.,,true
psychotechnique,raisonnement_spatial,Facile,"Si un cube est de côté 2, combien de petits cubes peuvent être formés à partir de lui ?",,,,"[{""key"":""A"",""label"":""4""},{""key"":""B"",""label"":""6""},{""key"":""C"",""label"":""8""},{""key"":""D"",""label"":""10""}]",C,"Un cube de côté 2 peut être découpé en 8 petits cubes unitaires. Chaque côté est divisé en 2, et l'opération 2×2×2 confirme la présence de 8 cubes. Ce découpage est fondamental pour comprendre la composition volumétrique.",,true
psychotechnique,raisonnement_spatial,Facile,Quelle est l'apparence d'un cylindre vu de dessus ?,,,,"[{""key"":""A"",""label"":""Un rectangle""},{""key"":""B"",""label"":""Un carré""},{""key"":""C"",""label"":""Un cône""},{""key"":""D"",""label"":""Un cercle""}]",D,"Vu de dessus, un cylindre apparaît comme un cercle. La raison en est que le dessus du cylindre est composé de sa base circulaire lorsque la hauteur n'est pas visible dans cette perspective.",,true
psychotechnique,raisonnement_spatial,Facile,Combien de faces peintes un cube unitaire peut-il avoir au maximum lorsque le cube 3×3×3 entier est peint et découpé ?,,,,"[{""key"":""A"",""label"":""2""},{""key"":""B"",""label"":""3""},{""key"":""C"",""label"":""4""},{""key"":""D"",""label"":""1""}]",B,"Lorsqu'un cube 3×3×3 est peint et découpé en petits cubes, ceux se trouvant aux coins ont trois faces extérieures visibles et peintes. Un cube unitaire a donc au maximum 3 faces peintes, ce qui est communément le cas pour chaque coin.",,true
psychotechnique,raisonnement_spatial,Facile,Combien de cubes un cube de 2×2×2 peut-il être divisé ?,,,,"[{""key"":""A"",""label"":""4""},{""key"":""B"",""label"":""6""},{""key"":""C"",""label"":""8""},{""key"":""D"",""label"":""10""}]",C,"Un cube de 2×2×2 contient 2 cubes le long de chaque dimension, soit un total de 8 cubes unitaires (2x2x2). Ce partitionnement est une base idéale pour comprendre les découpages en géométrie.",,true
psychotechnique,raisonnement_spatial,Facile,Quelle est la caractéristique principale d'un cône droit vu de côté ?,,,,"[{""key"":""A"",""label"":""Un demi-cercle""},{""key"":""B"",""label"":""Un rectangle""},{""key"":""C"",""label"":""Un triangle""},{""key"":""D"",""label"":""Une ellipse""}]",C,"Vu de côté, un cône droit apparaît comme un triangle isocèle. La base circulaire du cône est représentée par la ligne inférieure, et les deux côtés rejoignent le sommet du cône.",,true
