module,category,difficulty,question,prompt,image_url,figure_data,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_spatial,Facile,Combien de sommets a une pyramide à base carrée ?,,,,"[{""key"":""A"",""label"":""4""},{""key"":""B"",""label"":""5""},{""key"":""C"",""label"":""6""},{""key"":""D"",""label"":""8""}]",B,Une pyramide à base carrée possède 5 sommets : 4 au niveau de la base carrée et 1 à la pointe. Chaque sommet de la base est relié au sommet supérieur.,Visualise la structure : base carrée et un sommet à la pointe.,true
psychotechnique,raisonnement_spatial,Facile,Quel solide ne possède qu'une seule face ?,,,,"[{""key"":""A"",""label"":""Cône""},{""key"":""B"",""label"":""Tétraèdre""},{""key"":""C"",""label"":""Cylindre""},{""key"":""D"",""label"":""Sphère""}]",D,"Une sphère est le seul solide qui possède une surface continue et fermée, donc une seule face. Contrairement aux autres solides qui ont des faces distinctes.",Imagine un ballon sans bords ni coutures visibles.,true
psychotechnique,raisonnement_spatial,Facile,Combien de faces a un cylindre ?,,,,"[{""key"":""A"",""label"":""2""},{""key"":""B"",""label"":""3""},{""key"":""C"",""label"":""4""},{""key"":""D"",""label"":""5""}]",B,Un cylindre possède 3 faces : deux bases circulaires et une face latérale courbée. Les bases sont les cercles à chaque extrémité.,Pense à une boîte de conserve.,true
psychotechnique,raisonnement_spatial,Facile,Quelle forme obtient-on en coupant un cube par un plan perpendiculaire à deux de ses faces ?,,,,"[{""key"":""A"",""label"":""Rectangle""},{""key"":""B"",""label"":""Cercle""},{""key"":""C"",""label"":""Triangle""},{""key"":""D"",""label"":""Trapèze""}]",A,Couper un cube par un plan perpendiculaire à deux de ses faces produit une coupe rectangulaire. L'intersection est parallèle à deux arêtes opposées.,Imagine un livre coupant un cube.,true
psychotechnique,raisonnement_spatial,Facile,Quelle est la vue de face d'une pyramide à base carrée ?,,,,"[{""key"":""A"",""label"":""Cercle""},{""key"":""B"",""label"":""Triangle""},{""key"":""C"",""label"":""Carré""},{""key"":""D"",""label"":""Rectangle""}]",B,"Vu de face, une pyramide à base carrée ressemble à un triangle isocèle, car on voit le sommet au-dessus de la base carrée.",Un triangle avec sa pointe en haut.,true
psychotechnique,raisonnement_spatial,Facile,Quel solide a le plus de sommets ?,,,,"[{""key"":""A"",""label"":""Cube""},{""key"":""B"",""label"":""Tétraèdre""},{""key"":""C"",""label"":""Cylindre""},{""key"":""D"",""label"":""Sphère""}]",A,"Le cube a 8 sommets, qui sont les points de jonction de ses arêtes. Le tétraèdre en a 4, et la sphère et le cylindre n'ont pas de sommets.",Visualisez les coins d'un dé.,true
psychotechnique,raisonnement_spatial,Facile,Que se passe-t-il quand on coupe un cube par son centre en deux moitiés égales ?,,,,"[{""key"":""A"",""label"":""Deux rectangles""},{""key"":""B"",""label"":""Deux cubes plus petits""},{""key"":""C"",""label"":""Deux hexagones""},{""key"":""D"",""label"":""Deux prismes rectangulaires""}]",D,"Couper un cube par son centre, parallèlement aux faces, génère deux prismes rectangulaires de même volume mais avec des faces rectangulaires.",,true
psychotechnique,raisonnement_spatial,Facile,Comment appelle-t-on la ligne où deux faces d'un cube se rencontrent ?,,,,"[{""key"":""A"",""label"":""Sommet""},{""key"":""B"",""label"":""Arête""},{""key"":""C"",""label"":""Vertex""},{""key"":""D"",""label"":""Face""}]",B,Une arête est la ligne de jonction de deux faces du cube. Chaque arête est bordée par deux faces perpendiculaires entre elles.,"C'est une ligne, pas un point.",true
psychotechnique,raisonnement_spatial,Facile,Combien de faces a un prisme triangulaire ?,,,,"[{""key"":""A"",""label"":""4""},{""key"":""B"",""label"":""5""},{""key"":""C"",""label"":""6""},{""key"":""D"",""label"":""7""}]",B,Un prisme triangulaire possède deux bases triangulaires et trois faces rectangulaires connectant les côtés des triangles.,Deux triangles et trois rectangles.,true
psychotechnique,raisonnement_spatial,Facile,Quelle est la vue du dessus d'un cylindre ?,,,,"[{""key"":""A"",""label"":""Rectangle""},{""key"":""B"",""label"":""Carré""},{""key"":""C"",""label"":""Cercle""},{""key"":""D"",""label"":""Triangle""}]",C,"Vu de dessus, un cylindre apparaît sous la forme d'un cercle puisque seule la base circulaire est visible.",Imaginez-vous en regardant une canette depuis le haut.,true
psychotechnique,raisonnement_spatial,Facile,Combien de triangles compose un tétraèdre régulier ?,,,,"[{""key"":""A"",""label"":""3""},{""key"":""B"",""label"":""4""},{""key"":""C"",""label"":""5""},{""key"":""D"",""label"":""6""}]",B,"Un tétraèdre régulier se compose de 4 faces, chacune étant un triangle équilatéral, formant ainsi un polyèdre composé exclusivement de triangles.",Chacune des faces est isocèle.,true
