module,category,difficulty,question,prompt,image_url,figure_data,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_spatial,Facile,Combien de sommets a une pyramide à base carrée ?,,,,"[{""key"":""A"",""label"":""5""},{""key"":""B"",""label"":""6""},{""key"":""C"",""label"":""4""},{""key"":""D"",""label"":""8""}]",A,Une pyramide à base carrée a 5 sommets en tout. Il y a 4 sommets sur la base carrée et un sommet de plus au sommet de la pyramide. C'est ce sommet supérieur qui différencie la pyramide du simple prisme.,,true
psychotechnique,raisonnement_spatial,Facile,Combien de faces planes un cylindre droit possède-t-il ?,,,,"[{""key"":""A"",""label"":""0""},{""key"":""B"",""label"":""1""},{""key"":""C"",""label"":""2""},{""key"":""D"",""label"":""3""}]",C,"Un cylindre droit a 2 faces planes, les deux cercles qui constituent ses extrémités. La surface latérale, bien qu'elle soit courbe, n'est pas considérée comme plane. Les cercles eux-mêmes sont les seules surfaces planes dans un cylindre.",,true
psychotechnique,raisonnement_spatial,Facile,Quelle est la forme de la base d'un cône droit ?,,,,"[{""key"":""A"",""label"":""Carré""},{""key"":""B"",""label"":""Triangle""},{""key"":""C"",""label"":""Cercle""},{""key"":""D"",""label"":""Rectangle""}]",C,La base d'un cône droit est un cercle. Un cône est défini comme un solide avec une base circulaire et une surface qui va de cette base à un point appelé le sommet du cône. Il n'est pas polygonal comme un prisme.,,true
psychotechnique,raisonnement_spatial,Facile,Combien de faces possède un tétraèdre régulier?,,,,"[{""key"":""A"",""label"":""3""},{""key"":""B"",""label"":""4""},{""key"":""C"",""label"":""5""},{""key"":""D"",""label"":""6""}]",B,"Un tétraèdre régulier a 4 faces, chacune étant un triangle équilatéral. C'est la forme la plus simple de tous les solides platoniciens. Chaque face rejoint les autres à un sommet commun, formant ainsi le volume du tétraèdre.",,true
psychotechnique,raisonnement_spatial,Facile,Combien d'arêtes a un prisme triangulaire régulier?,,,,"[{""key"":""A"",""label"":""6""},{""key"":""B"",""label"":""8""},{""key"":""C"",""label"":""9""},{""key"":""D"",""label"":""12""}]",C,Un prisme triangulaire régulier possède 9 arêtes. Il y a d'abord 3 arêtes pour chaque triangle à ses bases et 3 autres arêtes reliant les deux bases. Ces 9 arêtes forment ainsi la structure de ce prisme.,,true
psychotechnique,raisonnement_spatial,Facile,Quelle forme obtient-on en pliant un carré sur l'une de ses diagonales ?,,,,"[{""key"":""A"",""label"":""Un triangle équilatéral""},{""key"":""B"",""label"":""Un triangle isocèle droit""},{""key"":""C"",""label"":""Un rectangle""},{""key"":""D"",""label"":""Un losange""}]",B,"En pliant un carré le long de l'une de ses diagonales, on obtient un triangle isocèle droit. Cette diagonale divise le carré en deux triangles identiques, chacun ayant un angle droit et deux côtés de même longueur.",,true
psychotechnique,raisonnement_spatial,Facile,Combien de faces rectangulaires a un cube ?,,,,"[{""key"":""A"",""label"":""2""},{""key"":""B"",""label"":""4""},{""key"":""C"",""label"":""6""},{""key"":""D"",""label"":""8""}]",C,"Un cube possède 6 faces, toutes de forme carrée (ce qui est un cas particulier de rectangle où les côtés sont égaux). La compréhension erronée vient parfois de confondre carré avec rectangulaire en général.",,true
psychotechnique,raisonnement_spatial,Facile,Quelle est la surface totale d'un cube avec une arête de 1 unité ?,,,,"[{""key"":""A"",""label"":""1 unité carrée""},{""key"":""B"",""label"":""2 unités carrées""},{""key"":""C"",""label"":""4 unités carrées""},{""key"":""D"",""label"":""6 unités carrées""}]",D,"La surface totale d'un cube est calculée en multipliant l'aire d'une face carrée par le nombre de faces. Ici, chaque face mesure 1 unité carrée, et il y a 6 faces, donc : 1 × 6 = 6 unités carrées.",,true
psychotechnique,raisonnement_spatial,Facile,Quelle est la vue de face d'une pyramide à base carrée?,Imaginez une pyramide posée sur sa base carrée avec le sommet pointé vers vous.,,,"[{""key"":""A"",""label"":""Un rectangle""},{""key"":""B"",""label"":""Un triangle""},{""key"":""C"",""label"":""Un pentagone""},{""key"":""D"",""label"":""Un cercle""}]",B,"De face, une pyramide à base carrée apparaît comme un triangle. Cela est dû à la base carrée qui est vue comme une ligne immédiatement sous le sommet, formant un triangle isocèle.",Considérez l'alignement de la base avec le sommet.,true
psychotechnique,raisonnement_spatial,Facile,Combien de diagonales un cube possède-t-il à l'intérieur?,,,,"[{""key"":""A"",""label"":""4""},{""key"":""B"",""label"":""6""},{""key"":""C"",""label"":""8""},{""key"":""D"",""label"":""12""}]",C,"Un cube possède 4 diagonales à l'intérieur qui relient des sommets opposés et traversent le centre. Ce fait découle du fait qu'il y a deux diagonales par face, mais ici nous parlons des diagonales qui ne sont pas confinées à une seule face.",,true
psychotechnique,raisonnement_spatial,Facile,Combien de côtés a un pentagone régulier ?,,,,"[{""key"":""A"",""label"":""4""},{""key"":""B"",""label"":""5""},{""key"":""C"",""label"":""6""},{""key"":""D"",""label"":""7""}]",B,"Un pentagone est une figure géométrique à cinq côtés égaux, d'où le préfixe 'penta-' signifiant cinq. C'est l'une des bases classiques étudiées dans les contextes de géométrie.",,true
psychotechnique,raisonnement_spatial,Facile,"Quel solide a 8 sommets, 6 faces et 12 arêtes?",,,,"[{""key"":""A"",""label"":""Cube""},{""key"":""B"",""label"":""Tétraèdre""},{""key"":""C"",""label"":""Prisme hexagonal""},{""key"":""D"",""label"":""Prisme triangulaire""}]",A,"Le cube possède précisément 8 sommets, 6 faces carrées égales, et 12 arêtes. Sa symétrie et ses propriétés régulières en font un solide de référence avec une structure simple.",,true
psychotechnique,raisonnement_spatial,Facile,Quelle est la forme de la section transversale d'un cylindre?,Imaginez couper un cylindre précisément au milieu de manière perpendiculaire à son axe.,,,"[{""key"":""A"",""label"":""Un rectangle""},{""key"":""B"",""label"":""Un carré""},{""key"":""C"",""label"":""Un cercle""},{""key"":""D"",""label"":""Un triangle""}]",C,"La section transversale d'un cylindre, lorsque coupée perpendiculairement à son axe, est un cercle. Cela découle de la géométrie du cylindre, qui a des bases circulaires reliées par une surface latérale.",,true
psychotechnique,raisonnement_spatial,Facile,Combien de faces un prisme hexagonal régulier possède-t-il ?,,,,"[{""key"":""A"",""label"":""8""},{""key"":""B"",""label"":""10""},{""key"":""C"",""label"":""12""},{""key"":""D"",""label"":""14""}]",B,Un prisme hexagonal régulier se compose de 8 faces: 2 hexagones (en haut et en bas) et 6 faces rectangulaires qui relient les hexagones. Chaque face latérale suit chacune des arêtes de cet hexagone.,,true
psychotechnique,raisonnement_spatial,Facile,Quel est l'espace intérieur d'un cube de 2 unités d'arête ?,,,,"[{""key"":""A"",""label"":""4 unités cubes""},{""key"":""B"",""label"":""6 unités cubes""},{""key"":""C"",""label"":""8 unités cubes""},{""key"":""D"",""label"":""10 unités cubes""}]",C,"Le volume d'un cube est calculé en élevant la longueur de l'arête au cube (c'est-à-dire côté × côté × côté). Ainsi, pour une arête de 2 : 2 × 2 × 2 = 8 unités cubes.",,true
psychotechnique,raisonnement_spatial,Moyenne,Quel patron ne forme pas un cube une fois plié ?,"Trois des patrons suivants peuvent être transformés en cube, un seul ne peut pas.",,,"[{""key"":""A"",""label"":""Croix avec une boucle""},{""key"":""B"",""label"":""Croix latine""},{""key"":""C"",""label"":""Deux rangées de trois carrés""},{""key"":""D"",""label"":""Tissé individuel""}]",C,"Un patron en deux rangées de trois carrés ne forme pas un cube car il n'y a pas suffisamment de liaisons de surface pour inclure toutes les faces du cube. Plutôt, il forme une simple bande indécomposable en solide.",Considérez les arrangements qui nécessitent des croisements pour former des arêtes.,true
psychotechnique,raisonnement_spatial,Moyenne,Combien de petits cubes unitaires composeraient un cube 3×3×3 ?,Imaginez empiler des cubes de 1x1x1 pour faire un plus grand cube.,,,"[{""key"":""A"",""label"":""9""},{""key"":""B"",""label"":""18""},{""key"":""C"",""label"":""27""},{""key"":""D"",""label"":""36""}]",C,"Un cube 3×3×3 est fait de 27 petits cubes unitaires parce que 3 cubes sont empilés sur trois niveaux, résultant en 3 (pour chaque rangée) × 3 (dans une colonne) × 3 (dans la profondeur) = 27.",Considérez la multiplication des dimensions.,true
