module,category,difficulty,question,prompt,image_url,figure_data,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_spatial,Facile,Combien de faces possède un cube ?,Considérez un solide en forme de cube.,,,"[{""key"":""A"",""label"":""6""},{""key"":""B"",""label"":""8""},{""key"":""C"",""label"":""10""},{""key"":""D"",""label"":""12""}]",A,"Un cube est composé de 6 faces carrées, chaque face étant identique. Les candidats doivent se souvenir que chaque coin du cube est à la jonction de trois de ses 6 faces carrées, une propriété fondamentale des cubes.",Souvenez-vous qu'un cube a des faces carrées partout.,true
psychotechnique,raisonnement_spatial,Facile,Combien de sommets possède un tétraèdre régulier ?,Visualisez un tétraèdre où chaque face est un triangle équilatéral.,,,"[{""key"":""A"",""label"":""4""},{""key"":""B"",""label"":""6""},{""key"":""C"",""label"":""8""},{""key"":""D"",""label"":""10""}]",A,"Un tétraèdre régulier possède 4 sommets. Chaque sommet est connecté à trois autres sommets, formant ainsi les arêtes du tétraèdre. Cela en fait le solide géométrique le plus simple en termes de sommets.",C'est le solide triple de triangles.,true
psychotechnique,raisonnement_spatial,Facile,Combien d'arêtes un prisme triangulaire possède-t-il ?,Un prisme triangulaire est dessiné avec une base triangulaire et une copie parallèle.,,,"[{""key"":""A"",""label"":""6""},{""key"":""B"",""label"":""9""},{""key"":""C"",""label"":""12""},{""key"":""D"",""label"":""15""}]",B,"Un prisme triangulaire a 9 arêtes : 3 sur chaque base triangulaire plus 3 arêtes qui relient les sommets correspondants des triangles. Chaque triangle possède 3 arêtes, ce qui aide à visualiser 9 arêtes totale.",Comptez les arêtes des triangles et celles qui relient les bases.,true
psychotechnique,raisonnement_spatial,Facile,"Si on plie un carré sur sa diagonale, quelle figure obtient-on ?",Imaginons un carré plié le long de l'une de ses diagonales.,,,"[{""key"":""A"",""label"":""Triangle rectangle""},{""key"":""B"",""label"":""Trapèze""},{""key"":""C"",""label"":""Cercle""},{""key"":""D"",""label"":""Pentagone""}]",A,"Plier un carré sur sa diagonale sépare le carré en deux triangles rectangles, car chaque diagonale coupe le carré en deux angles de 45 degrés et un angle de 90 degrés. C'est une transformation simple à cause des propriétés de symétrie du carré.",La diagonale coupe le carré en deux triangles.,true
psychotechnique,raisonnement_spatial,Facile,Combien d'arêtes un cube possède-t-il ?,Considérons un solide avec 6 faces carrées identiques.,,,"[{""key"":""A"",""label"":""8""},{""key"":""B"",""label"":""10""},{""key"":""C"",""label"":""12""},{""key"":""D"",""label"":""14""}]",C,"Un cube a 12 arêtes au total, 4 arêtes par face connectant chaque paire de sommets. En visualisant chaque face carrée, on peut réaliser que la somme des arêtes des trois axes (haut, bas, côté) correspond à 12.",Pensez à chaque coin avec ses trois arêtes.,true
psychotechnique,raisonnement_spatial,Facile,Combien de sommets une pyramide à base carrée possède-t-elle ?,Considérez une pyramide dont la base est un carré.,,,"[{""key"":""A"",""label"":""4""},{""key"":""B"",""label"":""5""},{""key"":""C"",""label"":""6""},{""key"":""D"",""label"":""8""}]",B,Une pyramide à base carrée a cinq sommets : quatre sommets pour la base carrée et un cinquième sommet en haut où se rencontrent les quatre triangles latéraux. Ce sommet est commun à toutes les faces latérales.,Ajoutez le sommet du sommet aux quatre de la base.,true
psychotechnique,raisonnement_spatial,Facile,"Vu de dessus, à quoi ressemble un cylindre droit ?",Pensez à une vue aérienne d'un cylindre vertical.,,,"[{""key"":""A"",""label"":""Cercle""},{""key"":""B"",""label"":""Carré""},{""key"":""C"",""label"":""Rectangle""},{""key"":""D"",""label"":""Triangle""}]",A,"Vu de dessus, un cylindre droit semble être un cercle parce que sa base est circulaire. Cela reste constant peu importe la hauteur du cylindre tant que l'axe est perpendiculaire au plan de base.",Considérez uniquement la base circulaire.,true
psychotechnique,raisonnement_spatial,Facile,"Sur le patron d'un cube, combien de faces sont visibles ?",Imaginez un patron typique d'un cube avant pliage.,,,"[{""key"":""A"",""label"":""4""},{""key"":""B"",""label"":""5""},{""key"":""C"",""label"":""6""},{""key"":""D"",""label"":""7""}]",C,"Tous les patrons d'un cube comportent les 6 faces visibles et dépliées sur un plan. Celles-ci sont présentées de manière à pouvoir être assemblées en volume, formant les six faces du cube.",Le patron d'un cube doit avoir toutes ses faces.,true
psychotechnique,raisonnement_spatial,Facile,"Quel solide classique a 6 sommets, 9 arêtes et 5 faces ?",Évoquez un solide avec ces caractéristiques géométriques.,,,"[{""key"":""A"",""label"":""Prisme triangulaire""},{""key"":""B"",""label"":""Pyramide à base triangulaire""},{""key"":""C"",""label"":""Tétraèdre""},{""key"":""D"",""label"":""Cube""}]",A,"Un prisme triangulaire a deux triangles comme bases parallèles (6 sommets) et 3 rectangles reliant les sommets des bases. Cela donne 9 arêtes en total et 5 faces (2 triangles, 3 rectangles).",Il s'agit d'un prisme avec des bases triangulaires.,true
psychotechnique,raisonnement_spatial,Facile,Combien de faces un pentagone régulier a-t-il ?,En vous concentrant sur un solide pentagonal.,,,"[{""key"":""A"",""label"":""5""},{""key"":""B"",""label"":""7""},{""key"":""C"",""label"":""8""},{""key"":""D"",""label"":""9""}]",A,"Un pentagone comme un polygone plat rouge ne possède qu'un seul bord. S'il est visualisé comme une base avec cinq côtés, et sans en faire un volume, nous examinerions une seule face.",Considérez les côtés du pentagone comme un polygone plat.,true
