module,category,difficulty,question,prompt,image_url,figure_data,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_spatial,Facile,Lequel de ces solides possède 5 faces ?,Considère les solides suivants.,,,"[{""key"":""A"",""label"":""Cube""},{""key"":""B"",""label"":""Cylindre""},{""key"":""C"",""label"":""Pyramide à base carrée""},{""key"":""D"",""label"":""Prisme triangulaire""}]",C,"Une pyramide à base carrée possède 5 faces, comprenant 4 faces triangulaires latérales et 1 base carrée. Les autres options ne possèdent pas cette combinaison de faces : un cube en a 6, un cylindre a une surface courbe et deux bases circulaires, et un prisme triangulaire a 5 faces mais elles sont agencées différemment. Veillez à distinguer les types de faces.",Comptez les faces visibles et assurez-vous de prendre en compte la base.,true
psychotechnique,raisonnement_spatial,Moyenne,Lequel de ces patrons peut former un prisme triangulaire une fois plié ?,Considère 4 patrons possibles de solides.,,,"[{""key"":""A"",""label"":""Patron avec deux triangles et trois rectangles alignés en ligne droite""},{""key"":""B"",""label"":""Patron avec quatre triangles en étoile""},{""key"":""C"",""label"":""Patron en croix avec un carré central et trois rectangles""},{""key"":""D"",""label"":""Patron de cinq rectangles formant un T""}]",A,"Le patron A, qui comprend deux triangles et trois rectangles, peut se plier pour former un prisme triangulaire, chaque triangle étant une base, et les rectangles formant les côtés latéraux. Les autres options ne disposent pas de la configuration adéquate de figures nécessaires au pliage en prisme triangulaire. Veillez à visualiser l'agencement des figures.",Deux bases triangulaires et trois rectangles suffisent pour un prisme triangulaire.,true
psychotechnique,raisonnement_spatial,Moyenne,Quelle est la vue de dessus d'un cylindre droit ?,Un cylindre droit est posé verticalement sur une table.,,,"[{""key"":""A"",""label"":""Un rectangle""},{""key"":""B"",""label"":""Un cercle""},{""key"":""C"",""label"":""Un triangle""},{""key"":""D"",""label"":""Un carré""}]",B,"La vue de dessus d'un cylindre droit posé verticalement sur une table est un cercle, car le cylindre est composé de deux bases circulaires. Contrairement à un prisme ou une pyramide, le cylindre n'a pas de formes polygonales comme le rectangle pour être visible de dessus. Assurez-vous de vous représenter correctement chaque solide et sa position.",Les bases du cylindre sont toujours circulaires.,true
psychotechnique,raisonnement_spatial,Moyenne,Lequel de ces agencements ne forme pas un cube une fois plié ?,Considérez des agencements de 6 carrés.,,,"[{""key"":""A"",""label"":""T inversé""},{""key"":""B"",""label"":""Croix latine""},{""key"":""C"",""label"":""Ligne droite de 6 carrés""},{""key"":""D"",""label"":""L avec 3 carrés et 3 en ligne""}]",C,Un agencement en ligne droite de 6 carrés ne peut pas se replier proprement pour former un cube car il manque de connexions pour fermer le volume en 3D. Les autres options permettent des pliages où les faces peuvent se rejoindre correctement. Visualisez le pliage pour voir l'impossibilité de créer un volume.,Un cube ne peut être plié à partir d'une bande droite continue sans jonction.,true
psychotechnique,raisonnement_spatial,Difficile,"Si on coupe un cube 4×4×4 en cubes unitaires, combien ont 3 faces peintes ?",Un grand cube 4×4×4 est peint en noir et découpé en 64 petits cubes unitaires.,,,"[{""key"":""A"",""label"":""8""},{""key"":""B"",""label"":""12""},{""key"":""C"",""label"":""16""},{""key"":""D"",""label"":""24""}]",A,"Les cubes avec 3 faces peintes sont uniquement les cubes situés aux coins du grand cube. Pour un cube de dimension 4×4×4, il y a exactement 8 coins, donc 8 cubes possèdent 3 faces peintes. Les autres petits cubes ont moins de faces exposées en raison de leur position dans le grand cube.",Visualisez les coins du grand cube pour identifier cette catégorie.,true
psychotechnique,raisonnement_spatial,Difficile,Combien de cubes dans un cube 5×5×5 peint ont au moins une face peinte ?,Un grand cube 5×5×5 est peint sur toutes ses faces extérieures.,,,"[{""key"":""A"",""label"":""98""},{""key"":""B"",""label"":""116""},{""key"":""C"",""label"":""150""},{""key"":""D"",""label"":""125""}]",B,"Un cube 5x5x5 est composé de 125 cubes unitaires. Les cubes internes sans face visible sont ceux contenus dans un cube 3x3x3, soit 27 cubes cachés à l'intérieur. Donc, 125 - 27 = 98 cubes ont au moins une face peinte. Le total des cubes peints comprend ceux autour du périmètre à toutes les couches extérieures.",Comptez les cubes non visibles en pensant à la couche interne.,true
psychotechnique,raisonnement_spatial,Facile,Combien de sommets possède un prisme hexagonal ?,,,,"[{""key"":""A"",""label"":""6""},{""key"":""B"",""label"":""8""},{""key"":""C"",""label"":""12""},{""key"":""D"",""label"":""10""}]",C,"Un prisme hexagonal possède deux bases hexagonales parallèles, et chaque base a 6 sommets. En les additionnant, on obtient 6 + 6 = 12 sommets. Chaque sommet de l'une des bases est connecté à un sommet correspondant de l'autre base, ce qui porte le total à 12. Attention à bien considérer les deux bases dans le calcul.",Chaque sommet d'une base est associé à un sommet via un côté latéral.,true
psychotechnique,raisonnement_spatial,Facile,Lequel de ces cubes ne peut pas être formé par ce patron ?,Le patron ci-dessus est plié pour former un cube.,,"{""type"":""cube_net"",""layout"":""L"",""faces"":{""top"":""◆"",""bottom"":""▼"",""left"":""●"",""right"":""★"",""front"":""✚"",""back"":""■""}}","[{""key"":""A"",""label"":""Cube A""},{""key"":""B"",""label"":""Cube B""},{""key"":""C"",""label"":""Cube C""},{""key"":""D"",""label"":""Cube D""}]",B,"Le patron en L dispose la face ✚ en avant, la face ★ à droite, et la face ◆ sur le dessus. L'option B utilise mal les faces en juxtaposant ★ et ● ce qui est impossible pour ce patron, car elle doit être opposée à celle de ✚ et non à droite. Le pliage correct respecte la continuité des arêtes.",Pensez à l'alignement des symboles du patron lors du pliage.,true
psychotechnique,raisonnement_spatial,Facile,Combien de faces possède une pyramide à base hexagonale ?,,,,"[{""key"":""A"",""label"":""7""},{""key"":""B"",""label"":""6""},{""key"":""C"",""label"":""8""},{""key"":""D"",""label"":""9""}]",A,"Une pyramide à base hexagonale comporte une face de base hexagonale et 6 faces triangulaires latérales, ce qui donne un total de 7 faces. Il est important de se souvenir que le nombre de faces latérales est toujours égal au nombre de côtés de la base. Le piège est de confondre cela avec le total des arêtes.",Comptez les triangles autour de la base de la pyramide.,true
psychotechnique,raisonnement_spatial,Difficile,Combien de cubes sont complètement peints dans un cube 3×3×3 peint ?,Considérez un cube 3×3×3 qui est entièrement peint.,,,"[{""key"":""A"",""label"":""8""},{""key"":""B"",""label"":""0""},{""key"":""C"",""label"":""12""},{""key"":""D"",""label"":""6""}]",B,"Dans un cube 3×3×3, aucun cube unitaire n'est complètement peint. Chaque cube unitaire est soit sur une face, soit sur une arête, soit à une intersection des deux. Par conséquent, tous les cubes unitaires ont une ou plusieurs faces peintes, mais jamais sur toutes leurs faces.",Considérez la répartition des cubes à l'intérieur et sur les faces du cube.,true
