module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « courageux » ?,,"{""Brave"",""Timide"",""Vaillant"",""Intrépide""}",Timide,"« Timide » désigne quelqu'un de réservé, souvent hésitant, opposé à « courageux ». « Brave », « Vaillant », et « Intrépide » sont synonymes de courageux.",Cherchez un mot qui décrit la retenue.,true
psychotechnique,logique_verbale,Facile,Lequel de ces mots est l'intrus ?,"Vache, Mouton, Cheval, Voiture","{""Vache"",""Mouton"",""Cheval"",""Voiture""}",Voiture,"« Voiture » est un véhicule, tandis que « Vache », « Mouton », et « Cheval » sont des animaux.",Trois choix sont des êtres vivants.,true
psychotechnique,logique_verbale,Facile,"Complète la phrase : ""Lors de l'examen, il a ___ une question difficile.""",,"{""Raté"",""Réussi"",""Évitée"",""Réfléchi""}",Réussi,"« Réussi » est le terme positif indiquant qu'il a bien répondu. « Raté » est synonyme d'échec. « Évitée » ne s'applique pas à une réussite, et « Réfléchi » signifie simplement y penser.",Pensez à un succès.,true
psychotechnique,logique_verbale,Facile,"Dans cette phrase, le mot « doux » signifie : ""Cet agneau est très doux.""",,"{""Agréable"",""Doux"",""Robuste"",""Agressif""}",Agréable,"Dans le contexte d'un agneau, « doux » implique agréable au toucher. « Robuste » signifie solide, et « Agressif » est son contraire.",Considérez la texture.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « chanceux » ?,,"{""Malchanceux"",""Fortuné"",""Pauvre"",""Découragé""}",Fortuné,"« Fortuné » dénote un aspect de chance ou de réussite. « Malchanceux » est son contraire, « Pauvre » réfère à un manque de ressources, et « Découragé » n'exprime pas de chance.",Pensez à une connotation positive.,true
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « bruyant » ?,,"{""Silencieux"",""Énergique"",""Vibrant"",""Coloré""}",Silencieux,"« Silencieux » signifie l'absence de bruit, opposé à « bruyant ». « Énergique » et « Vibrant » n'indiquent pas un volume sonore, et « Coloré » réfère à des couleurs.",Cherchez le calme.,true
psychotechnique,logique_verbale,Facile,Lequel de ces mots est l'intrus ?,"Piano, Guitare, Peinture, Violon","{""Piano"",""Guitare"",""Peinture"",""Violon""}",Peinture,"« Peinture » est un art visuel, tandis que « Piano », « Guitare », et « Violon » sont des instruments de musique.",Seul un choix n'est pas musical.,true
psychotechnique,logique_verbale,Facile,"Complète la phrase : ""Bien qu'il soit petit, cet animal est très ___.""",,"{""Féroce"",""Lent"",""Triste"",""Ennuyeux""}",Féroce,"La phrase suggère un contraste, donc « féroce » (intrépidité malgré la taille) est correct. « Lent », « Triste » et « Ennuyeux » ne correspondent pas à cet antagonisme.",Cherchez une contradiction avec « petit ».,true
psychotechnique,logique_verbale,Facile,"Dans cette phrase, le mot « frais » signifie : "" Cette eau est particulièrement fraîche.""",,"{""Fraîche"",""Courte"",""Chaleureuse"",""Salée""}",Fraîche,"En parlant de l'eau, « fraîche » désigne sa température agréablement froide. « Courte » ne s'applique pas au liquide, « Chaleureuse » est opposé au frais, bien que « Salée » ne décrive ni la fraîcheur ni la température.",Pensez à la température.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « amusant » ?,,"{""Ennuyeux"",""Drôle"",""Sérieux"",""Triste""}",Drôle,"Pour décrire quelque chose d'« amusant », « drôle » s'adresse au divertissement. « Ennuyeux » et « Triste » expriment la déception et la morosité. « Sérieux » fréquemment précède le sérieux.",Pensez au rire.,true
psychotechnique,logique_verbale,Facile,Lequel de ces mots est l'intrus ?,"Chat, Boulanger, Chien, Souris","{""Chat"",""Boulanger"",""Chien"",""Souris""}",Boulanger,"Le « Boulanger » est un métier, tandis que « Chat », « Chien » et « Souris » sont des animaux.",Seul un choix n'est pas un animal.,true
psychotechnique,logique_verbale,Facile,"Complète la phrase : ""Elle a ___ sa langue devant la classe.""",,"{""Perdu"",""Trouvé"",""Gagné"",""Vu""}",Perdu,L'expression « perdu sa langue » signifie devenir muet. « Trouvé » se réfère à retrouver un élément. « Gagné » et « Vu » ne sont pas cohérents dans ce contexte particulier.,Pensez à une expression idiomatique.,true
psychotechnique,logique_verbale,Facile,"Dans cette phrase, le mot « court » signifie : ""Le film était étonnamment court.""",,"{""Bref"",""Long"",""Intense"",""Glacial""}",Bref,"Quand il s'agit d'un film, « court » signifie « bref ». « Long » est son antonyme. « Intense » et « Glacial » ne décrivent nullement une durée.",Réfléchissez quant à la durée.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « debout » ?,,"{""Assis"",""Érigé"",""Couché"",""Reposé""}",Érigé,"Dans ce cas, « érigé » et « debout » désignent la position verticale. « Assis » et « Couché » sont opposés, tandis que « Reposé » est autre.",Cherchez quelque chose de vertical.,true
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « difficile » ?,,"{""Compliqué"",""Simple"",""Énigmatique"",""Épineux""}",Simple,"Ici, « simple » est l'antonyme de « difficile ». « Compliqué », « énigmatique » et « épineux » compliquent au lieu de faciliter.",Anticipez une absence de complications.,true
psychotechnique,logique_verbale,Moyenne,Quel est l'antonyme de « rigoureux » ?,,"{""Sévère"",""Relaxé"",""Méticuleux"",""Pointilleux""}",Relaxé,"Dans ce contexte, « relaxé » est la contrepartie de « rigoureux ». « Sévère », « Méticuleux » et « Pointilleux » partagent la rigueur sans flexibilité.",Cherchez la décontraction.,true
psychotechnique,logique_verbale,Moyenne,Complète l'analogie : Artiste est à peinture comme écrivain est à ___,,"{""Brosse"",""Livre"",""Palette"",""Chevalet""}",Livre,"L'artiste utilise la peinture comme l'écrivain produit avec un livre. « Brosse » et « Chevalet » sont des affaires d'art, et « Palette » plutôt pour l'artiste.",Considérez par quel médium l'auteur est connu.,true
psychotechnique,logique_verbale,Moyenne,"Complète la phrase : ""Pour convaincre, l'orateur s'est exprimé avec ___.""",,"{""Hésitation"",""Clarté"",""Silence"",""Ambiguïté""}",Clarté,"Pour persuader le public, « clarté » est essentielle. Ni « Hésitation » ni « Silence » n'accomplissent cette tâche. « Ambiguïté » introduit des incertitudes.",Cherchez une qualité positive de discours.,true
psychotechnique,logique_verbale,Moyenne,"Dans cette phrase, le mot « tableau » signifie : ""Ils admirent le tableau moderne au musée.""",,"{""Liste"",""Peinture"",""Chiffre"",""Diagramme""}",Peinture,"Au musée, un « tableau » est une peinture, une œuvre d'art. « Liste » et « Diagramme » se rapportent à des schémas. « Chiffre » ne désigne ni visuel ni galerie.",Pensez à une œuvre d'art.,true
psychotechnique,logique_verbale,Moyenne,Quel est le synonyme de « méticuleux » ?,,"{""Négligent"",""Minutieux"",""Décontracté"",""Superficiel""}",Minutieux,"« Minutieux » renvoie au soin, à l'exactitude des détails de la tâche. « Négligent » est inexact, « Décontracté » est insouciant, et « Superficiel » est sans profondeur.",Cherchez un synonyme de précision.,true
psychotechnique,logique_verbale,Moyenne,Quel est l'antonyme de « urbain » ?,,"{""Rural"",""Métropolitain"",""Cosmopolite"",""Municipal""}",Rural,"« Urbain » désigne la ville, tandis que « rural » vise la campagne. « Métropolitain » et « Cosmopolite » s'étendent à un cadre urbain. « Municipal » n’oppose pas la ville.",Considérez l'opposé de la ville.,true
psychotechnique,logique_verbale,Moyenne,Complète l'analogie : Agriculteur est à champ comme pêcheur est à ___,,"{""Forêt"",""Rivière"",""Route"",""Montagne""}",Rivière,L’agriculteur travaille le champ tandis que le pêcheur gagne dans la rivière. Les autres options ne font pas de liens clairs à cette profession.,Considérez où agirait un pêcheur.,true
