module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « beau » ?,,"{""Joli"",""Vilain"",""Déplaisant"",""Laid""}",Joli,"« Joli » est synonyme de « beau » car ces deux mots décrivent quelque chose d'agréable à voir. « Vilain », « déplaisant » et « laid » sont tous des antonymes car ils indiquent le contraire, c'est-à-dire quelque chose qui n'est pas agréable visuellement.",Pense à un mot qui décrit quelque chose d'esthétiquement plaisant.,true
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « froid » ?,,"{""Chaud"",""Glacé"",""Gelé"",""Réfrigéré""}",Chaud,"« Chaud » est l'antonyme de « froid » car il décrit une température élevée, opposée à une température basse. « Glacé », « gelé », et « réfrigéré » sont tous des synonymes de « froid » puisqu'ils accentuent l'idée de basses températures.",Cherche la température opposée à 'froid'.,true
psychotechnique,logique_verbale,Facile,Lequel de ces mots est l'intrus ?,"Pomme, Orange, Carotte, Poire","{""Pomme"",""Orange"",""Carotte"",""Poire""}",Carotte,"La carotte est un légume, alors que la pomme, l'orange et la poire sont des fruits. Les fruits, se développent à partir de la fleur de la plante, tandis que les légumes peuvent être racines, feuilles ou tiges.",Pense aux fruits versus les légumes.,true
psychotechnique,logique_verbale,Facile,"Complète la phrase : « Après le coup de vent, il a ___ les branches cassées. »",,"{""Ramassé"",""Cassé"",""Observé"",""Ignoré""}",Ramassé,"« Ramassé » est correct car on nettoie souvent les débris comme des branches après un coup de vent. « Cassé » n'est pas logique après un coup de vent, « observé » n'implique pas d'action concrète, et « ignoré » serait l’opposé d’une action de nettoyage.",Le mot doit montrer ce qu'on fait après un désordre.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « triste » ?,,"{""Malheureux"",""Joyeux"",""Content"",""Heureux""}",Malheureux,"« Malheureux » est synonyme de « triste » car les deux expriment un état émotionnel de désolation ou de chagrin. En revanche, « joyeux », « content » et « heureux » sont des antonymes parce qu'ils décrivent un état de bonheur et de satisfaction.",Cherche un mot qui décrit le chagrin.,true
psychotechnique,logique_verbale,Facile,"Dans cette phrase, le mot « pièce » signifie ?",Il est entré dans la pièce en silence.,"{""Salle"",""Monnaie"",""Morceau"",""Spectacle""}",Salle,"Dans ce contexte, « pièce » désigne une « salle » où il est possible d'entrer. « Monnaie » et « morceau » sont des significations alternatives du mot « pièce » mais inappropriées ici. « Spectacle » ne convient pas du tout dans ce contexte.",Pense à un endroit où l'on peut entrer.,true
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « sec » ?,,"{""Humide"",""Mouillé"",""Aride"",""Déshydraté""}",Humide,"« Humide » est l'antonyme de « sec » car il décrit une surface contenant de l'eau. « Mouillé » est proche, mais « aride » et « déshydraté » renforcent l'idée de sécheresse, le contraire de ce qui est souhaité.",Cherche le contraire d'une absence d'eau.,true
psychotechnique,logique_verbale,Facile,"Complète la phrase : « Pour réussir, il faut souvent ___ du temps et des efforts. »",,"{""Investir"",""Perdre"",""Gaspiller"",""Ignorer""}",Investir,"« Investir » est le terme correct car il signifie consacrer des ressources telles que le temps et les efforts pour obtenir un bénéfice, ici la réussite. « Perdre » et « gaspiller » ont une connotation négative qui ne correspond pas au contexte positif de la réussite. « Ignorer » signifierait ne rien faire du tout.",Pense à un terme qui signifie consacrer des ressources de manière positive.,true
psychotechnique,logique_verbale,Facile,Lequel de ces mots est l'intrus ?,"Chien, Chat, Lapin, Fleur","{""Chien"",""Chat"",""Lapin"",""Fleur""}",Fleur,"« Fleur » est l'intrus car c'est une plante, alors que « chien », « chat » et « lapin » sont des animaux domestiques courants. Les animaux partagent des attributs biologiques et des fonctions écologiques similaires, ce qui n'est pas le cas avec une plante.",Pense à ce qui n'est pas un animal.,true
psychotechnique,logique_verbale,Facile,"Dans cette phrase, le mot « glace » signifie ?",Il a mangé une glace pour se rafraîchir.,"{""Dessert"",""Gel"",""Miroir"",""Bloc""}",Dessert,"Ici, « glace » signifie « dessert » car il s'agit d'une crème glacée consommée pour se rafraîchir. « Gel » et « bloc » sont incorrects car ils se réfèrent à de la matière glacée ou à de la glace solide. « Miroir » ne correspond pas au contexte.",C'est quelque chose que l'on mange.,true
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « grand » ?,,"{""Petit"",""Énorme"",""Immense"",""Gigantesque""}",Petit,"« Petit » est l'antonyme de « grand » car il désigne une taille inférieure. Par contre, « énorme », « immense » et « gigantesque » sont synonymes en cela qu'ils désignent tous de grandes tailles.",Cherche l'opposé d'une grande dimension.,true
psychotechnique,logique_verbale,Facile,"Complète la phrase : « Lorsque le soleil se couche, le ciel devient souvent ___. »",,"{""Rougeâtre"",""Clair"",""Noirci"",""Bleu""}",Rougeâtre,"« Rougeâtre » est approprié, car au coucher du soleil, le ciel prend souvent des teintes rouges. « Clair » ne convient pas, car le jour décline. « Noirci » apparaît après le coucher du soleil complet, et « bleu » est plus typique pendant le jour.",Pense à la couleur que le ciel prend au coucher.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « ancien » ?,,"{""Vieux"",""Nouveau"",""Récente"",""Moderne""}",Vieux,"« Vieux » est un synonyme d'« ancien » car tous deux désignent quelque chose qui a existé depuis longtemps. « Nouveau », « récente » et « moderne » sont des antonymes, chacun décrivant quelque chose qui est d'apparition récente ou en accord avec l'époque actuelle.",Cherche un mot qui exprime la durée.,true
psychotechnique,logique_verbale,Facile,Lequel de ces mots est l'intrus ?,"Avion, Hélicoptère, Train, Montgolfière","{""Avion"",""Hélicoptère"",""Train"",""Montgolfière""}",Train,"Le « train » est l'intrus car c'est un moyen de transport terrestre, tandis que « avion », « hélicoptère » et « montgolfière » sont des moyens de transport aérien. Les trois véhicules aériens utilisent l'air comme surface de transport, ce qui les distingue des véhicules terrestres.",Pense à celui qui ne vole pas.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « intelligent » ?,,"{""Érudit"",""Bête"",""Ignorant"",""Stupide""}",Érudit,"« Érudit » est un synonyme d'« intelligent » car il décrit quelqu'un possédant un vaste savoir éducatif. L'inverse est le cas de « bête », « ignorant », et « stupide », qui décrivent un manque de savoir ou de capacité intellectuelle.",Cherche un mot associé au savoir.,true
psychotechnique,logique_verbale,Facile,"Complète la phrase : « En hiver, la neige rend les routes ___ ».",,"{""Glissantes"",""Sèches"",""Douces"",""Rugueuses""}",Glissantes,"« Glissantes » est correct car la neige et le verglas rendent les surfaces plus difficiles à adhérer, augmentant le risque de glissade. « Sèches », « douces » et « rugueuses » ne conviennent pas aux conditions hivernales sous la neige.",Pense à un adjectif qui décrit un manque d'adhérence.,true
psychotechnique,logique_verbale,Moyenne,Quel est le synonyme de « affable » ?,,"{""Agréable"",""Hostile"",""Rébarbatif"",""Conflituel""}",Agréable,"« Affable » est synonyme d'« agréable » car les deux implicent une disposition amicale et accueillante. « Hostile », « rébarbatif » et « conflituel » sont des antonymes car ils indiquent une tendance à être désagréable ou difficile.",Cherche un mot qui implique une approche amicale.,true
psychotechnique,logique_verbale,Moyenne,Lequel de ces mots est l'intrus ?,"Opérateur, Instruit, Maîtrisé, Doctoral","{""Opérateur"",""Instruit"",""Maîtrisé"",""Doctoral""}",Opérateur,"« Opérateur » est l'intrus car ce terme décrit une occupation ou rôle, tandis que « instruit », « maîtrisé », et « doctoral » renvoient à des niveaux de savoir ou d’éducation. Les trois partagent une thématique éducative.",Cherche un mot qui ne concerne pas l'éducation.,true
psychotechnique,logique_verbale,Moyenne,Quel est l'antonyme de « généreux » ?,,"{""Avaricieux"",""Altruiste"",""Prodigue"",""Largesse""}",Avaricieux,"« Avaricieux » est l'antonyme de « généreux » car il décrit une personne avare et peu encline à donner. « Altruiste » et « prodigue » sont des synonymes de généreux. « Largesse » est également synonyme, se rapportant à une générosité démontrée.",Cherche le contraire de la générosité.,true
