module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,logique_verbale,Facile,Complète la phrase : « Il est tellement petit qu'il se sent ___ dans cette maison. »,,"{""Gris"",""Minuscule"",""Énorme"",""Lumineux""}",Énorme,"Quand quelqu'un ou quelque chose est trop petit pour un grand espace, il se sent 'énorme' par contraste. 'Minuscule' serait redondant ici car cela décrit toujours une petite taille. 'Gris' et 'lumineux' se rapportent à d'autres qualités comme la couleur ou la lumière et ne conviennent pas pour exprimer une comparaison de taille.",Pensez à l'effet de contraste dans les comparaisons.,true
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « courageux » ?,,"{""Hardi"",""Intrépide"",""Lâche"",""Brave""}",Lâche,"Un 'courageux' montre du courage, donc l'opposé logique, ou antonyme, est 'lâche', qui désigne quelqu'un qui manque de courage. 'Hardi' et 'intrépide' sont des termes synonymes de 'courageux', tandis que 'brave' signifie également courageux.",Cherchez le mot qui reflète une absence de courage.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « rapide » ?,,"{""Rapide"",""Vif"",""Calme"",""Lourd""}",Vif,"Dans ce contexte, 'rapide' et 'vif' signifient tous deux ayant une grande vitesse de réaction. 'Calme' ne correspond pas ici, car il décrit une absence de mouvement ou de bruit. 'Lourd' ne s'accorde pas non plus car cela fait davantage référence au poids.",Optez pour un mot qui exprime la vivacité.,true
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « timide » ?,,"{""Sociable"",""Réservé"",""Paresseux"",""Calme""}",Sociable,"Une personne 'timide' hésite souvent à interagir socialement, donc son antonyme est 'sociable', qui décrit quelqu'un d'ouvert et d'aimable en société. 'Réservé' partage une connotation similaire à 'timide', tandis que 'paresseux' et 'calme' relèvent d'autres traits de caractère différents.",Pensez à un caractère ouvert et amical.,true
psychotechnique,logique_verbale,Facile,"Complète la phrase : « Malgré le froid, elle ___ dehors toute la journée. »",,"{""Tremblait"",""Resta"",""Rentra"",""Cuisa""}",Resta,"Le mot 'resta' signifie qu'elle a choisi de demeurer à l'extérieur malgré les conditions. 'Tremblait' décrit une réaction au froid, mais ne concerne pas le fait de rester. 'Rentra' indiquerait qu'elle est allée à l'intérieur, et 'cuisa' n'est pas pertinent dans ce contexte.",Cherchez une action durative malgré des conditions opposées.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « étonnant » ?,,"{""Banal"",""Surprenant"",""Prévisible"",""Ordinaire""}",Surprenant,"Un 'étonnant' événement est quelque chose qui cause surprise, donc 'surprenant' est le synonyme approprié. 'Banal', 'prévisible' et 'ordinaire' décrivent des situations qui manquent d'originalité ou d'éléments inattendus et s'opposent à l'idée de surprise.",Cherchez un terme qui évoque l'inattendu.,true
psychotechnique,logique_verbale,Facile,Lequel de ces mots est l'intrus ?,"Lunettes, Livre, Baskets, Chaussures","{""Lunettes"",""Livre"",""Baskets"",""Chaussures""}",Livre,"Le 'livre' est un objet de lecture, tandis que 'lunettes', 'baskets' et 'chaussures' sont tous des accessoires portés. Ce qui qualifie 'livre' comme l'intrus est sa fonction différente par rapport aux autres objets.",Considérez des objets portés par les gens.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « brillant » ?,,"{""Sombre"",""Éclairé"",""Sale"",""Ternie""}",Éclairé,"'Brillant' désigne quelque chose qui réfléchit bien la lumière, tout comme 'éclairé'. 'Sombre' est l'antonyme puisqu'il se réfère à l'absence de lumière. 'Sale' se réfère à de la saleté et 'ternie' à une perte d'éclat.",Pensez à la luminosité intense.,true
psychotechnique,logique_verbale,Facile,"Dans cette phrase, le mot « clef » signifie : « Marie avait la clef de la réussite. »",,"{""Instrument"",""Secret"",""Verrou"",""Quincaillerie""}",Secret,"Dans la phrase, 'clef' est employée de manière métaphorique pour signifier un 'secret' ou un élément crucial conduisant à la réussite. 'Instrument', 'verrou' et 'quincaillerie' concernent des usages physiques du mot 'clef' et ne correspondent pas au sens figuré.",Considérez des significations symboliques.,true
psychotechnique,logique_verbale,Facile,Complète la phrase : « Elle a ___ son livre préféré 10 fois. »,,"{""Lu"",""Écrit"",""Dit"",""Oublié""}",Lu,"Le verbe 'lu' s'accorde avec un objet comme un livre, exprimant l'action de lecture répétée. 'Écrit' correspond à une création, 'dit' à un discours, et 'oublié' signifierait n'avoir pas de souvenir de l'objet.",Pensez à l'action liée à un livre.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « fatigué » ?,,"{""Reposé"",""Épuisé"",""Vivant"",""Actif""}",Épuisé,"'Fatigué' signifie ressentir une fatigue, donc 'épuisé' est son synonyme direct, représentant un état similaire d'épuisement. 'Reposé' est l'antonyme, et 'vivant' et 'actif' ne s'appliquent pas puisque ce sont des indicateurs d'énergie.",Cherchez un mot qui exprime une grande fatigue.,true
psychotechnique,logique_verbale,Facile,Lequel de ces mots est l'intrus ?,"Pomme, Fraise, Tomate, Cerise","{""Pomme"",""Fraise"",""Tomate"",""Cerise""}",Tomate,"Bien que botaniquement la 'tomate' soit un fruit, dans le contexte culinaire, elle est souvent catégorisée comme un légume, ce qui la distingue de 'pomme', 'fraise' et 'cerise' qui sont des fruits sucrés. Ainsi, d'un point de vue culinaire, 'tomate' est l'intrus.",Réfléchissez au contexte culinaire des fruits.,true
