module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « joyeux » ?,,"{""Triste"",""Heureux"",""Ennuyeux"",""Sombre""}",Heureux,"Le mot « joyeux » signifie éprouvant du bonheur ou de la gaieté. « Heureux » est synonyme car il exprime aussi un sentiment de bonheur. « Triste » est l'antonyme. « Ennuyeux » et « sombre » décrivent des états ou des atmosphères négatifs, et ne partagent pas la même signification que « joyeux ».",Pense à un mot qui exprime de la gaieté.,true
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « haut » ?,,"{""Bas"",""Long"",""Serré"",""Épais""}",Bas,"« Haut » décrit quelque chose d'élevé. L'antonyme de « haut » est « bas », qui signifie de faible hauteur. « Long » se réfère à une dimension horizontale, « serré » à la compacité, et « épais » à l'épaisseur, aucun d'eux n'exprime l'opposé de la hauteur.",Cherche le contraire d'une élévation.,true
psychotechnique,logique_verbale,Facile,Complète l'analogie : Chat est à miaulement comme chien est à ___,,"{""Aboiement"",""Sifflement"",""Croassement"",""Roulement""}",Aboiement,"Le chat produit des miaulements, tandis que le chien produit des aboiements. Ces sons sont caractéristiques de chaque animal respectivement. Les termes « sifflement », « croassement », et « roulement » ne se rapportent pas au cri du chien.",Pense au bruit que fait un chien.,true
psychotechnique,logique_verbale,Facile,Lequel de ces mots est l'intrus ?,"Poule, Canard, Vache, Chien","{""Poule"",""Canard"",""Vache"",""Chien""}",Chien,"La poule, le canard, et la vache sont des animaux de ferme souvent utilisés pour la production alimentaire. Le chien, quant à lui, est un animal domestique souvent utilisé comme animal de compagnie ou de garde, mais est rarement exploité pour ses produits.",Concentre-toi sur leurs rôles dans une ferme.,true
psychotechnique,logique_verbale,Facile,"Complète la phrase : ""Pour réussir, il faut trouver le ___ entre travail et repos.""",,"{""Équilibre"",""Sommet"",""Risque"",""Fond""}",Équilibre,"L'idée ici est de maintenir un juste milieu entre deux activités opposées. « Équilibre » exprime exactement cette notion de juste milieu. « Sommet », « risque » et « fond » ne conviennent pas car ils n'expriment pas cette idée de balancement nécessaire.",C'est ce dont on parle lorsque les deux côtés sont égaux.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « maison » ?,,"{""Appartement"",""Habitation"",""Chambre"",""Balcon""}",Habitation,"« Habitation » est un terme générique pour désigner un endroit où une personne réside, comme une maison. « Appartement » et « chambre » sont des parties spécifiques ou types de lieux de résidence, mais ne sont pas des synonymes de « maison ». « Balcon » est un espace extérieur d'une maison.",Cherche un terme qui désigne un lieu où l'on vit.,true
psychotechnique,logique_verbale,Facile,Le mot « grand » est un antonyme de…,,"{""Petit"",""Énorme"",""Immense"",""Haut""}",Petit,"L'antonyme de « grand » (qui décrit une taille ou ampleur importante) est « petit », qui désigne une taille réduite. « Énorme » et « immense » sont des synonymes de « grand », et « haut » se réfère à l'élévation.",Oppose la taille importante.,true
psychotechnique,logique_verbale,Facile,Complète l'analogie : Soleil est à jour comme lune est à ___,,"{""Nuit"",""Matin"",""Midi"",""Aube""}",Nuit,"Le soleil est souvent associé à la journée, car il éclaire notre ciel pendant cette période. De même, la lune est associée à la nuit, car elle est visible et éclaire la terre pendant la nuit. « Matin », « midi » et « aube » sont des parties du jour, et ne correspondent pas au pendant nocturne.",Cherche la période opposée au jour.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « content » ?,,"{""Tranquille"",""Heureux"",""Nerveux"",""Mécontent""}",Heureux,"« Content » signifie être satisfait ou joyeux, et « heureux » partage cette même signification de contentement ou de satisfaction. « Tranquille » dénote la paix, mais pas nécessairement la satisfaction. « Nerveux » et « mécontent » sont des antonymes, puisqu'ils expriment des sentiments négatifs.",Pense à un sentiment positif et satisfait.,true
psychotechnique,logique_verbale,Facile,Lequel de ces mots est l'intrus ?,"Avocat, Pomme, Poire, Cerise","{""Avocat"",""Pomme"",""Poire"",""Cerise""}",Avocat,"Pomme, poire et cerise sont des fruits à pips, souvent consommés comme tels. L'avocat, bien qu'un fruit, est généralement classifié comme un légume utilisé en plats salés. Cette distinction culinaire et catégorie botanique fait de l'avocat l'intrus.",Concentre-toi sur l'usage culinaire.,true
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « conforme » ?,,"{""Discordant"",""Identique"",""Approprié"",""Sécurisé""}",Discordant,"« Conforme » signifie compatible ou en accord. Son antonyme est « discordant », qui signifie en désaccord ou non conforme. « Identique » renforce la conformité, « approprié » ne s'oppose pas à la conformité, et « sécurisé » ne partage aucun lien contextuel.",Cherche le mot qui oppose l'idée d'accord ou de similitude.,true
psychotechnique,logique_verbale,Facile,Complète l'analogie : Fourchette est à manger comme plume est à ___,,"{""Écrire"",""Dormir"",""Cuisiner"",""Lire""}",Écrire,"Une fourchette sert à manger, tandis qu'une plume sert à écrire. Cette analogie repose sur l'utilisation d'un objet pour accomplir une fonction spécifique. Les options « dormir », « cuisiner », et « lire » n'utilisent pas une plume comme outil principal.",Pense aux outils utilisés pour des activités artistiques ou littéraires.,true
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « brillant » ?,,"{""Terne"",""Éblouissant"",""Clair"",""Étincelant""}",Terne,"« Brillant » signifie lumineux ou scintillant. Son antonyme est « terne », qui décrit un manque de luminosité ou de vivacité. « Éblouissant », « clair », et « étincelant » sont tous des termes reliés à la luminosité, similaires à « brillant » plutôt qu'opposés.",Oppose la lumière vive.,true
psychotechnique,logique_verbale,Facile,Lequel de ces mots est l'intrus ?,"Voiture, Bus, Moto, Pomme","{""Voiture"",""Bus"",""Moto"",""Pomme""}",Pomme,"Voiture, bus, et moto sont des moyens de transport tandis que la pomme est un fruit. Cette différence catégorique en termes de fonctionnalité et de catégorie classe la pomme comme intrus.",Cherche le seul élément qui n'est pas un véhicule.,true
psychotechnique,logique_verbale,Facile,Complète l'analogie : Lait est à boire comme pain est à ___,,"{""Manger"",""Lire"",""Conduire"",""Porter""}",Manger,"Le lait est un liquide que l'on consomme en le buvant, tandis que le pain est un aliment solide que l'on consomme en le mangeant. Les autres options ne correspondent pas à une consommation alimentaire.",Pense à l'action courante associée à un aliment solide.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « confiance » ?,,"{""Doute"",""Crainte"",""Fiabilité"",""Méfiance""}",Fiabilité,"« Confiance » désigne une assurance ou certitude en quelqu'un ou quelque chose. « Fiabilité » a une signification similaire, impliquant une assurance dans la capacité ou l'intégrité. « Doute » et « méfiance » sont des antonymes car ils expriment une incertitude, tandis que « crainte » se concentre sur la peur.",Cherche un terme habituellement associé à la sécurité.,true
psychotechnique,logique_verbale,Moyenne,Quel est le synonyme de « cohérent » ?,,"{""Incohérent"",""Consistant"",""Fragmenté"",""Épars""}",Consistant,"« Cohérent » signifie logique ou bien organisé. « Consistant » partage cette même idée de structuration et de solidité. « Incohérent » est l'antonyme, et « fragmenté » ainsi qu'« épars » évoquent le désordre ou la désorganisation. ",Cherche un mot qui exprime le lien ou la suite logique.,true
psychotechnique,logique_verbale,Moyenne,Complète l'analogie : Poisson est à eau comme oiseau est à ___,,"{""Air"",""Nid"",""Plume"",""Arbre""}",Air,"Les poissons vivent et se déplacent dans l'eau, tandis que les oiseaux le font dans l'air, ce qui établit une relation d'habitat ou d'environnement. Le « nid » et l'« arbre » sont des lieux où l'oiseau se pose mais ne s'y déplace pas continuellement comme un poisson dans l'eau.",Réfléchis à l'endroit où l'animal se déplace librement.,true
psychotechnique,logique_verbale,Moyenne,Lequel de ces mots est l'intrus ?,"Dentiste, Mécanicien, Chiropracteur, Maçon","{""Dentiste"",""Mécanicien"",""Chiropracteur"",""Maçon""}",Mécanicien,"Le dentiste, le chiropracteur, et le maçon sont des métiers liés à la santé ou la construction. Le mécanicien, cependant, est lié à la réparation et l'entretien des machines, ce qui le distingue radicalement des autres par son domaine d'activité.",Cherche celui qui ne correspond pas au secteur de la santé ou de la construction.,true
psychotechnique,logique_verbale,Moyenne,Complète l'analogie : Jardin est à fleur comme étang est à ___,,"{""Poisson"",""Plante"",""Lac"",""Arrosoir""}",Poisson,"Les jardins abritent souvent des fleurs de manière essentielle, tout comme les étangs abritent souvent des poissons. Cela établit une analogie basée sur l'habitat naturel. « Plante » et « arrosoir » peuvent être associés au jardin mais ne correspondent pas à une relation similaire à celle du poisson avec l'étang.",Pense à ce qui vit principalement dans un étang.,true
psychotechnique,logique_verbale,Moyenne,Quel est le synonyme de « exhaustif » ?,,"{""Lacunaire"",""Complet"",""Partiel"",""Superficiel""}",Complet,"« Exhaustif » signifie qu'une chose est traitée de manière complète, sans omission de détails. « Complet » correspond à cette définition. À l'inverse, « lacunaire » et « partiel » suggèrent des lacunes ou un traitement partiel, et « superficiel » implique un manque de profondeur.",Cherche un terme qui exprime l'inclusion totale.,true
psychotechnique,logique_verbale,Moyenne,Lequel de ces mots est l'intrus ?,"Baguette, Violon, Trompette, Harpe","{""Baguette"",""Violon"",""Trompette"",""Harpe""}",Trompette,"La baguette, le violon, et la harpe sont des instruments à corde souvent utilisés dans un orchestre. La trompette est un instrument à vent utilisé dans d'autres types configurations sonores, ce qui la distingue catégoriquement des autres.",Concentre-toi sur le type d'instrument.,true
