module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,logique_verbale,Facile,"Complète la phrase : « Malgré la pluie, il a ___ son chemin. »",,"{""Poursuivi"",""Suspendu"",""Tourné"",""Perdu""}",Poursuivi,"« Poursuivi » indique la continuation de l'action initiale malgré les obstacles. « Suspendu » et « interrompu » impliquent un arrêt, tandis que « tourné » et « perdu » suggèrent des directions ou des états différents.",Pense à une action continue malgré l'obstacle.,true
psychotechnique,logique_verbale,Facile,"Dans cette phrase, le mot « pique » signifie…",Elle a senti une pique lors de la réunion.,"{""Une attaque verbale"",""Un objet pointu"",""Une douleur physique"",""Une étoffe""}",Une attaque verbale,"Dans ce contexte, « pique » fait référence à une remarque acerbe ou acérée, souvent destinée à provoquer. Un « objet pointu » et une « douleur physique » ne collent pas au sens figuré suggéré par le contexte de la réunion. « Une étoffe » est totalement hors sujet.",Il s'agit d'une remarque mordante.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « content » ?,,"{""Ravi"",""Triste"",""Contrarié"",""Déçu""}",Ravi,"« Ravi » exprime une intense satisfaction ou joie, de manière similaire à « content ». « Triste », « contrarié » et « déçu » expriment des sentiments opposés à la satisfaction.",Cherche un mot exprimant un sentiment de joie.,true
psychotechnique,logique_verbale,Facile,Lequel de ces mots est l'intrus ?,"Aigle, Faucon, Poule, Vautour","{""Aigle"",""Faucon"",""Poule"",""Vautour""}",Poule,"Aigle, faucon et vautour sont tous des oiseaux de proie. La poule, par contre, est un oiseau domestique, principalement gardé pour sa production d'œufs.",Pensez à ce qui n'est pas un oiseau de proie.,true
psychotechnique,logique_verbale,Facile,Complète la phrase : « Il est rentré chez lui ___ d'une longue journée. »,,"{""Épuisé"",""Réjoui"",""Curieux"",""Inquiet""}",Épuisé,"Après une longue journée, il est courant de se sentir « épuisé ». « Réjoui » peut convenir si la journée s'est bien passée, mais n'est pas directement associé à la durée. « Curieux » et « inquiet » ne se rapporte pas à la fatigue.",Pensez à l'état physique après une longue activité.,true
psychotechnique,logique_verbale,Facile,"Dans cette phrase, le mot « livre » signifie…",Il a lu un bon livre cet après-midi.,"{""Un ouvrage"",""Une unité de poids"",""Un billet"",""Une tranche""}",Un ouvrage,"Bien que « livre » puisse être une unité de poids, dans ce contexte, après l'action de lire, il se réfère à un « ouvrage ». Un « billet » ou une « tranche » n'ont aucune relation ici.",Contexte de la lecture.,true
psychotechnique,logique_verbale,Facile,Complète l'analogie : Feu est à brûler comme eau est à ___,,"{""Éteindre"",""Inonder"",""Jeter"",""Boire""}",Éteindre,"Le feu a pour action directe de brûler, tandis que l'eau éteint généralement ce qui est en flamme. « Inonder » est une action secondaire de l'eau, « jeter » et « boire » ne correspondent pas à une réaction directe.",Réfléchissez à l'effet opposé du feu.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « rapide » ?,,"{""Vivant"",""Lent"",""Stable"",""Lourd""}",Vivant,« Vivant » dans ce contexte fait référence à quelque chose qui se déroule avec vivacité et rapidité. « Lent » est l'opposé direct. « Stable » et « lourd » ne sont pas directement liés à une vitesse quelconque.,Pensez à une action vive.,true
psychotechnique,logique_verbale,Moyenne,Quel est le synonyme de « méticuleux » ?,,"{""Négligent"",""Appliqué"",""Express"",""Superficiel""}",Appliqué,"Une personne méticuleuse est souvent appliquée, soigneuse et attentive aux détails. « Négligent » est l'opposé. « Express » et « superficiel » ne correspondent pas à l'idée de soin ou d'attention minutieuse.",Recherchez un mot lié à la minutie.,true
psychotechnique,logique_verbale,Moyenne,Lequel de ces mots est l'intrus ?,"Médecin, Professeur, Infirmier, Chanteur","{""Médecin"",""Professeur"",""Infirmier"",""Chanteur""}",Chanteur,"Médecin, professeur et infirmier sont des professions liées à des secteurs spécifiques nécessitant une formation approfondie ; le chanteur exerce dans le domaine artistique, distinct des autres.",Pensez aux métiers nécessitant une qualification académique.,true
psychotechnique,logique_verbale,Moyenne,Complète l'analogie : Crayon est à écrire comme gomme est à ___,,"{""Effacer"",""Dessiner"",""Colorier"",""Tailler""}",Effacer,"Un crayon sert à écrire tandis qu'une gomme efface ce qui a été écrit. « Dessiner », « colorier » et « tailler » sont des actions réalisées avec d'autres instruments.",Considérez l'action opposée à créer.,true
psychotechnique,logique_verbale,Moyenne,"Dans cette phrase, le mot « coffre » signifie…",Elle a ouvert le coffre pour y ranger ses affaires précieuses.,"{""Un espace de rangement"",""Une boîte à bijoux"",""Un tronc d'arbre"",""Une réservation""}",Un espace de rangement,"Dans ce contexte, « coffre » désigne un espace où l'on range des objets, souvent volumineux ou en sécurité. Une « boîte à bijoux » est spécifique, alors que « un tronc d'arbre » et « une réservation » sont hors de propos.",Pensez à un espace de stockage sécurisé.,true
psychotechnique,logique_verbale,Moyenne,Quel est l'antonyme de « inné » ?,,"{""Acquis"",""Naturel"",""Instinctif"",""Héréditaire""}",Acquis,"Ce qui est « inné » est présent à la naissance, tandis que « acquis » se développe après. « Naturel », « instinctif », et « héréditaire » évoquent tous un lien intrinsèque ou génétique.",Cherchez ce qui se développe avec l'expérience.,true
psychotechnique,logique_verbale,Moyenne,"Complète la phrase : « Afin de garantir sa réussite, il était ___ à préparer. »",,"{""Assidu"",""Distrait"",""Imprévu"",""Apatique""}",Assidu,"Pour réussir, être « assidu » est crucial, car cela implique un travail constant et régulier. « Distrait », « imprévu », et « apathique » sont des termes qui désignent une absence de rigueur ou un manque d'intérêt.",Cherchez une attitude liée au soin et à la concentration.,true
psychotechnique,logique_verbale,Moyenne,Lequel de ces mots est l'intrus ?,"Or, Argent, Cuivre, Bois","{""Or"",""Argent"",""Cuivre"",""Bois""}",Bois,"Or, argent et cuivre sont tous des métaux. Le bois est un matériau d'origine végétale, différent en nature et en propriétés.",Considérez ce qui n'est pas un métal.,true
psychotechnique,logique_verbale,Moyenne,Complète l'analogie : Dentiste est à dent comme oculiste est à ___,,"{""Œil"",""Oreille"",""Langue"",""Diaphragme""}",Œil,"Un dentiste s'occupe des dents, tandis qu'un oculiste prend soin des yeux. Les autres organes mentionnés sont traités par des spécialistes différents.",Cherchez la correspondance avec la spécialité de santé.,true
