module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « courageux » ?,,"{""Brave"",""Poltron"",""Vaillant"",""Intrépide""}",Poltron,"« Courageux » décrit quelqu'un avec du courage. « Poltron » désigne quelqu'un qui manque de courage, donc c'est l'antonyme. « Brave », « vaillant », et « intrépide » sont synonymes ou proches en sens de « courageux ».",Pense à l'opposé de quelqu'un qui fait face au danger sans peur.,true
psychotechnique,logique_verbale,Facile,Complète l'analogie : Plume est à écrire comme pinceau est à ___,,"{""Peindre"",""Téléphoner"",""Cuisiner"",""Écouter""}",Peindre,"Une plume est utilisée pour écrire, tout comme un pinceau est utilisé pour peindre. Les autres choix ne sont pas des activités liées à l'utilisation du pinceau.",Concentrez-vous sur l'activité principale associée à chaque outil.,true
psychotechnique,logique_verbale,Facile,"Dans cette phrase, le mot « glace » signifie… « Il prend une glace à la vanille cet été. »",Il prend une glace à la vanille cet été.,"{""Froid"",""Plaisir"",""Givré"",""Crème glacée""}",Crème glacée,"Dans le contexte de la phrase, « glace » se réfère à un dessert froid et sucré, typiquement fait de lait ou de crème, qui est la « crème glacée ». Les autres options font référence soit à la température soit à d'autres significations du mot glace.",Pensez à ce que l'on mange pour se rafraîchir en été.,true
psychotechnique,logique_verbale,Facile,Lequel de ces mots est l'intrus ?,"Chat, Chien, Poisson, Table","{""Chat"",""Chien"",""Poisson"",""Table""}",Table,"La table est un objet inanimé alors que « chat », « chien » et « poisson » sont des animaux. Les choix animaux sont vivants, tandis que la table n'est qu'un meuble.",Identifiez ce qui n'est pas vivant.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « petite » ?,,"{""Grande"",""Énorme"",""Minuscule"",""Colossale""}",Minuscule,"« Petite » indique quelque chose de peu grand en taille, ce qui est synonyme de « minuscule ». « Grande », « énorme » et « colossale » sont des antonymes puisqu'ils désignent une grande taille.",Cherche une autre façon de dire 'très petit'.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « amical » ?,,"{""Antipathique"",""Froid"",""Agréable"",""Hostile""}",Agréable,"Quelqu'un « amical » se montre bienveillant et agréable envers les autres, c'est pourquoi « agréable » est un synonyme approprié. « Antipathique », « froid » et « hostile » renvoient à des comportements opposés.",Pense à un comportement qui attire la sympathie.,true
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « sec » ?,,"{""Mouillé"",""Dur"",""Lourd"",""Doux""}",Mouillé,"« Sec » signifie dépourvu d'humidité, donc son antonyme est « mouillé », qui signifie imbibé d'eau. « Dur », « lourd » et « doux » ne se rapportent pas au niveau d'humidité.",Pensez à ce qui implique la présence d'eau.,true
psychotechnique,logique_verbale,Facile,Complète l'analogie : Boulanger est à pain comme couturier est à ___,,"{""Vêtement"",""Sac"",""Table"",""Chaussure""}",Vêtement,"Un boulanger fabrique des pains tout comme un couturier confectionne des vêtements. Les autres choix, bien que fabriqués, ne sont pas directement associés aux opérations principales du couturier.",Quel est le produit principal créé par un couturier ?,true
psychotechnique,logique_verbale,Facile,Lequel de ces mots est l'intrus ?,"Carotte, Navet, Brocoli, Cuillère","{""Carotte"",""Navet"",""Brocoli"",""Cuillère""}",Cuillère,"Les trois premiers sont des légumes utilisés comme nourriture, tandis que « cuillère » est un ustensile de cuisine et n'est pas un légume.",Cherchez l'objet qui n'est pas un aliment.,true
psychotechnique,logique_verbale,Facile,"Dans cette phrase, le mot « pièce » signifie… « Il collectionne les pièces anciennes. »",Il collectionne les pièces anciennes.,"{""Chambre"",""Monnaie"",""Élément"",""Fragment""}",Monnaie,"Dans ce contexte, « pièce » signifie une unité de monnaie métallique, souvent collectionnée. Les termes « chambre », « élément » et « fragment » n'ont pas de rapport avec la monnaie.",Évoquez l'idée de collection numismatique.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « peur » ?,,"{""Craint"",""Confiance"",""Jouissance"",""Calme""}",Craint,"« Peur » est un sentiment d'anxiété ou de crainte, donc « craint » est synonyme. « Confiance », « jouissance » et « calme » évoquent des états d'esprit opposés ou différents.",Cherche une autre manière d'exprimer de l'anxiété.,true
