module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,logique_verbale,Facile,"Quel est le synonyme de ""joyeux"" ?",,"{""Triste"",""Enthousiaste"",""Indifférent"",""Fâché""}",Enthousiaste,"« Enthousiaste » exprime une joie et une excitation positives, en accord avec « joyeux ». « Triste » est l'antonyme, car il exprime l'absence de joie. « Indifférent » et « fâché » ne correspondent pas au sentiment de joie.",Pense à un mot qui exprime une joie active.,true
psychotechnique,logique_verbale,Facile,"Complète la phrase : ""Malgré la fatigue, elle a ___ son travail.""",,"{""abandonné"",""terminé"",""négligé"",""ignoré""}",terminé,"« Terminé » signifie conclure quelque chose qu'on a commencé, même en cas de fatigue. « Abandonné » et « négligé » indiquent un renoncement ou un manque d'attention, contraire au contexte de la phrase. « Ignoré » n'a pas de lien avec l'efficacité au travail.",Cherche un mot qui montre qu'elle est allée jusqu'au bout.,true
psychotechnique,logique_verbale,Facile,"Quel est l'antonyme de ""grand"" ?",,"{""Minuscule"",""Petit"",""Immense"",""Haut""}",Petit,"« Petit » est l'antonyme direct de « grand », indiquant une taille réduite. « Minuscule » est plus extrême mais n'est pas le terme opposé le plus direct. « Immense » et « haut » sont des synonymes de « grand ». ",Pense simplement en opposé de taille.,true
psychotechnique,logique_verbale,Facile,"Quel est le synonyme de ""content"" ?",,"{""Mécontent"",""Heureux"",""Triste"",""Inquiet""}",Heureux,"« Heureux » est synonyme de « content », les deux exprimant la satisfaction et le bonheur. « Mécontent » est l'antonyme direct. « Triste » et « inquiet » expriment des états émotionnels négatifs et sont donc incorrects.",Cherche un synonyme positif et simple.,true
psychotechnique,logique_verbale,Facile,"Complète la phrase : ""Pour apprendre l'histoire, il faut ___ des livres.""",,"{""Écrire"",""Lire"",""Ignorer"",""Jeter""}",Lire,"« Lire » est l'activité qui permet d'apprendre en consultant des sources écrites. « Écrire » pourrait avoir un sens éducatif, mais ce n'est pas l'action primaire pour apprendre. « Ignorer » et « jeter » vont à l'encontre de l'objectif posé par la phrase.",Il s'agit de se procurer de l'information.,true
psychotechnique,logique_verbale,Facile,"Quel est l'antonyme de ""clair"" ?",,"{""Sombre"",""Lumineux"",""Évident"",""Brillant""}",Sombre,« Sombre » est l'opposé de « clair » lorsque l'on parle de luminosité ou de compréhension. « Lumineux » et « brillant » renforcent l'idée de clarté. « Évident » est une notion de compréhension mais ne s'oppose pas directement à la lumière fébrile.,Cherche quelque chose qui obscurcit.,true
psychotechnique,logique_verbale,Facile,Complète l'analogie : Chat est à chaton comme chien est à ___,,"{""Chiot"",""Larve"",""Porcelet"",""Poussin""}",Chiot,"Un « chiot » est le petit du chien, continuant l'analogie fondée entre un animal adulte et son petit, tout comme un « chaton » est le petit du chat. « Larve », « porcelet » et « poussin » ne sont pas associés à la progéniture canine.",Pense au bébé chien.,true
psychotechnique,logique_verbale,Facile,"Quel est le synonyme de ""rapide"" ?",,"{""Lent"",""Vif"",""Reposé"",""Endormi""}",Vif,"« Vif » évoque vivacité et rapidité, ce qui en fait un bon synonyme de « rapide ». « Lent » s'oppose en terme de vitesse. « Reposé » et « endormi » sont davantage liés à un état de repos ou de sommeil, sans rapport avec la rapidité.",Pense à une notion de vivacité.,true
psychotechnique,logique_verbale,Facile,"Que signifie ""précipité"" dans cet énoncé : Dans leur hâte, tout était précipité ?","Dans leur hâte, tout était précipité.","{""Calme"",""Organisé"",""Accéléré"",""Retardé""}",Accéléré,"Dans ce contexte, « précipité » signifie avoir été fait plus vite que prévu, donc « accéléré ». « Calme » et « organisé » évoquent la lenteur et la méthode contraire. « Retardé » serait un ralentissement, ce qui ne concorde pas avec la hâte soumise.",Cherche une notion de rapidité.,true
psychotechnique,logique_verbale,Moyenne,"Quel est l'antonyme de ""complexe"" ?",,"{""Évident"",""Simple"",""Difficile"",""Insoluble""}",Simple,"« Simple » est l'opposé de « complexe », qui désigne quelque chose de facile à comprendre ou à réaliser. « Évident », bien que proche, n'est pas précisément l'antonyme direct. « Difficile » et « insoluble » renforcent au contraire l'idée de complexité.",Cherche quelque chose de direct et facile.,true
