module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,logique_verbale,Facile,Complète la phrase : « Il a oublié son ___ à la maison. »,,"{""Crayon"",""Mémoire"",""Sourire"",""Pluie""}",Crayon,Le mot « crayon » est approprié car on peut oublier un objet physique comme un bouton à la maison. « Mémoire » et « sourire » ne sont pas des objets tangibles. « Pluie » n'est pas pertinente dans ce contexte.,Considère les objets concrets qu'on peut réellement oublier.,true
psychotechnique,logique_verbale,Facile,"Quel est le synonyme de ""briller"" ?",,"{""Éteindre"",""Luire"",""Sombre"",""Disparaître""}",Luire,"« Briller » et « luire » signifient tous deux émettre ou réfléchir de la lumière. « Éteindre » est l'action opposée de couper la lumière. « Sombre » et « disparaître » sont liés à l'obscurité ou à la disparition, ce qui n'a aucun rapport avec briller.",Cherche un mot qui implique de la lumière.,true
psychotechnique,logique_verbale,Facile,Quelle est l'antonyme de « sombre » ?,,"{""Lumineux"",""Obscur"",""Ténébreux"",""Maussade""}",Lumineux,"« Sombre » décrit un manque de lumière ou de clarté. Le mot « lumineux » signifie plein de lumière, donc il est l'antonyme parfait. « Obscur » et « ténébreux » sont des synonymes de sombre. « Maussade » se réfère plus à l'humeur qu'à la lumière.",Cherche un mot associé à une grande luminosité.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « grand » ?,,"{""Petit"",""Énorme"",""Minuscule"",""Insignifiant""}",Énorme,"« Grand » et « énorme » se rapportent à la taille au-dessus de la moyenne. « Petit » et « minuscule » sont antonymes de grand. « Insignifiant » se rapporte à l'importance, pas à la taille.",Cherche un mot synonyme de grande taille.,true
psychotechnique,logique_verbale,Facile,"Complète la phrase : « Pour son anniversaire, elle a reçu un ___. »",,"{""Gâteau"",""Vêtement"",""Stylo"",""Arbre""}",Gâteau,"Un gâteau est souvent associé aux anniversaires, ce qui rend l'option la plus pertinente. Un « vêtement » et un « stylo » ne sont pas typiquement associés à cet événement, tandis qu'un « arbre » est totalement hors propos.",Pense à ce qui est traditionnellement lié aux célébrations.,true
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « oublier » ?,,"{""Se souvenir"",""Négliger"",""Effacer"",""Ignorer""}",Se souvenir,"Oublier et se souvenir sont des contraires, car oublier signifie perdre en mémoire et se souvenir implique garder en mémoire. Négliger n'est pas l'opposé d'oublier. Effacer et ignorer ne sont pas non plus antithétiques à oublier.",Pense à ce qui vient naturellement quand on n'oublie pas.,true
psychotechnique,logique_verbale,Facile,"Quel est le synonyme de ""voir"" ?",,"{""Scruter"",""Oublier"",""Ignorer"",""Cacher""}",Scruter,"« Voir » et « scruter » impliquent tous deux l'observation mais avec une intensité différente. Scruter signifie regarder attentivement. « Oublier » est sans rapport visuel, « ignorer » ne prête pas attention à ce qui est vu, et « cacher » obstrue la vision.",Cherche un mot qui implique une observation attentive.,true
psychotechnique,logique_verbale,Facile,Complète l'analogie : Café est à boisson comme pain est à ___,,"{""Nourriture"",""Verre"",""Cuisine"",""Faim""}",Nourriture,"Le café est une boisson, tout comme le pain est un type de nourriture. « Verre » est un récipient pour boire, « cuisine » est un lieu, et « faim » est une sensation qui implique souvent de manger, mais pas spécifiquement lié à pain.",Pense à la catégorie globale à laquelle le pain appartient.,true
psychotechnique,logique_verbale,Facile,Lequel de ces mots est l'intrus ?,"Rouge, bleu, rose, lion","{""Rouge"",""Bleu"",""Rose"",""Lion""}",Lion,"Rouge, bleu, et rose sont des couleurs, tandis que lion est un animal. Il se distingue ici en n'étant pas une couleur.",Cherche l'animal parmi les couleurs.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « courageux » ?,,"{""Peureux"",""Brave"",""Timide"",""Lâche""}",Brave,"« Courageux » et « brave » partagent le sens de montrer du courage face à un défi. « Peureux », « timide », et « lâche » sont des traits qui indiquent un manque de courage.",Choisissez un mot qui signifie faire face au danger avec courage.,true
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « plein » ?,,"{""Vide"",""Chargé"",""Occupé"",""Dense""}",Vide,"« Plein » signifie en grande quantité, tandis que « vide » est l'absence totale de contenu, donc son antonyme. « Chargé », « occupé », et « dense » sont plus synonymes de plein que des antonymes.",Pense à l'opposé d'une capacité totale.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « acheter » ?,,"{""Vendre"",""Acquérir"",""Donner"",""Offrir""}",Acquérir,« Acheter » et « acquérir » se rapportent tous deux à l'acquisition de biens ou services. « Vendre » est le processus opposé. « Donner » et « offrir » impliquent un transfert sans réception monétaire.,Cherche un mot qui signifie obtenir quelque chose en échange d'argent.,true
psychotechnique,logique_verbale,Facile,Quelle est l'antonyme de « clair » ?,,"{""Flou"",""Limpide"",""Brillant"",""Lumineux""}",Flou,"« Clair » signifie net, tandis que « flou » désigne un manque de netteté, donc ils sont antonymes. « Limpide », « brillant », et « lumineux » sont généralement synonymes ou proches de clair.",Axez-vous sur ce qui manque de netteté.,true
psychotechnique,logique_verbale,Moyenne,Quel est le synonyme de « métamorphose » ?,,"{""Stagnation"",""Transformation"",""Normalité"",""Invariant""}",Transformation,« Métamorphose » et « transformation » désignent un changement marqué de forme. La stagnation implique l'absence de changement. « Normalité » et « invariant » décrivent la constance et non le changement.,Cherchez ce qui implique un changement radical.,true
psychotechnique,logique_verbale,Moyenne,Complète l'analogie : Plante est à pousse comme oiseau est à ___,,"{""Nidification"",""Éclipse"",""Éclosion"",""Photosynthèse""}",Éclosion,"La plante pousse, tout comme l'oiseau éclot d'un œuf. La photosynthèse se rapporte aux plantes, l'éclipse n'est pas reliée à l'oiseau, et la nidification est un comportement post-éclosion.",Considérez le premier stade de vie.,true
