module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,logique_verbale,Facile,"Complète la phrase : ""Pour obtenir un résultat optimal, il est essentiel de ___ les instructions.""",,"{""Négliger"",""Suivre"",""Ignorer"",""Contredire""}",Suivre,"Pour obtenir un résultat optimal, il est nécessaire de « suivre » les instructions. « Négliger » et « ignorer » vont à l'encontre de suivre, et « contredire » est opposé à l'idée d'adhérer.",Penser à ce que quelqu'un ferait pour rester sur la bonne voie.,true
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « lever » ?,,"{""Soulever"",""Abaisser"",""Déplacer"",""Tourner""}",Abaisser,"L'antonyme de « lever » est « abaisser », car lever signifie monter, et abaisser signifie descendre. « Soulever » est similaire à lever. « Déplacer » et « tourner » ne sont pas des antonymes directs.",Pense à un mouvement vertical opposé.,true
psychotechnique,logique_verbale,Facile,Complète l'analogie : Boulanger est à pain comme couturier est à ___,,"{""Farine"",""Tissu"",""Bois"",""Métal""}",Tissu,"Un boulanger travaille avec du pain, tandis qu'un couturier travaille avec du tissu. Farine est une matière première du pain, et bois et métal ne sont pas liés directement au couturier.",Considère la matière principale avec laquelle le professionnel travaille.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « joyeux » ?,,"{""Content"",""Triste"",""Ennuyé"",""Fatigué""}",Content,"« Content » est synonyme de « joyeux » car les deux expriment un sentiment de bonheur. « Triste », « ennuyé », et « fatigué » sont des états opposés à la joie.",Cherche un mot qui décrit le bonheur.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « apprendre » ?,,"{""Enseigner"",""Oublier"",""Comprendre"",""Ignorer""}",Comprendre,« Comprendre » est souvent synonyme d'« apprendre » car cela inclut d'acquérir des connaissances. « Enseigner » est l'action d'une autre personne. Oublier et ignorer sont opposés car ils impliquent le manque d'apprentissage.,Penser au processus d'acquisition de connaissances.,true
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « doux » ?,,"{""Dur"",""Moelleux"",""Tendre"",""Souple""}",Dur,"« Dur » est l'antonyme de « doux » car il caractérise quelque chose de rigide ou de ferme. « Moelleux », « tendre » et « souple » sont généralement associés à l'idée de douceur.",Cherche le mot contraire de mou.,true
psychotechnique,logique_verbale,Facile,Lequel de ces mots est l'intrus ?,"Voiture, Train, Avion, Bateau","{""Voiture"",""Train"",""Avion"",""Bateau""}",Avion,"Tous ces mots désignent des moyens de transport, mais l'« avion » est le seul qui se déplace dans les airs, alors que les autres sont des transports terrestres ou maritimes.",Pense au moyen de transport qui n'utilise ni la terre ni l'eau.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « travailleur » ?,,"{""Paresseux"",""Assidu"",""Distraire"",""Flexible""}",Assidu,« Assidu » est synonyme de « travailleur » car cela implique une grande application et constance. « Paresseux » est un antonyme. « Distraire » et « flexible » ne sont pas des synonymes directs de travailleur.,Cherche un mot qui décrit quelqu'un de diligent.,true
psychotechnique,logique_verbale,Facile,Complète l'analogie : Médecin est à hôpital comme enseignant est à ___,,"{""École"",""Bureau"",""Maison"",""Café""}",École,"Un médecin travaille généralement dans un hôpital, de même qu'un enseignant exerce son métier essentiellement dans une école. « Bureau », « maison » et « café » ne sont pas les lieux principaux d'un enseignant.",Pense à l'endroit où se déroule l'enseignement.,true
psychotechnique,logique_verbale,Facile,Quel est le synonyme de « débuter » ?,,"{""Commencer"",""Finir"",""Interrompre"",""Abandonner""}",Commencer,« Commencer » est synonyme de « débuter » car les deux signifient initier quelque chose. « Finir » est un antonyme. « Interrompre » et « abandonner » n'indiquent pas le début.,Cherche un mot qui signifie entamer une action.,true
psychotechnique,logique_verbale,Facile,Quel est l'antonyme de « sombre » ?,,"{""Lumineux"",""Sombre"",""Nuageux"",""Opaque""}",Lumineux,"« Lumineux » est l'antonyme de « sombre » car il se réfère à ce qui est rempli de lumière. « Sombre », « nuageux » et « opaque » sont dans la même direction sémantique que sombre.",Cherche un mot qui dénote la clarté.,true
