module,category,difficulty,sequence_text,prompt,options,answer,explanation,hint,is_active
psychotechnique,suite_logique,Facile,"10, 7, 4, ?, -2",Quel terme manque ?,"{""1"",""0"",""2""}",1,"Il s'agit d'une suite arithmétique décroissante avec une soustraction constante de 3 : 10 - 3 = 7, 7 - 3 = 4, 4 - 3 = 1. Le terme manquant est donc 1. Les erreurs fréquentes incluent une mauvaise estimation de la soustraction.",Faites attention à la diminution.,true
psychotechnique,suite_logique,Facile,"1, 2, 4, 8, ?",Quel terme manque ?,"{""16"",""15"",""14""}",16,"Cette séquence double chaque terme : 1 × 2 = 2, 2 × 2 = 4, 4 × 2 = 8. Ainsi, 8 × 2 = 16 pour le terme manquant. Certains pourraient penser à une addition, mais il s'agit d'une multiplication.",Considérez la multiplication.,true
psychotechnique,suite_logique,Facile,"9, 7, 5, ?, 1",Quel terme manque ?,"{""3"",""2"",""4""}",3,"La suite diminue par soustraction constante de 2 : 9 - 2 = 7, 7 - 2 = 5. Le terme manquant ici est 5 - 2 = 3. La difficulté pourrait résider dans l'identification d'une diminution plutôt qu'une augmentation.",Regardez la réduction constante.,true
psychotechnique,suite_logique,Facile,"1, ?, 5, 7, 9",Quel terme manque ?,"{""3"",""4"",""2""}",3,"Chaque terme augmente par un ajout constant de 2 : 1 + 2 = 3. Par conséquent, le terme manquant est 3. Une possible confusion aurait été avec une multiplication, mais ici c'est bien une addition.",Chaque terme évolue de façon régulière par addition.,true
psychotechnique,suite_logique,Facile,"11, ?, 15, 17, 19",Quel terme manque ?,"{""13"",""14"",""12""}",13,"Dans cette suite, le progrès est arithmétique, s'effectuant par une constante de +2 : 11 + 2 = 13, assurant que le suivant est 13. Un piège est d'oublier de vérifier les additions constantes.",Focus sur l'addition constante.,true
psychotechnique,suite_logique,Facile,"4, ?, 16, 25, 36",Quel terme manque ?,"{""9"",""8"",""7""}",9,"La séquence est celle des carrés parfaits : 2²=4, 3²=?, 4²=16. Donc, le terme manquant est 3²=9. Comprendre qu'il s'agit de carrés parfaits plutôt que d'un ajout simple est essentiel ici.",Pensez aux carrés.,true
psychotechnique,suite_logique,Facile,"8, ?, 20, 26",Quel terme manque ?,"{""14"",""16"",""12""}",14,"Chaque terme dans la suite augmente de 6 : 8 + 6 = 14. Par conséquent, le chiffre manquant est 14. Attention à ne pas confondre avec une multiplication, car il s'agit bien d'une addition constante.",Confirmez l'ajout régulier.,true
psychotechnique,suite_logique,Facile,"10, 15, 20, ?, 30",Quel terme manque ?,"{""25"",""24"",""28""}",25,"La progression arithmétique ici est un ajout constant de 5 : 10 + 5 = 15. Par conséquent, le terme manquant est 25. Assurez-vous de ne pas confondre avec d'autres progressions arithmétiques ou une multiplication.",Examinez l'addition continue.,true
psychotechnique,suite_logique,Moyenne,"5, 12, ?, 26, 33",Quel terme manque ?,"{""19"",""20"",""21""}",19,"Cette suite progresse par des additions successives de +7 : 5 + 7 = 12, donc 12 + 7 = 19. Le terme manquant est 19. Il est facile de confondre ce pattern avec une suite multiplicative.",Identifiez l'ajout répétitif.,true
psychotechnique,suite_logique,Moyenne,"11, 14, ?, 20, 23",Quel terme manque ?,"{""17"",""16"",""15""}",17,"La suite progresse par une addition constante de +3 : 11 + 3 = 14, donc 14 + 3 = 17 pour le terme manquant. C'est facile d'opter pour une simple addition de +2, ce qui est incorrect ici.",Pensez à un ajout consistent.,true
