module,category,difficulty,sequence_text,prompt,options,answer,explanation,hint,is_active
psychotechnique,suite_logique,Facile,"2, 4, 6, ?, 10",Quel terme manque ?,"{""8"",""7"",""9""}",8,"La suite est une progression arithmétique avec un incrément de +2. En ajoutant 2 à chacun des termes, on passe de 2 à 4, de 4 à 6, et de 6 à 8. Si l’on se trompe et utilise un autre motif, comme un ajout de +3, on obtiendrait une suite incorrecte.",Additionne à chaque étape.,true
psychotechnique,suite_logique,Facile,"1, 2, 3, 4, ?",Quel terme manque ?,"{""5"",""6"",""7""}",5,"C'est une simple progression de +1. Chaque nombre est augmenté de 1 pour trouver le suivant. En ajoutant 1 à 4, on obtient 5. Le piège pourrait être de confondre avec une multiplicité ou une autre opération, mais ici c'est une addition directe.",Ajoute 1 pour trouver le prochain terme.,true
psychotechnique,suite_logique,Facile,"?, 10, 20, 30, 40",Quel terme manque ?,"{""0"",""5"",""10""}",0,"Cette suite suit une progression arithmétique en ajoutant 10 à chaque terme. Le premier élément est donc 10 - 10 = 0. Si quelqu'un omet le motif d'addition, il pourrait penser que le premier terme est 10 par défaut.",Commence par zéro et ajoute 10.,true
psychotechnique,suite_logique,Facile,"3, 6, ?, 12, 15",Quel terme manque ?,"{""9"",""8"",""11""}",9,"La suite augmente de +3 entre chaque terme. Après 6, en ajoutant 3, on obtient 9, puis en ajoutant de nouveau 3, on arrive à 12. Un piège commun serait d'oublier la règle d'ajout constant de +3.",Regarde l'incrémentation entre chaque nombre.,true
psychotechnique,suite_logique,Facile,"10, 9, 8, 7, ?",Quel terme manque ?,"{""6"",""5"",""4""}",6,"Il s'agit d'une soustraction simple de 1 à chaque pas. En partant de 10 et en enlevant 1 successivement, le terme suivant après 7 est 6. Un piège pourrait être de penser qu'il faut ajouter ou multiplier au lieu de soustraire.",Note la décroissance régulière.,true
psychotechnique,suite_logique,Facile,"2, ?, 6, 8, 10",Quel terme manque ?,"{""4"",""5"",""3""}",4,"Dans cette suite, chaque nombre est augmenté de +2. Le chiffre manquant après le 2 est donc 4. Si l'on se trompe, on pourrait penser que la suite suit une règle différente, par exemple une multiplication.",Addition de deux à chaque numéro.,true
psychotechnique,suite_logique,Facile,"20, 18, 16, ?, 12",Quel est le nombre manquant ?,"{""14"",""13"",""15""}",14,"La suite diminue uniformément de 2. En retirant 2 de 16, le terme suivant est 14. Un piège courant pourrait être d'ajouter au lieu de retrancher, car cela semble souvent confus dans les cas de suites décroissantes.",Chaque élément diminue de deux.,true
psychotechnique,suite_logique,Facile,"50, ?, 70, 80, 90",Trouver le terme manquant.,"{""60"",""55"",""65""}",60,"La suite est une simple addition de +10 à chaque étape. 50 + 10 donne 60, puis 70 et ainsi de suite. Si l’on se trompe, on pourrait suspecter une multiplication, mais ici l'addition constante est clé.",Ajoute dix à chaque fois.,true
psychotechnique,suite_logique,Facile,"12, 24, 36, ?, 60",Quel terme manque ?,"{""48"",""50"",""45""}",48,"Cette suite progresse en ajoutant 12 chaque fois. Après 36, ajouter 12 donne 48. Si l'on pense incorrectement à une multiplication, on pourrait rater cette addition constante simple entre les termes.",Ajoute toujours 12 pour avancer.,true
psychotechnique,suite_logique,Facile,"5, ?, 15, 20, 25",Quel terme manque ?,"{""10"",""8"",""12""}",10,"Cette suite ajoute uniformément 5 à chaque chiffre. Après 5, ajouter 5 donne 10. Un piège possible est d’imaginer une autre opération mathématique là où une simple addition s'applique.",Fais un ajout constant de cinq.,true
psychotechnique,suite_logique,Facile,"100, 90, 80, ?, 60",Quel terme doit être là ?,"{""70"",""65"",""75""}",70,"Un concept facile de soustraction par 10 définit cette suite. Donc, à partir de 80, soustraire 10 donne 70. Quelqu'un pourrait mal interpréter cela comme une addition cachée ou un doublage.","Chaque fois, retire dix.",true
psychotechnique,suite_logique,Facile,"4, 8, ?, 16, 20",Trouve le terme absent.,"{""12"",""10"",""14""}",12,"Chaque terme est le résultat de l'addition constante de +4. C'est ainsi que de 8, on obtient 12 en ajoutant 4. Une confusion pourrait survenir si quelqu'un appliquait une autre formule mathématique.",Addition simple à chaque fois.,true
psychotechnique,suite_logique,Facile,"9, 11, 13, ?, 17",Quel nombre complète la suite ?,"{""15"",""14"",""16""}",15,"Chaque progression dans cette suite est une addition de +2. 13 + 2 nous donne 15 pour le terme suivant. Si nous ne suivons pas cette règle d'addition constante, nous pourrions mal calculer.",Chaque accroissement est de deux.,true
psychotechnique,suite_logique,Facile,"?, 14, 28, 42, 56",Quel terme débute la suite?,"{""0"",""12"",""13""}",0,La suite est une table de multiplication par 14. Donc 0 dans ce cas (0 * 14 = 0). Une erreur fréquente est d'ajouter au lieu de multiplier.,Commence avec zéro.,true
psychotechnique,suite_logique,Moyenne,"2, ?, 4, 6, 10, 16",Quel est le terme manquant ?,"{""3"",""5"",""4""}",3,"La suite utilise 2, 3, 4... qui sont des termes en ajoutant 1. Le deuxième terme est ainsi 2 + 1 = 3. Le piège est de penser que seulement x2 est en jeu.",Cherche une différence croissante.,true
psychotechnique,suite_logique,Moyenne,"A, C, F, J, ?",Quelle est la lettre manquante ?,"{""O"",""M"",""L""}",O,"La suite progresse en augmentant le décalage: +2, +3, +4, +5, donc après J, avec +5, on trouve O. Un piège commun est de penser à une simple séquence alphabétique.",Note le décalage croissant.,true
psychotechnique,suite_logique,Moyenne,"7, 14, 10, 20, 13, ?, 16",Quel nombre complète la suite ?,"{""26"",""24"",""21""}",26,"La séquence alterne entre la multiplication par 2 et l'ajout de 3. Après 13, la multiplication par 2 donne 26, puis la suite continue avec 16.",Alterne entre multiplication et addition.,true
psychotechnique,suite_logique,Moyenne,"5, 7, 10, 14, ?, 25",Quel terme manque ?,"{""19"",""20"",""18""}",19,"Cette suite combine addition +2 et +3. De 14, en ajoutant 5, on obtient 19. Le piège pourrait être de croire une progression de même intervalle.",Cherche deux types d'ajouts.,true
psychotechnique,suite_logique,Moyenne,"3, 6, ?, 18, 24",Quel nombre complète la suite ?,"{""12"",""10"",""14""}",12,"La progression utilise x2 sur chaque deuxième terme: 3, (6), 3x2, (18), 6x2... Ici le second de ces doublages fait 12. Le piège est de croire un simple ajout.",Voir le motif de multiplication.,true
psychotechnique,suite_logique,Moyenne,"13, 26, ?, 52, 65",Quel est le terme manquant ?,"{""39"",""38"",""40""}",39,"La suite est une progression et multiplication: x2 et ajouter ensuite 13. Ainsi, après 26, appliquer x2 devient 52, mais en ajoutant 13 à 26 donne 39.","Regarde le double, puis additionne.",true
psychotechnique,suite_logique,Moyenne,"8, 16, 32, ?, 128",Trouve le nombre manquant.,"{""64"",""48"",""96""}",64,"Chaque nombre est multiplié par 2 pour donner le suivant. Donc, 32 x 2 = 64 est ici. Le piège serait une addition, mais ici c’est un multiplicateur simple.",Le motif : multiplier par deux.,true
psychotechnique,suite_logique,Moyenne,"21, 23, ?, 29, 31",Quel nombre complète la suite ?,"{""27"",""25"",""26""}",27,"Cette suite utilise l'ajout séquentiel de +2. Après 23, ajouter 4 donne 27. Le piège est dans l'incrémentation incorrecte.",Cherchez des incréments en pair.,true
psychotechnique,suite_logique,Moyenne,"30, 25, 20, 15, ?, 5",Quel terme complète la suite ?,"{""10"",""8"",""12""}",10,"La suite décrémente par 5. Après 15, soustraire 5 résulte en 10. Le piège est de croire à un autre schéma.",Un simple retrait de cinq.,true
psychotechnique,suite_logique,Moyenne,"25, 50, 100, ?, 400",Quel est le terme absent ?,"{""200"",""175"",""225""}",200,"Ici, x2 chaque terme, alors 100 x 2 = 200. Le piège est une addition mal perçue ou un autre schéma.",Chaque pas double le précédent terme.,true
psychotechnique,suite_logique,Moyenne,"1, 2, 4, ?, 16, 32",Complétez la suite.,"{""8"",""12"",""9""}",8,"Chaque terme est x2 du précédent. Après 4, sur 8, la multiplication continue. Si on oublie cette règle, on peut prédire des résultats non valides.",Le principe est x2.,true
psychotechnique,suite_logique,Moyenne,"15, 30, 20, ?, 25",Quel nombre complète la série ?,"{""40"",""35"",""30""}",40,"Sujet d'alternance entre x2 et soustraction. Après 20, le motif est x2, alors 20x2 = 40. Une erreur commune est l'ajout ou le simple doublage.",Double avant de soustraire.,true
psychotechnique,suite_logique,Difficile,"3, 6, 11, ?, 31",Quel nombre complète la suite ?,"{""20"",""21"",""19""}",20,"La règle est ici 1^2 + 2, 2^2 + 3, 3^2 + 4... Après 3^2 + 4 on atteint 11, donc ici, c'est 4^2 + 5 = 20. L'erreur réside en difficulté de reconnaitre une telle construction.",Réfléchis à une combinaison quadratique.,true
psychotechnique,suite_logique,Difficile,"2, 4, 8, 7, ?, 13, 17",Quel est le terme manquant ?,"{""12"",""11"",""10""}",12,"Les éléments utilisent un modèle: x2 puis -1. Exactement ici, 8 x 2 - 1 donne 15, suivant 15 x 2 -1 = 29. Une erreur courante est d'oublier cette alternance.",Alterner entre doublage et soustraction.,true
psychotechnique,suite_logique,Difficile,"1, 4, 7, 11, ?, 22",Quel terme complète la série ?,"{""15"",""16"",""18""}",16,"Progréssion telle que chaque terme ajoute un nombre croissant: 3, 4, 5... Après 11, la prochaine addition est de 5. Un piège réside dans la méconnaissance de cette règle.",Chaque pas augmente.,true
psychotechnique,suite_logique,Difficile,"6, 11, 19, 30, ?, 61",Quel terme est absent ?,"{""45"",""46"",""44""}",45,"Une progression cubique en reliant n² + n. Après 30, la formule produit 45 avec n=5. Le piège est une supposition de multiplication au lieu de la progression polynomiale.",Envisage un modèle quadratique.,true
psychotechnique,suite_logique,Difficile,"3, 5, 9, 17, ?, 65",Quel nombre complète cette suite ?,"{""33"",""32"",""34""}",33,"La suite repose sur f(n) = 2 * f(n-1) + 1. En examinant les relations f(1) et f(2), nous appliquons cette règle valide, alors de 17 nous trouvons 33. Le piège est de supputer autres additions.",,true
psychotechnique,suite_logique,Difficile,"2, ?, 6, 18, 54, 162",Quel chiffre manque ?,"{""6"",""3"",""4""}",3,"Chaque terme s'appuie sur un multiplicateur de 3. Identifiant ce motif, 2 x 1.5 x 2 x 3, produit donc le 3 nécessaire ici. Une erreur typique est de voir une addition traditionnelle.",Voir la multiplication de trois en trois.,true
psychotechnique,suite_logique,Difficile,"4, 8, ?, 18, 34",Quel nombre complète la suite ?,"{""14"",""16"",""12""}",14,"Initialement correspond à un carré soustrait. 2², 4² sur une formule similaire: résultant en 4²-2=14. Si on manque ce carré sous estimation, l'erreur émerge.",Un modèle carré-élimination.,true
psychotechnique,suite_logique,Difficile,"10, ?, 25, 35, 59",Quel est le terme absent ?,"{""15"",""20"",""18""}",15,"Ce modèle utilise x1.5 de précédents plus 5: 10, (x1.5+5=20) jusqu'au calcul du suivant. L'erreur est une simple calcul, ici multiplication complexe.",Identifie combinaison des précédents.,true
psychotechnique,suite_logique,Difficile,"1, 4, 8, 13, ?, 26",Quel est le terme manquant ?,"{""19"",""20"",""18""}",19,"Cette suite suit l'ajout croissant +3, +4, +5... d'où après 13, 6 est ajouté. Le piège est d'utiliser simplement multiplication.",Vérifie pour les additions progressives.,true
psychotechnique,suite_logique,Difficile,"5, 15, 40, ?, 161",Quel nombre complète la suite ?,"{""81"",""95"",""82""}",81,Voici une variante de Fibonacci produisant somme et carré. Chaque deux termes: ajouter carré du précédent: 3²+25=81 ici. Le piège est de voir simple somme.,Un mixe entre somme et carrés.,true
psychotechnique,suite_logique,Difficile,"8, 9, 13, 22, ?, 51",Quel est le terme manquant ?,"{""36"",""34"",""38""}",36,"Typique Fibonacci. Ajoute 5 au précédent: de 13 + 22 = 35, plus 1 devenant 36. L'erreur : rater simple addition.","Modules de Fibonacci, avec ajout séquentiel.",true
