module,category,difficulty,sequence_text,prompt,options,answer,explanation,hint,is_active
psychotechnique,suite_logique,Facile,"1, 2, ?, 4, 5",Quel terme manque ?,"{""3"",""2.5"",""6""}",3,"La suite augmente de 1 à chaque étape. Le nombre manquant entre 2 et 4 est 3, ce qui est simplement 2 + 1 = 3. La confusion pourrait venir de tenter des opérations plus complexes inutiles ici.",Simplement +1 à chaque pas.,true
psychotechnique,suite_logique,Facile,"3, ?, 12, 15",Quel terme manque ?,"{""6"",""7"",""9""}",9,"C'est une progression arithmétique constante de +3. A partir de 3, ajouter 6 pour atteindre 9 (3 + 6 = 9). Attention à ne pas se laisser piéger en pensant que le motif est irrégulier.",Cherche l'addition régulière.,true
psychotechnique,suite_logique,Facile,"2, 6, 18, ?",Quel terme manque ?,"{""54"",""56"",""60""}",54,"Chaque terme de la suite est le triple du précédent. Après 18, le nombre manquant est 18 × 3 = 54. L'erreur courante serait de multiplier par un facteur différent, n'aboutissant pas à la bonne suite.",Multiplication par 3.,true
psychotechnique,suite_logique,Facile,"1, 4, 9, 16, ?",Quel terme manque ?,"{""25"",""30"",""35""}",25,"La suite représente des carrés consécutifs : 1², 2², 3², 4². Le terme manquant est 5² = 25. La confusion pourrait venir d'une tentative d'interpréter chaque nombre comme une simple addition.",Suite de carrés parfaits.,true
psychotechnique,suite_logique,Facile,"8, 10, 12, ?, 16",Quel terme manque ?,"{""14"",""13"",""15""}",14,"C'est une suite avec une progression arithmétique de +2. Entre 12 et 16, il faut placer 14, car 12 + 2 = 14. L'erreur possible est de doubler la progression au lieu de suivre la simple addition.",Chaque nombre est augmenté de deux.,true
psychotechnique,suite_logique,Facile,"10, 20, ?, 40",Quel terme manque ?,"{""30"",""25"",""35""}",30,"La suite est une progression arithmétique où on ajoute 10 à chaque fois. De 20, on passe à 30, car 20 + 10 = 30. Le piège ici pourrait être de supposer un autre pas, comme 15, à tort.","Addition simple, toute par 10.",true
psychotechnique,suite_logique,Facile,"5, 15, ?, 45",Quel terme manque ?,"{""25"",""30"",""35""}",25,"La suite montre une augmentation régulière de 10. Après 15, nous atteignons 25, puisque 15 + 10 = 25. Une erreur fréquente est de sauter des étapes ou de penser à une multipliation au lieu d'une addition.",Continuez d'ajouter 10.,true
psychotechnique,suite_logique,Facile,"3, 6, ?, 12",Quel terme manque ?,"{""9"",""8"",""7""}",9,"La suite augmente de 3 à chaque étape. Le nombre manquant après 6 est 9, car 6 + 3 = 9. Le piège est de penser à une autre suite comme 6, 8, 10, qui est incorrecte ici.",Cherche la régularité dans l'ajout de trois.,true
psychotechnique,suite_logique,Facile,"1, 3, 5, ?, 9",Quel terme manque ?,"{""7"",""6"",""8""}",7,"La suite consiste en nombres impairs successifs, augmentant de 2. Après 5, le nombre est 7, soit 5 + 2 = 7. Attention à ne pas confondre cette suite avec une progression arithmétique classique de différemt intervalle.",Nombres impairs successifs.,true
psychotechnique,suite_logique,Facile,"2, 4, 8, 16, ?",Quel terme manque ?,"{""24"",""30"",""32""}",32,Chaque terme est le double du précédent. Le terme manquant est 16 × 2 = 32. Un piège classique est de tenter une addition ou de confondre le multiplicateur avec un léger décalage.,Cherche le coefficient multiplicateur.,true
psychotechnique,suite_logique,Facile,"11, 22, 33, ?, 55",Quel terme manque ?,"{""44"",""42"",""40""}",44,"Chaque nombre augmente de 11. Ainsi, le terme manquant après 33 est 33 + 11 = 44. Un piège pourrait être de mal interpréter la progression et de calculer un autre pas que celui régulier.",Utilise la table d'addition de 11.,true
psychotechnique,suite_logique,Moyenne,"1, 1, 2, ?, 5",Quel terme manque ?,"{""3"",""4"",""6""}",3,"Ceci est une variante de la suite de Fibonacci où chaque terme est la somme des deux précédents. Ainsi, après 1 et 2, le terme manquant est 1 + 2 = 3. Il s'agit d'éviter la tentation de multiplier ou de diviser à tort les termes.",Cherche une suite célèbre où chaque terme dépend des deux précédents.,true
psychotechnique,suite_logique,Moyenne,"3, 6, 10, ?, 21",Quel nombre complète la suite ?,"{""15"",""14"",""13""}",15,"Les augmentations successives sont +3, +4, +5, commençant par 3. Donc, après 10, 10 + 5 = 15. Le piège courant est de négliger l'évolution des augmentations, pensant qu’elles restent constantes.",Examine la croissance dans les intervalles.,true
psychotechnique,suite_logique,Moyenne,"2, 4, 8, ?, 32",Quel terme manque ?,"{""16"",""24"",""20""}",16,"La suite exige de multiplier par 2 à chaque fois. Par conséquent, après 8, le terme manquant est 8 × 2 = 16. Le piège serait de penser à une addition au lieu d'une multiplication systématique.",Utilise la multiplication par 2.,true
psychotechnique,suite_logique,Moyenne,"30, 29, 27, ?, 22",Quel terme manque ?,"{""24"",""25"",""26""}",25,"La suite est une progression où on retranche à alternance 1 et 2. Après 29, on soustrait 2 pour obtenir le terme 27, puis 27 - 2 = 25. La confusion viendrait de manquer l'alternance et de se tromper dans la soustraction.",Regarde l'alternance dans les retraits.,true
psychotechnique,suite_logique,Moyenne,"1, 4, 3, 6, 5, ?, 7",Quel terme manque ?,"{""8"",""9"",""10""}",8,"La suite alterne entre +3 et +1. Après 5, on ajoute +3, donc 5 + 3 = 8. Le piège est de négliger l'alternance et de faire des additions simples ou erronées.",Observe l'alternance entre les termes.,true
psychotechnique,suite_logique,Moyenne,"14, 15, 30, 31, ?, 63",Quel terme manque ?,"{""62"",""64"",""61""}",62,"Etant donné la règle, on alterne l'addition entre 1 et le double. Après 31, on doit doubler : 31 × 2 = 62. Attention à ne pas vouloir simplement ajouter un autre motif d'alternance.",Une combinaison d'addition et de multiplication.,true
psychotechnique,suite_logique,Moyenne,"4, 5, 9, 14, ?, 30",Quel terme manque ?,"{""19"",""20"",""18""}",19,"Il y a des additions alternées de +1, puis +4, puis +5, et +5 suit 14 : 14 + 5 = 19. Un piège typique est de mal calculer la suite et les additions irrégulières.",Les intervalles varient step by step.,true
psychotechnique,suite_logique,Moyenne,"10, ?, 30, 40, 50",Quel terme manque ?,"{""20"",""15"",""25""}",20,"Chaque terme est augmenté par 10. Par conséquent, ajouter 10 à 10 pour obtenir 20, et la suite se poursuit de cette façon. Le piège est de mal estimer la différence ou de présumer un autre mécanisme arithmétique.","Simple addition, constante par 10.",true
psychotechnique,suite_logique,Moyenne,"11, 22, 33, 44, ?, 66",Quel terme manque ?,"{""55"",""77"",""99""}",55,"La progression suit une séquence arithmétique, chaque terme augmentant de 11. Après 44, le nombre manquant est 44 + 11 = 55. Penser à une multiplicité pourrait mener à des erreurs.",Progrès en utilisant la table du 11.,true
psychotechnique,suite_logique,Moyenne,"4, 16, 36, 64, ?",Quel terme manque ?,"{""100"",""81"",""121""}",100,"Les chiffres sont les carrés d'entiers successifs 2, 4, 6, 8, et donc 8². Le terme qui suit est 10², soit 100. Les erreurs surviennent si l'on loupe le motif quadratique.",Cherche la suite de carrés parfaits.,true
psychotechnique,suite_logique,Moyenne,"1, 2, 4, 7, ?, 16",Quel terme manque ?,"{""11"",""12"",""13""}",11,"Les différences augmentent avec +1, +2, +3, donc après 7, ajouter +4 pour donner 7 + 4 = 11. Erreur courante est d'ajouter de façon erronée ou d'omettre une progression.",Suivez les additions croissantes.,true
psychotechnique,suite_logique,Moyenne,"A, C, ?, G, I",Quelle lettre complète la suite ?,"{""E"",""F"",""H""}",E,"On progresse par pas de 2 dans l'alphabet pour chaque lettre. Entre C et G, passer par E, respectant le schéma (A, C, E, G). Les erreurs se produisent souvent par écart entre la lettre ou un suivi incorrect de l'alphabet.",Saut de deux lettres à chaque pas.,true
psychotechnique,suite_logique,Moyenne,"3, 9, ?, 81",Quel terme manque ?,"{""27"",""18"",""54""}",27,"Chaque électron est produit par une multiplication par 3. Après 9, 9 × 3 = 27. Garder à l'esprit le multiperseur réduit les erreurs qui pourraient provenir d'une supposition de deux pas.",Utilisation de la table de 3.,true
psychotechnique,suite_logique,Difficile,"3, 5, 6, 8, 9, ?, 12",Quel terme manque ?,"{""11"",""10"",""13""}",10,"La règle imbriquée alterne entre ajout et maintien, créant la série 3, 5, 6, 8, 9. Après 9, ajouter 1 pour 10 : (6+2 = 8, 9+1 = 10). Une confusion typique est de s'écarter du motif double.",Double combinaison de règles.,true
psychotechnique,suite_logique,Difficile,"1, 1, 2, 3, 5, ?, 13, 21",Quel terme manque ?,"{""8"",""10"",""12""}",8,"Suite de Fibonacci : chaque terme est la somme des deux précédents. Après 5, le terme manquant est 3 + 5 = 8. Une erreur concurrente est de penser à une simple progression arithmétique constante.",Connais-tu la suite célèbre ?,true
psychotechnique,suite_logique,Difficile,"2, 3, 5, 7, ?, 13",Quel est le nombre manquant ?,"{""11"",""10"",""9""}",11,"Cette série utilise les nombres premiers. Après 7, il faut le prochain nombre premier, 11. L'erreur habituelle est d'ajouter à tort sans reconnaître les nombres premiers.",Cherche une série de nombres spéciaux.,true
psychotechnique,suite_logique,Difficile,"13, 21, 34, ?, 89",Quel terme manque ?,"{""55"",""56"",""57""}",55,"Cette suite est une variante de Fibonacci où chaque terme est la somme des deux précédents. Après 21 et 34, 34 + 21 donne le manquant 55. Un piège récurrent est de penser à des additions non systématiques.",Système parallèle à une suite bien connue.,true
