module,category,difficulty,sequence_text,prompt,options,answer,explanation,hint,is_active
psychotechnique,suite_logique,Facile,"8, 16, ?, 32, 40",Quel terme manque ?,"{""24"",""22"",""28""}",24,"C'est une progression arithmétique où l'on ajoute 8 à chaque terme. Le terme manquant est donc 16 + 8 = 24. Ne vous laissez pas distraire par l'idée d'une multiplication, car les différences sont constantes.",Observes les écarts constants entre les nombres.,true
psychotechnique,suite_logique,Facile,"1, 4, 7, 10, ?",Quel terme manque ?,"{""13"",""12"",""14""}",13,Il s'agit d'une progression arithmétique avec un pas de 3. Donc 10 + 3 = 13 est le nombre manquant. Le piège est de considérer une différence plus variable que celle qui est fixe.,Regardez par combien chaque nombre augmente.,true
psychotechnique,suite_logique,Facile,"5, 10, 15, ?, 25",Quel terme manque ?,"{""20"",""22"",""18""}",20,Chaque terme augmente de 5 dans cette progression arithmétique. Le terme manquant ici est 15 + 5 = 20. Ne vous trompez pas avec une suite multiplicative où le ratio pourrait être constant.,Considère une simple addition à chaque étape.,true
psychotechnique,suite_logique,Facile,"?, 20, 25, 30, 35",Quel terme manque ?,"{""15"",""10"",""22""}",15,On a ici une suite arithmétique avec un ajout constant de 5. Donc le terme manquant est 20 - 5 = 15. Le piège est de considérer une alternance alors que la progression est constante.,Retire un nombre fixe pour commencer.,true
psychotechnique,suite_logique,Facile,"2, 4, ?, 8, 10",Quel terme manque ?,"{""6"",""5"",""7""}",6,"La suite est arithmétique avec un ajout de 2 à chaque étape. Ainsi, après 4, vient 4 + 2 = 6. Le piège ici est de chercher une multiplication qui pourrait conduire à une autre séquence.",Additionne de manière régulière à chaque pas.,true
psychotechnique,suite_logique,Facile,"6, 12, ?, 24, 30",Quel terme manque ?,"{""18"",""20"",""15""}",18,C'est une progression arithmétique où 6 est ajouté à chaque terme. Le terme suivant 12 est donc 12 + 6 = 18. Ne vous laissez pas distraire par des multiplications car c'est une suite d'additions.,Une augmentation fixe à chaque fois.,true
psychotechnique,suite_logique,Facile,"5, 10, 15, ?, 25, 30",Quel terme manque ?,"{""20"",""18"",""16""}",20,"La suite augmente de 5 à chaque étape. Ainsi, le nombre manquant est 15 + 5 = 20. Ne vous laissez pas distraire par un ajout erroné qui pourrait rompre cette règle.",Focalise sur l'addition constante.,true
psychotechnique,suite_logique,Facile,"10, 8, 6, ?, 2",Quel terme manque ?,"{""4"",""5"",""3""}",4,Chaque terme diminue de 2 dans cette suite. Le nombre manquant est donc 6 - 2 = 4. Faites attention à ne pas inverser la logique en pensant à une séquence croissante.,Chaque pas enlève un nombre constant.,true
psychotechnique,suite_logique,Facile,"12, 16, ?, 24, 28",Quel terme manque ?,"{""20"",""18"",""22""}",20,C'est une progression arithmétique ajoutant 4 à chaque étape. Le terme après 16 est donc 16 + 4 = 20. Évitez de faire un saut plus grand car cela créerait une rupture dans le pattern.,Vérifie l'écart constant entre les termes.,true
psychotechnique,suite_logique,Facile,"7, 14, ?, 28, 35",Quel terme manque ?,"{""21"",""20"",""24""}",21,"Chaque terme augmente de 7, suivant une progression arithmétique. Le nombre manquant est donc 14 + 7 = 21. Attention de ne pas multiplier les termes au lieu de les additionner correctement.",Additionne un ajout constant.,true
psychotechnique,suite_logique,Facile,"5, 10, ?, 20, 25",Quel terme manque ?,"{""15"",""14"",""12""}",15,"L'ajout constant est de 5 à chaque fois. Donc 10 + 5 = 15. Le piège est de confondre avec une autre suite où l'addition varie, mais ici elle est fixe.",Cherche un nombre ajouté constamment.,true
psychotechnique,suite_logique,Facile,"3, ?, 9, 12, 15",Quel terme manque ?,"{""6"",""5"",""7""}",6,"Chaque terme est augmenté de 3 : c'est une progression arithmétique. Donc après 3, le term est 3 + 3 = 6. Le piège est de penser à une séquence non-arithmétique.",Regarde si un nombre fixe est ajouté chaque fois.,true
psychotechnique,suite_logique,Moyenne,"3, 6, 11, ?, 21",Quel terme manque ?,"{""18"",""15"",""14""}",18,"On suit ici une suite de différences croissantes : +3, +5, +7, +9. Ainsi, 11 + 7 = 18. Attention à ne pas ignorer la progression des écarts, ce qui pourrait fausser le calcul.",Concentrez-vous sur l'ajout progressif.,true
psychotechnique,suite_logique,Moyenne,"5, ?, 15, 22, 30",Quel terme manque ?,"{""10"",""9"",""11""}",9,"C'est une progression de différences : +4, +6, +7, +8. Donc 5 + 4 = 9. Ne confondez pas avec un pas constant, car ici les écarts varient.",Les écarts ne sont pas constants.,true
psychotechnique,suite_logique,Moyenne,"2, 6, 12, ?, 30",Quel terme manque ?,"{""20"",""16"",""18""}",20,"C'est une suite de différences croissantes de +4, +6, +8. Ainsi, après 12, 12 + 8 = 20. Attention aux erreurs de calcul simple qui ne respectent pas l'augmentation des écarts.",La progression des écarts est clé.,true
psychotechnique,suite_logique,Moyenne,"10, 17, ?, 35, 50",Quel terme manque ?,"{""26"",""25"",""28""}",26,"Les différences entre les termes augmentent : +7, +9, +11... Ainsi, 17 + 9 = 26. Attention à ne pas rater l'augmentation progressive des écarts, c'est crucial pour trouver le terme manquant.",Observez l'augmentation des intervalles.,true
psychotechnique,suite_logique,Moyenne,"3, 5, 9, ?, 21",Quel terme manque ?,"{""15"",""13"",""14""}",15,"La séquence suit une règle de progression croissante : +2, +4, +6, +8. Le terme manquant est donc 9 + 6 = 15. Il est important de repérer le motif d'augmentation croissante des écarts.",Chaque écart augmente de manière constante.,true
psychotechnique,suite_logique,Moyenne,"5, 11, 19, ?, 43",Quel terme manque ?,"{""29"",""30"",""27""}",29,"La suite suit des différences progressant de +6, +8, +10, +12. Donc, après 19, 19 + 10 = 29. N'oubliez pas que les écarts entre les termes n'ont pas besoin d'être constants.",Regarde les intervalles croissants.,true
psychotechnique,suite_logique,Moyenne,"4, 10, 18, ?, 40",Quel terme manque ?,"{""28"",""35"",""30""}",28,"On suit une progression de différences croissantes : +6, +8, +10. Ainsi, 18 + 10 = 28 est le terme manquant. Ne vous égarez pas en cherchant une simple progression arithmétique.",Constatez la progression des intervalles.,true
psychotechnique,suite_logique,Moyenne,"2, 7, 14, ?, 32",Quel terme manque ?,"{""23"",""21"",""19""}",23,"Progression de différences : +5, +7, +9. Donc 14 + 9 = 23. Il vaut mieux noter que la différence entre les termes croît régulièrement.",Regardez comment les écarts augmentent à chaque étape.,true
psychotechnique,suite_logique,Moyenne,"1, 7, 15, ?, 39",Quel terme manque ?,"{""27"",""25"",""26""}",27,"Différences croissantes : +6, +8, +10. Après 15, 15 + 12 = 27. Ne supposez pas une progression arithmétique régulière, car c'est un motif croissant ici.",Chaque intervalle devient plus large.,true
psychotechnique,suite_logique,Difficile,"13, 19, 28, ?, 52",Quel terme manque ?,"{""40"",""39"",""41""}",41,"Suite complexe avec écarts croissants : +6, +9, +12, +15. Donc 28 + 13 = 41. C’est trompeur car la tentation est de supposer une simple progression.","Observez l'augmentation des écarts, cela nécessite une observation attentive.",true
