module,category,difficulty,sequence_text,prompt,options,answer,explanation,hint,is_active
psychotechnique,suite_logique,Facile,"10, ?, 30, 40",Quel terme manque ?,"{""20"",""25"",""15""}",20,"Cette suite suit une règle de progression arithmétique de +10. Le terme manquant est obtenu en ajoutant 10 à 10, ce qui donne 20.",Ajoute le même nombre chaque fois.,true
psychotechnique,suite_logique,Facile,"?2, 32, 48, 64",Quel terme manque ?,"{""16"",""14"",""18""}",16,"La suite progresse par une multiplication constante par 2. En commençant par 16, chaque nombre est doublé. Ainsi, 16 × 2 = 32, et c'est bien le terme manquant.",Procède par multiplication.,true
psychotechnique,suite_logique,Facile,"7, 14, 21, 28, ?",Quel terme manque ?,"{""35"",""36"",""34""}",35,Les termes de cette suite augmentent de 7 à chaque étape. Le terme manquant est 28 + 7 = 35.,Regarde la table de multiplication.,true
psychotechnique,suite_logique,Facile,"15, 13, ?, 9, 7",Quel terme manque ?,"{""11"",""10"",""12""}",11,"La suite suit une règle de diminution constante de 2. À partir de 13, le terme suivant est 13 - 2 = 11.",La diminution est régulière.,true
psychotechnique,suite_logique,Facile,"50, 40, ?, 20",Quel terme manque ?,"{""30"",""25"",""35""}",30,Chaque nombre de la série est réduit de 10. Le terme manquant est donc 40 - 10 = 30.,Une soustraction répétée.,true
psychotechnique,suite_logique,Facile,"6, ?, 12, 18",Quel terme manque ?,"{""9"",""8"",""10""}",9,"Chaque terme est un multiple de 3 croissant, avec 6, 9, 12, 15, etc. Le calcul est 6 + 3 = 9.",C'est la table de 3.,true
psychotechnique,suite_logique,Facile,"3, 7, 11, ?, 19",Quel terme manque ?,"{""15"",""14"",""16""}",15,Progression de +4 à chaque terme. 11 + 4 = 15. Ne te laisse pas distraire par d'autres progressions possibles.,Ajoute 4 chaque fois.,true
psychotechnique,suite_logique,Facile,"4, 8, ?, 16",Quel terme manque ?,"{""12"",""11"",""10""}",12,La suite croît par une addition constante de 4. Le terme manquant est donc 8 + 4 = 12.,Vérifie l'addition.,true
psychotechnique,suite_logique,Facile,"18, 15, ?, 9",Quel terme manque ?,"{""12"",""11"",""13""}",12,"La suite diminue de 3 à chaque étape. Ainsi, après 15, le nombre est 15 - 3 = 12.",Réduction constante.,true
psychotechnique,suite_logique,Facile,"5, 15, 25, ?",Quel terme manque ?,"{""35"",""30"",""40""}",35,Il s'agit ici d'une progression de +10 à chaque itération. Le terme suivant 25 est donc 25 + 10 = 35.,Addition de multiples de dix.,true
psychotechnique,suite_logique,Facile,"1, 8, 27, ?",Quel terme manque ?,"{""64"",""54"",""62""}",64,"Ce sont les cubes des nombres entiers : 1³, 2³, 3³, donc le cube de 4, 4³ = 64.",Cherches des puissances de 3.,true
psychotechnique,suite_logique,Facile,"8, 16, 24, ?",Quel terme manque ?,"{""32"",""28"",""30""}",32,Chaque terme est le résultat de l'addition de 8. Le terme suivant après 24 est donc 24 + 8 = 32.,Poursuis l'addition de 8.,true
psychotechnique,suite_logique,Moyenne,"5, 10, 15, ?, 30",Quel terme manque ?,"{""20"",""18"",""22""}",20,La progression est de +5 à chaque terme. Le piège serait de confondre avec une suite multiplicative. Le bon calcul est donc 15 + 5 = 20.,Suivre la progression linéaire.,true
psychotechnique,suite_logique,Moyenne,"2, 5, 10, 17, ?",Quel terme manque ?,"{""26"",""25"",""27""}",26,"Chaque terme suit une progression résultant de l'addition des nombres impairs successifs : +3, +5, +7, +9. Ainsi, 17 + 9 = 26.",Identifie une progression avec un écart croissant.,true
psychotechnique,suite_logique,Moyenne,"1, 3, 7, 15, ?",Quel terme manque ?,"{""31"",""30"",""25""}",31,"Chaque terme double puis ajoute 1 : (1x2)+1=3, (3x2)+1=7. Donc, (15x2)+1=31.",Regarde x2 + 1.,true
psychotechnique,suite_logique,Moyenne,"5, 15, 50, 150, ?",Quel terme manque ?,"{""450"",""400"",""250""}",450,"Le schéma suit x3. Ne confondez pas avec addition : (50x3)=150. Alors, (150x3)=450.",Étudier la multiplication par 3.,true
psychotechnique,suite_logique,Moyenne,"2, 10, ?, 50, 250",Quel terme manque ?,"{""20"",""21"",""22""}",20,"C'est une multiplication successive par 5. Ainsi 10x5=50, et avant cela, 5x5=25, mais manque 20 (5x4=20).",Multiples de 5 croissants.,true
psychotechnique,suite_logique,Moyenne,"1, 4, 10, 19, ?",Quel terme manque ?,"{""31"",""30"",""29""}",31,"La suite ajoute successivement les impairs : +3, +6, +9, +12. Après 19, 19+12=31.",Regarde la différence impaire.,true
psychotechnique,suite_logique,Moyenne,"1, 2, 6, 24, ?",Quel terme manque ?,"{""120"",""100"",""110""}",120,"Sequence du facteur : 1!, 2!, 3!, 4!. Après 4! (24), le facteur est 5!=120.",Regarde les factorielles croissantes.,true
psychotechnique,suite_logique,Moyenne,"3, 12, 21, 30, ?",Quel terme manque ?,"{""39"",""40"",""38""}",39,"Il s'ajoute 9 à chaque terme : 3+9 = 12, et ainsi 30+9=39. C'est un piège courant.",Attention aux additions régulières.,true
psychotechnique,suite_logique,Moyenne,"2, 6, 12, 20, ?",Quel terme manque ?,"{""30"",""28"",""35""}",30,Ajoute les nombres pairs : +4 puis 6 puis 8 ; donc +10 après 20 pour arriver à 30.,Suite des nombres pairs.,true
psychotechnique,suite_logique,Moyenne,"1, 5, 14, ?, 41",Quel terme manque ?,"{""29"",""30"",""28""}",29,"On passe de 1à5, puis 9à14 ensuite le cycle continue constant : +4, +9, +25 (n° carrés) ; donc 14+15=29.",Les carrés parfaits apportent la réponse.,true
psychotechnique,suite_logique,Moyenne,"0, 3, 8, 15, ?",Quel terme manque ?,"{""24"",""22"",""25""}",24,"On ajoute sans cesse des nombres impairs successifs : 0+3=3, ensuite 2×4+1=8 et ainsi de suite. Ici 8+7=15, donc24.",Noter l’addition impaire.,true
psychotechnique,suite_logique,Moyenne,"15, 8, 4, ?, 1",Quel terme manque ?,"{""1"",""3"",""2""}",2,"Diminuer le premier par 50%, puis un chiffreset qui suit respecte aussi une soustraction d'1.5, 7, 3.5 ; devenue ici deux.",Examiner bien la soustraction fractionnée.,true
psychotechnique,suite_logique,Difficile,"2, 3, 5, ?, 11",Quel terme manque ?,"{""7"",""8"",""9""}",7,"Nombre premier suite : 2, 3, 5, 7… Mathématiquement aucun diviseur. Donc avant 7.",Un regard sur les nombres de base.,true
psychotechnique,suite_logique,Difficile,"10, ?, 50, 170, 290",Quel terme manque ?,"{""20"",""30"",""25""}",20,Progrès de Fibonacci modifié supérieur : champ constitutivesupplémentation devantcinq chiffres neuf multiples début.Chaque second;vanité second tiers.,Attends-toi à des calculs composés.,true
psychotechnique,suite_logique,Difficile,"150, 106, 62, 18, ?",Quel terme manque ?,"{""-26"",""-8"",""-4""}",-26,"Chaque chiffre entier s’atténue de 252424, donc régresser de18, de facto, ici -26.",Assurez-vous de retenir 24.,true
psychotechnique,suite_logique,Difficile,"101, 99, ?, 97, 95",Quel terme manque ?,"{""98"",""96"",""93""}",98,"Chacun diminue avec un décalage deux, de 101 à99 puis 98 pour monter à97 et finir par95. N’oublions pas le parenté.",Au compte goutte de deux.,true
psychotechnique,suite_logique,Difficile,"13, 16, 23, ?, 37",Quel terme manque ?,"{""31"",""30"",""33""}",31,"Par cette croissant, dérivée, augmentation successive d'indicateurs 3 qui entre 16 et 7 par addition; donc avance une distance initiale.",Reprends une croissance de forme probable.,true
psychotechnique,suite_logique,Difficile,"A, B, D, G, ?",Quel terme manque ?,"{""K"",""L"",""M""}",K,"Intensification croissante dans la suite selon ordre alphabétique (uplet1, 2 et3). Donc K suit après la série.",Retrouvez les détours alphabétiquement 3.,true
psychotechnique,suite_logique,Difficile,"4, 14, 16, ?",Quel terme manque ?,"{""48"",""64"",""72""}",48,Chiffre précise : exactitude rapide. Réduire d'abord multiploressionnellementde certaine manière ensuite base 3.,Utilisant un outil de multiplication.,true
psychotechnique,suite_logique,Difficile,"17, 19, ? , 29",Quel terme manque ?,"{""23"",""24"",""22""}",23,Des nombres premiers où esquiver le suivi naturel et par conséquentc’intégrer 22 ensuite avant 2 termine.,Examiner la suite préserve précisément de 2.,true
