module,category,difficulty,question,prompt,image_url,figure_data,transformation_type,options,answer,explanation,hint,is_active
psychotechnique,rotations_symetries,Facile,Quel cube obtient-on après une rotation de 90° du patron autour de son axe vertical ?,"Patron de départ : croix latine, 6 faces distinctes représentant des couleurs.",,"{""type"":""cube_net"",""layout"":""cross"",""faces"":{""top"":""Rouge"",""bottom"":""Bleu"",""left"":""Vert"",""right"":""Jaune"",""front"":""Orange"",""back"":""Violet""}}",rotation,"[{""key"":""A"",""label"":""Cube A""},{""key"":""B"",""label"":""Cube B""},{""key"":""C"",""label"":""Cube C""},{""key"":""D"",""label"":""Cube D""}]",A,"Une rotation de 90° dans le sens horaire fait changer les positions des faces frontale, droite et arrière. La face frontale devient droite, la droite passe à l'arrière, et l'arrière se retrouve à gauche. La face du haut reste inchangée. Seul le Cube A correspond à cette nouvelle disposition.",Concentre-toi sur comment les faces latérales changent de position.,true
psychotechnique,rotations_symetries,Moyenne,Quelle figure parmi les suivantes reste invariant après une rotation de 180° ?,,,,rotation,"[{""key"":""A"",""label"":""Un triangle équilatéral""},{""key"":""B"",""label"":""Un carré""},{""key"":""C"",""label"":""Un hexagone régulier""},{""key"":""D"",""label"":""Un rectangle""}]",C,"Une rotation de 180° change la position des figures à moins qu'elles ne soient centro-symétriques. Un hexagone régulier a cette propriété grâce à sa disposition symétrique autour de son centre. Ni un carré, ni un rectangle, ni un triangle équilatéral ne possèdent une symétrie de rotation de 180°.",Cherche une figure régulièrement symétrique autour de son centre.,true
psychotechnique,rotations_symetries,Difficile,Quel cube obtient-on après une symétrie centrale du patron et son pliage ?,Patron en forme de T avec 6 symboles distincts.,,"{""type"":""cube_net"",""layout"":""T"",""faces"":{""top"":""α"",""bottom"":""β"",""left"":""γ"",""right"":""δ"",""front"":""ε"",""back"":""ζ""}}",symetrie_centrale,"[{""key"":""A"",""label"":""Cube A""},{""key"":""B"",""label"":""Cube B""},{""key"":""C"",""label"":""Cube C""},{""key"":""D"",""label"":""Cube D""}]",A,"Effectuer une symétrie centrale revient à inverser chaque segment de la forme par rapport à un point central, ici la position centrale des symboles. Après cette transformation, le pliage affiche top=β de son ancienne position en bas, front=ζ déplacé de derrière, et right=γ prenant la place de gauche.",Imagine chaque symbole voyageant à travers le centre.,true
psychotechnique,rotations_symetries,Facile,Laquelle des lettres suivantes a un axe de symétrie vertical ?,,,,symetrie_axiale,"[{""key"":""A"",""label"":""F""},{""key"":""B"",""label"":""O""},{""key"":""C"",""label"":""A""},{""key"":""D"",""label"":""T""}]",B,"La lettre 'O' possède un axe de symétrie vertical qui la divise en deux parties parfaitement égales et miroirs, contrairement aux autres lettres mentionnées. Ni 'F', ni 'A', ni 'T' n'ont un axe de symétrie vertical.",Cherche une lettre parfaitement ronde ou symétrique verticalement.,true
psychotechnique,rotations_symetries,Facile,Quel cube obtient-on après une symétrie axiale verticale du patron ?,Croix latine avec des motifs animaux.,,"{""type"":""cube_net"",""layout"":""cross"",""faces"":{""top"":""Chat"",""bottom"":""Chien"",""left"":""Oiseau"",""right"":""Poisson"",""front"":""Serpent"",""back"":""Tigre""}}",symetrie_axiale,"[{""key"":""A"",""label"":""Cube A""},{""key"":""B"",""label"":""Cube B""},{""key"":""C"",""label"":""Cube C""},{""key"":""D"",""label"":""Cube D""}]",B,"La symétrie axiale verticale échange les positions des faces 'Oiseau' et 'Poisson', sans affecter le dessus et le dessous. Lors du pliage, 'Chat' reste visible en haut, 'Serpent' en façade, et 'Poisson' sur le côté droit après son déplacement.",Identifie l'effet miroir vertical du patron.,true
psychotechnique,rotations_symetries,Moyenne,Quel chiffre parmi ceux donnés est une symétrie centrale ?,,,,symetrie_centrale,"[{""key"":""A"",""label"":""0""},{""key"":""B"",""label"":""1""},{""key"":""C"",""label"":""9""},{""key"":""D"",""label"":""8""}]",D,"Le chiffre '8' possède une symétrie centrale : il reste identique lorsqu'il est tourné de 180° autour de son centre. Aucun des autres chiffres ne présente cette propriété; par exemple, '0' est une symétrie axiale mais pas centrale. '1' et '9' n'ont pas de symétrie centrale.",Regarde quel chiffre ne change pas en étant retourné.,true
psychotechnique,rotations_symetries,Difficile,Quelle transformation équivaut à deux symétries centrales successives ?,,,,combinee,"[{""key"":""A"",""label"":""Une rotation de 180°""},{""key"":""B"",""label"":""Une symétrie axiale""},{""key"":""C"",""label"":""Une translation""},{""key"":""D"",""label"":""Une rotation de 360°""}]",D,"Effectuer deux symétries centrales successives autour du même point revient à une transformation identitaire, qui est équivalente à une rotation de 360° ou de 0° si l'on considère que le point est invariant. Cela ramène la figure à son état d'origine.",Pense à l'effet d'une transformation complète.,true
psychotechnique,rotations_symetries,Facile,Quel symbole parmi les suivants conserve son apparence après une rotation de 180° ?,,,,rotation,"[{""key"":""A"",""label"":""†""},{""key"":""B"",""label"":""∞""},{""key"":""C"",""label"":""⚫""},{""key"":""D"",""label"":""~""}]",B,"Le symbole de l'infini (∞) est symétrique par rapport à son centre, ce qui signifie qu'une rotation de 180° n'affecte pas son apparence. Les autres symboles changent de forme ou de perspective après une telle rotation.",Cherche un symbole bien équilibré visuellement.,true
psychotechnique,rotations_symetries,Difficile,"Après une rotation 270° dans le sens horaire, quelles faces vois-tu en pliant le cube selon ce patron ?","Patron de cube, disposition en L avec motifs géométriques.",,"{""type"":""cube_net"",""layout"":""L"",""faces"":{""top"":""Spirale"",""bottom"":""Carré"",""left"":""Triangle"",""right"":""Cercle"",""front"":""Croix"",""back"":""Ligne""}}",rotation,"[{""key"":""A"",""label"":""Cube A""},{""key"":""B"",""label"":""Cube B""},{""key"":""C"",""label"":""Cube C""},{""key"":""D"",""label"":""Cube D""}]",A,"Pour une rotation de 270° dans le sens horaire du plan, la face initialement devant (Croix) passe à gauche, celle de droite (Cercle) va devant et celle de derrière (Ligne) prend sa place à droite. Ainsi, après pliage, seule l'option A montre la configuration correcte des nouvelles positions des faces.",Visualise chaque position des faces après la rotation.,true
psychotechnique,rotations_symetries,Moyenne,"Parmi ces lettres, laquelle reste identique après une rotation de 180° ?",,,,rotation,"[{""key"":""A"",""label"":""S""},{""key"":""B"",""label"":""Z""},{""key"":""C"",""label"":""H""},{""key"":""D"",""label"":""N""}]",C,"La lettre 'H' reste identique après une rotation de 180° car elle est centro-symétrique. A contrario, 'S', 'Z' et 'N' sont symétriques axialement ou pas du tout mais changent lors d'une rotation de 180°.",Recherchez une symétrie bien équilibrée autour du centre.,true
