module,category,difficulty,question,prompt,image_url,figure_data,transformation_type,options,answer,explanation,hint,is_active
psychotechnique,rotations_symetries,Facile,Une rotation de 180° autour d'un point donne quelle figure ?,,,,rotation,"[{""key"":""A"",""label"":""La figure inversée""},{""key"":""B"",""label"":""La figure de départ""},{""key"":""C"",""label"":""Une figure décalée""},{""key"":""D"",""label"":""Une figure agrandie""}]",A,"Une rotation de 180° tourne la figure à l'envers, générant une image inversée. Ce type de rotation est équivalent à une symétrie centrale, où chaque point est déplacé vers son opposé à l'axe de rotation. Les réponses B et D sont erronées car elles ne changent pas l'orientation ou l'échelle de la figure.",Pensez à une demi-révolution.,true
psychotechnique,rotations_symetries,Facile,Laquelle de ces figures ne subit aucun changement après une rotation de 360° ?,"Les figures sont : cercle, carré, triangle équilatéral, losange.",,,rotation,"[{""key"":""A"",""label"":""Cercle""},{""key"":""B"",""label"":""Carré""},{""key"":""C"",""label"":""Triangle équilatéral""},{""key"":""D"",""label"":""Losange""}]",A,"Bien qu'une rotation de 360° ramène une figure sur elle-même, le cercle est celui qui n'affiche aucun changement perçu car il ne dépend pas de rotations; il est constamment symétrique sur tout angle. En revanche, le carré, le triangle équilatéral et le losange se retrouvent identiques, mais le cercle reste inchangé par la rotation.",Une figure totalement équilibrée.,true
psychotechnique,rotations_symetries,Facile,Une symétrie axiale laisse quelle figure inchangée par rapport à son axe vertical ?,"Envisagez les figures usuelles comme un cercle, un carré, un rectangle, une ellipse.",,,symetrie_axiale,"[{""key"":""A"",""label"":""Cercle""},{""key"":""B"",""label"":""Carré""},{""key"":""C"",""label"":""Rectangle""},{""key"":""D"",""label"":""Ellipse""}]",A,"Le cercle est inchangé par toute symétrie axiale à travers son centre, qu'elle soit verticale ou horizontale. Cette propriété est due à l'infinité d'axes de symétrie circulaires qui ne changent pas l'apparence du cercle. Autres figures comme le carré et le rectangle changent selon l'axe choisi.",Imaginez toutes symétries possibles.,true
psychotechnique,rotations_symetries,Facile,Après combien de rotations de 90° un carré revient-il à sa position initiale ?,,,,rotation,"[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""2""},{""key"":""C"",""label"":""3""},{""key"":""D"",""label"":""4""}]",D,"Quatre rotations de 90° (soit quatre quarts de tour) complètent un angle de 360°, ramenant un carré à sa position de départ. Chaque quart de tour fait tourner le carré de 90° successifs, demandant quatre tels tours pour faire un cycle complet.",Le carré met quatre quarts pour 360°.,true
psychotechnique,rotations_symetries,Facile,Lequel de ces chiffres n'est pas transformé par une rotation de 180° ?,,,,rotation,"[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""6""},{""key"":""C"",""label"":""8""},{""key"":""D"",""label"":""9""}]",C,"Le chiffre 8 est symétrique par rapport à son centre, donc une rotation de 180° ne modifie pas son apparence. Les chiffres 1, 6 et 9 seront transformés et inversés, mais le 8 restera identique, illustrant sa symétrie centrale.",Pensez à la symétrie centrale.,true
psychotechnique,rotations_symetries,Facile,Quelle lettre reste inchangée après une symétrie axiale horizontale ?,,,,symetrie_axiale,"[{""key"":""A"",""label"":""A""},{""key"":""B"",""label"":""H""},{""key"":""C"",""label"":""M""},{""key"":""D"",""label"":""O""}]",B,La lettre H possède un axe de symétrie horizontal qui divise la lettre en deux moitiés égales. Cette symétrie permet à la lettre de rester inchangée après une réflexion horizontale. Les autres lettres ne présentent pas cette symétrie dans toutes les typographies.,Cherchez l'horizontalité parfaite.,true
psychotechnique,rotations_symetries,Facile,Quelle forme ne change pas après une rotation de 90° ?,"Considérez un cercle, un rectangle, un triangle, un losange.",,,rotation,"[{""key"":""A"",""label"":""Cercle""},{""key"":""B"",""label"":""Rectangle""},{""key"":""C"",""label"":""Triangle""},{""key"":""D"",""label"":""Losange""}]",A,"Le cercle ne change pas d'apparence après une rotation de 90° car il conserve ses propriétés symétriques autour de son centre. Les autres formes changeraient d'orientation, et visibles différences de forme seraient perçues après la rotation.",Pensez à la symétrie totale.,true
psychotechnique,rotations_symetries,Facile,Lequel de ces symboles reste identique après une rotation de 180° ?,"Symboles considérés : ♢, ☆, ◯, □",,,rotation,"[{""key"":""A"",""label"":""♢""},{""key"":""B"",""label"":""☆""},{""key"":""C"",""label"":""◯""},{""key"":""D"",""label"":""□""}]",C,Le cercle (◯) reste identique après une rotation de 180° en raison de sa symétrie totale. Les autres formes peuvent avoir une symétrie seulement partielle ou orientée et montrent un changement notable après une telle rotation.,Une symétrie parfaite est recherchée.,true
psychotechnique,rotations_symetries,Facile,Quel chiffre apparaît inchangé après une symétrie axiale verticale ?,,,,symetrie_axiale,"[{""key"":""A"",""label"":""3""},{""key"":""B"",""label"":""0""},{""key"":""C"",""label"":""8""},{""key"":""D"",""label"":""2""}]",C,"Le chiffre 8, en typographie standard, possède une symétrie axiale verticale, le laissant inchangé après réflexion par cet axe. Les autres chiffres changeraient de forme ou d'apparence lorsqu'ils sont reflétés verticalement.",Symétrie verticale intégrale.,true
psychotechnique,rotations_symetries,Facile,Quel symbole ne change pas après une rotation de 90° ?,"Symboles considérés : ⊕, ▲, ▼, ◼",,,rotation,"[{""key"":""A"",""label"":""⊕""},{""key"":""B"",""label"":""▲""},{""key"":""C"",""label"":""▼""},{""key"":""D"",""label"":""◼""}]",A,"Le symbole ⊕ reste inchangé après une rotation de 90°, car sa symétrie est radiale autour de son centre. Contrairement aux triangles ▲ et ▼, ainsi que le carré ◼, qui changent d'orientation ou apparence.",Un symbole radial conserve sa forme.,true
