module,category,difficulty,question,prompt,image_url,figure_data,transformation_type,options,answer,explanation,hint,is_active
psychotechnique,rotations_symetries,Facile,Combien d'axes de symétrie possède un carré ?,,,,symetrie_axiale,"[{""key"":""A"",""label"":""2""},{""key"":""B"",""label"":""3""},{""key"":""C"",""label"":""4""},{""key"":""D"",""label"":""6""}]",C,"Un carré possède 4 axes de symétrie : deux passent par les médianes verticales et horizontales, et deux par les diagonales. Chacun de ces axes divise le carré en deux parties symétriques. Ainsi, toute transformation le long de ces axes garde le carré identique.",Pense aux diagonales et aux lignes médianes.,true
psychotechnique,rotations_symetries,Facile,Laquelle de ces lettres a un axe de symétrie horizontal ?,,,,symetrie_axiale,"[{""key"":""A"",""label"":""A""},{""key"":""B"",""label"":""B""},{""key"":""C"",""label"":""C""},{""key"":""D"",""label"":""I""}]",B,"La lettre B a un axe de symétrie horizontal. Si elle est coupée en deux parties égales par une ligne horizontale, les deux parties se superposent parfaitement. La lettre A a un axe vertical, C n'a pas de symétrie horizontale, et I a deux axes verticaux et horizontaux.",Imagine chaque lettre coupée en deux par une ligne horizontale.,true
psychotechnique,rotations_symetries,Facile,Une rotation de 360° autour d'un point donne :,,,,rotation,"[{""key"":""A"",""label"":""La figure de départ""},{""key"":""B"",""label"":""Une figure inversée""},{""key"":""C"",""label"":""Une figure agrandie""},{""key"":""D"",""label"":""Une figure déplacée""}]",A,"Une rotation de 360° fait revenir la figure à sa position initiale. En effet, c’est comme effectuer un tour complet : l’objet, quel qu’il soit, ne subit finalement aucun changement observable par rapport à sa position de départ.",Pense à faire un cercle complet.,true
psychotechnique,rotations_symetries,Facile,Une figure symétrique axiale a-t-elle obligatoirement un axe vertical ?,,,,symetrie_axiale,"[{""key"":""A"",""label"":""Oui""},{""key"":""B"",""label"":""Non""},{""key"":""C"",""label"":""Seulement si c'est un polygone régulier""},{""key"":""D"",""label"":""Parfois, selon la figure""}]",D,"Une figure symétrique axiale peut avoir un axe horizontal, vertical, ou même oblique. L'existence d'un axe de symétrie dépend de la géométrie et de disposition de la figure, certains polygones ou lettres n’en possèdent pas du tout.",Pense aux figures sans axe de symétrie typique.,true
psychotechnique,rotations_symetries,Facile,Quel chiffre reste identique après une rotation de 180° autour de son centre ?,,,,rotation,"[{""key"":""A"",""label"":""6""},{""key"":""B"",""label"":""8""},{""key"":""C"",""label"":""9""},{""key"":""D"",""label"":""0""}]",B,"Le chiffre 8 est centro-symétrique et ne change pas après une rotation de 180°. Par contre, le 6 devient un 9, le 9 devient un 6, et le 0 reste le même juste après une rotation de 360°.",Cherche celui qui est symétrique autour de son centre.,true
psychotechnique,rotations_symetries,Facile,Combien de rotations distinctes laissent un carré invariant ?,,,,rotation,"[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""2""},{""key"":""C"",""label"":""3""},{""key"":""D"",""label"":""4""}]",D,"Un carré revient à lui-même après une rotation de 0°, 90°, 180°, ou 270°. Ces quatre rotations déplacent les sommets du carré sans changer sa forme apparente.",Pense à tourner un carré autour de son centre.,true
psychotechnique,rotations_symetries,Moyenne,"Quel cube obtient-on après rotation de 90° du patron autour de son axe vertical, puis pliage ?","Patron de départ : croix latine, 6 symboles distincts.",,"{""type"":""cube_net"",""layout"":""cross"",""faces"":{""top"":""★"",""bottom"":""●"",""left"":""◆"",""right"":""■"",""front"":""▲"",""back"":""▼""}}",rotation,"[{""key"":""A"",""label"":""Cube A""},{""key"":""B"",""label"":""Cube B""},{""key"":""C"",""label"":""Cube C""},{""key"":""D"",""label"":""Cube D""}]",A,"Une rotation de 90° (sens horaire vu du dessus) déplace : front → right → back → left → front. Donc front=▲ devient right, right=■ devient back, back=▼ devient left, left=◆ devient front. Une fois plié, on voit top=★, front=■ (ancien right), right=▼ (ancien back). Seul le cube A correspond. B = sans rotation, C = top inversé, D = symétrie au lieu de rotation.",Visualise la rotation avant le pliage.,true
psychotechnique,rotations_symetries,Moyenne,Une rotation de 180° autour d'un point équivaut à quelle autre transformation ?,,,,combinée,"[{""key"":""A"",""label"":""Une symétrie centrale""},{""key"":""B"",""label"":""Une translation""},{""key"":""C"",""label"":""Une homothétie""},{""key"":""D"",""label"":""Une symétrie axiale""}]",A,La rotation de 180° autour d'un point O et la symétrie centrale par rapport à O produisent exactement la même image. Toute forme retourne à son original par une inversement symétrique grâce à l'alignement axial définissant cette transformation.,Une rotation d'un demi-tour...,true
psychotechnique,rotations_symetries,Moyenne,"Quelle est la lettre centro-symétrique parmi celles-ci : N, M, X, R ?",,,,symetrie_centrale,"[{""key"":""A"",""label"":""N""},{""key"":""B"",""label"":""M""},{""key"":""C"",""label"":""X""},{""key"":""D"",""label"":""R""}]",C,"La lettre X possède une symétrie centrale, c'est-à-dire qu'elle reste identique lorsqu'on la tourne de 180°. Les autres lettres (N, M, et R) n'ont pas cette propriété. L'élément X se croise de manière égale en contraste et symétrie.",Cherche une croix équilibrée.,true
psychotechnique,rotations_symetries,Moyenne,Quel pictogramme routier possède au moins un axe de symétrie vertical mais pas horizontal ?,,,,symetrie_axiale,"[{""key"":""A"",""label"":""Panneau triangulaire (danger)""},{""key"":""B"",""label"":""Panneau carré (information)""},{""key"":""C"",""label"":""Panneau circulaire (restriction)""},{""key"":""D"",""label"":""Panneau octogonal (stop)""}]",A,"Le panneau triangulaire de danger possède un axe de symétrie vertical passant par le sommet et le milieu de la base, mais pas de symétrie horizontale. Les éléments géométriques très structurés, comme les carrés et les cercles, ne correspondent pas ici.",Cherche un sommet unique comme référence.,true
