module,category,difficulty,question,prompt,image_url,figure_data,transformation_type,options,answer,explanation,hint,is_active
psychotechnique,rotations_symetries,Facile,Quel est l'axe de symétrie d'un cercle ?,,,,symetrie_axiale,"[{""key"":""A"",""label"":""Aucun axe""},{""key"":""B"",""label"":""Infinité d'axes""},{""key"":""C"",""label"":""1 axe central""},{""key"":""D"",""label"":""2 axes diagonaux""}]",B,Un cercle possède une infinité d'axes de symétrie passant tous par son centre. Chaque ligne passant par le centre peut être vue comme un axe de symétrie. Le piège est de penser que seuls quelques axes existent.,Chaque diamètre est un axe de symétrie.,true
psychotechnique,rotations_symetries,Facile,"Après une rotation de 180° d'un cube autour d'un axe horizontal, quelle face se retrouve en haut ?",Patron de départ : lignes horizontales en haut et en bas.,,"{""type"":""cube_net"",""layout"":""L"",""faces"":{""top"":""A"",""bottom"":""B"",""left"":""C"",""right"":""D"",""front"":""E"",""back"":""F""}}",rotation,"[{""key"":""A"",""label"":""A""},{""key"":""B"",""label"":""B""},{""key"":""C"",""label"":""C""},{""key"":""D"",""label"":""D""}]",A,"Après une rotation de 180° horizontale, la face qui était en bas B passe en haut. Front et back s'inversent sans changer d'orientation. Le piège est d'inverser gauche et droite à tort.",Le bas et le haut s'échangent.,true
psychotechnique,rotations_symetries,Facile,Laquelle de ces lettres possède un axe de symétrie vertical ?,"Options : T, B, A, F",,,symetrie_axiale,"[{""key"":""A"",""label"":""T""},{""key"":""B"",""label"":""B""},{""key"":""C"",""label"":""A""},{""key"":""D"",""label"":""F""}]",C,La lettre A a un axe de symétrie vertical qui divise la lettre en deux moitiés égales. Aucune des autres options ne présente cette symétrie. Le piège consiste à confondre avec une symétrie horizontale.,Une symétrie qui partage parfaitement la lettre en deux.,true
psychotechnique,rotations_symetries,Facile,Quel triangle possède exactement trois axes de symétrie ?,"Options : triangle équilatéral, isocèle, scalène",,,symetrie_axiale,"[{""key"":""A"",""label"":""Triangle équilatéral""},{""key"":""B"",""label"":""Triangle isocèle""},{""key"":""C"",""label"":""Triangle scalène""},{""key"":""D"",""label"":""Pas de triangle""}]",A,Le triangle équilatéral est le seul type de triangle qui possède trois axes de symétrie. Chaque axe passe par un sommet et le milieu du côté opposé. Le piège est de penser qu'un triangle isocèle pourrait en avoir plus qu'un.,Pensez à un triangle parfaitement égal de tous côtés.,true
psychotechnique,rotations_symetries,Facile,Quelle letter a un axe de symétrie horizontal ?,"Options : Z, H, M, C",,,symetrie_axiale,"[{""key"":""A"",""label"":""Z""},{""key"":""B"",""label"":""H""},{""key"":""C"",""label"":""M""},{""key"":""D"",""label"":""C""}]",B,"La lettre H possède un axe de symétrie horizontal qui passe par son centre, divisant verticalement la lettre en deux parties égales. Aucune autre lettre parmi les options ne présente cette symétrie. Ne confondez pas avec une symétrie verticale ou diagonale.",Cherchez une lettre symétrique entre haut et bas.,true
psychotechnique,rotations_symetries,Facile,Quel pictogramme n'a pas d'axe de symétrie ?,"Options : triangle ISO, rond bleu, carré rouge avec diagonales, losange jaune",,,symetrie_axiale,"[{""key"":""A"",""label"":""triangle ISO""},{""key"":""B"",""label"":""rond bleu""},{""key"":""C"",""label"":""carré rouge avec diagonales""},{""key"":""D"",""label"":""losange jaune""}]",A,"Le triangle ISO dans sa forme standard, utilisé pour des panneaux, n'a généralement pas d'axes de symétrie car il est souvent orienté avec un de ses sommets vers le bas. Cela le distingue des autres formes qui en possèdent au moins un. Piège : associer le triangle à ses variantes régulières.",Cherchez une figure aux angles non égaux.,true
psychotechnique,rotations_symetries,Facile,"Quelle est la lettre centro-symétrique parmi : H, I, X, Y ?",,,,symetrie_centrale,"[{""key"":""A"",""label"":""H""},{""key"":""B"",""label"":""I""},{""key"":""C"",""label"":""X""},{""key"":""D"",""label"":""Y""}]",C,"La lettre X est centro-symétrique, car elle peut être retournée de 180° sans changer d'apparence. La symétrie centrale concerne souvent les formes où chaque moitié peut être superposée sur l'autre par rotation de demi-tour. Un piège commun est de confondre avec une symétrie axiale.",Cherchez une lettre qui reste identique même après un retournement complet.,true
psychotechnique,rotations_symetries,Facile,Laquelle de ces transformations laisse invariant un rectangle ?,,,,rotation,"[{""key"":""A"",""label"":""90°""},{""key"":""B"",""label"":""180°""},{""key"":""C"",""label"":""270°""},{""key"":""D"",""label"":""360°""}]",D,"Seule une rotation de 360°, qui constitue un tour complet, laisse le rectangle invariant. Cela ramène chaque point à sa position de départ. Le piège classique est de confondre un rectangle avec un carré, qui reste invariant à 90° ou 270°.",Pensez à un mouvement qui ne fait qu'un tour sur soi-même.,true
psychotechnique,rotations_symetries,Facile,Quel chiffre possède un axe de symétrie vertical mais pas horizontal ?,"Options : 0, 1, 3, 8",,,symetrie_axiale,"[{""key"":""A"",""label"":""0""},{""key"":""B"",""label"":""1""},{""key"":""C"",""label"":""3""},{""key"":""D"",""label"":""8""}]",B,"Le chiffre 1 est symétrique verticalement mais n'a pas de symétrie horizontale en typographie standard. Le chiffre 8, bien qu'ayant un axe vertical, en a aussi horizontal, ce qui n'est pas le cas du 1. Attention à ne pas confondre la symétrie avec des rotations.",Cherchez une ligne droite qui ne change pas si elle est coupée verticalement.,true
psychotechnique,rotations_symetries,Facile,Quel chiffre possède deux axes de symétrie (un vertical et un horizontal) ?,Typographie standard considérée.,,,symetrie_axiale,"[{""key"":""A"",""label"":""6""},{""key"":""B"",""label"":""0""},{""key"":""C"",""label"":""4""},{""key"":""D"",""label"":""8""}]",D,"Le chiffre 8 est symétrique par rapport à deux axes, horizontal et vertical, offrant un cas unique parmi les chiffres. Les autres chiffres n'ont généralement pas de double symétrie de type axiale. Cela peut être trompeur lors de l'évaluation des chiffres ayant une forme proche comme le 0.",Pensez à un chiffre qui peut être divisé également par le milieu dans deux directions.,true
