module,category,difficulty,question,prompt,image_url,figure_data,transformation_type,options,answer,explanation,hint,is_active
psychotechnique,rotations_symetries,Facile,Laquelle de ces lettres possède un axe de symétrie vertical ?,,,,symétrie axiale,"[{""key"":""A"",""label"":""B""},{""key"":""B"",""label"":""T""},{""key"":""C"",""label"":""H""},{""key"":""D"",""label"":""D""}]",D,"La lettre D a un axe de symétrie vertical. Divisant la lettre en deux parties égales, cet axe passe par le milieu de la lettre. La symétrie est perpendiculaire à la base de la lettre, contrairement à la lettre H qui a un axe horizontal.",Choisis celle qui peut être divisée verticalement en deux parties égales.,true
psychotechnique,rotations_symetries,Facile,Quelle figure obtenons-nous après une rotation de 360° ?,,,,rotation,"[{""key"":""A"",""label"":""La même figure""},{""key"":""B"",""label"":""Une figure inversée""},{""key"":""C"",""label"":""Une figure déplacée""},{""key"":""D"",""label"":""Une figure agrandie""}]",A,"Une rotation de 360° ramène la figure à sa position initiale. Mathématiquement, 360° correspond à un tour complet, ce qui signifie qu'il n'y a pas de changement visible par rapport à la figure de départ.","Lorsque tu fais tourner quelque chose d'un tour complet, où finit-elle ?",true
psychotechnique,rotations_symetries,Facile,Combien d'axes de symétrie possède un cercle ?,,,,symétrie axiale,"[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""2""},{""key"":""C"",""label"":""infini""},{""key"":""D"",""label"":""0""}]",C,"Un cercle a un nombre infini d'axes de symétrie. Chaque diamètre du cercle est un axe de symétrie, ce qui signifie que toute ligne passant par le centre du cercle le divise en deux moitiés égales.",Pense à tous les diamètres possibles.,true
psychotechnique,rotations_symetries,Facile,Quelle est la rotation nécessaire pour faire revenir à sa position initiale un carré ?,,,,rotation,"[{""key"":""A"",""label"":""90°""},{""key"":""B"",""label"":""180°""},{""key"":""C"",""label"":""270°""},{""key"":""D"",""label"":""360°""}]",D,"Une rotation de 360° ramène un carré à sa position initiale. Chaque côté revient à sa position, complétant ainsi un tour complet autour du centre de rotation.",C'est un tour complet sur lui-même.,true
psychotechnique,rotations_symetries,Facile,Combien de rotations distinctes laissent un carré invariant?,,,,rotation,"[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""2""},{""key"":""C"",""label"":""4""},{""key"":""D"",""label"":""8""}]",C,"Un carré a 4 positions invariantes après rotation : 0°, 90°, 180° et 270°. Chacune de ces rotations aligne chaque coin du carré avec un autre coin, lui permettant de revenir à une position équivalente.",Pense aux multiples de 90°.,true
psychotechnique,rotations_symetries,Facile,Combien d'axes de symétrie possède un losange ?,,,,symétrie axiale,"[{""key"":""A"",""label"":""1""},{""key"":""B"",""label"":""2""},{""key"":""C"",""label"":""3""},{""key"":""D"",""label"":""4""}]",B,"Un losange a 2 axes de symétrie. Ces axes passent par les deux paires de sommets opposés. Chacun coupe le losange en deux moitiés égales, qui se superposent parfaitement.",Focus sur les sommets opposés.,true
psychotechnique,rotations_symetries,Facile,Quel chiffre reste inchangé après une rotation de 180° ?,Imagine les chiffres comme sur une horloge numérique.,,,rotation,"[{""key"":""A"",""label"":""6""},{""key"":""B"",""label"":""0""},{""key"":""C"",""label"":""8""},{""key"":""D"",""label"":""2""}]",C,"Le chiffre 8 est centro-symétrique, donc une rotation de 180° autour de son centre le laisse identique. Les autres chiffres se transforment en différents chiffres ou n'ont pas de symétrie centrale.",Concentre-toi sur les symétries parfaites.,true
psychotechnique,rotations_symetries,Facile,Combien de côtés doivent avoir un polygone régulier pour avoir 6 axes de symétrie ?,,,,symétrie axiale,"[{""key"":""A"",""label"":""6""},{""key"":""B"",""label"":""5""},{""key"":""C"",""label"":""7""},{""key"":""D"",""label"":""8""}]",A,"Un polygone régulier à n côtés a n axes de symétrie. Ainsi, un hexagone régulier, c'est-à-dire un polygone à 6 côtés, possède exactement 6 axes de symétrie.",Lien entre axes et côtés égaux.,true
psychotechnique,rotations_symetries,Facile,Une rotation de 180° autour d'un point équivaut à :,,,,combinée,"[{""key"":""A"",""label"":""Une symétrie centrale""},{""key"":""B"",""label"":""Une symétrie axiale""},{""key"":""C"",""label"":""Une translation""},{""key"":""D"",""label"":""Une rotation de 90°""}]",A,"Une rotation de 180° autour d'un point donne le même résultat qu'une symétrie centrale. Chaque point se déplace en un point opposé de l'autre côté du centre, ce qui est la définition d'une symétrie centrale.",Pense à un demi-tour parfait.,true
psychotechnique,rotations_symetries,Facile,Quel pictogramme routier n'a pas d'axe de symétrie ?,,,,symétrie axiale,"[{""key"":""A"",""label"":""Stop (octogone)""},{""key"":""B"",""label"":""Virage dangereux (triangle)""},{""key"":""C"",""label"":""Sens interdit (cercle)""},{""key"":""D"",""label"":""Flèche unidirectionnelle (rectangle)""}]",D,"La flèche unidirectionnelle, souvent représentée dans un rectangle, n'a pas d'axe de symétrie car son orientation ne permet pas une division égale. Les autres, avec leurs symétries respectives, en possèdent au moins un.",Souligne une asymétrie claire.,true
