text_a,text_b,is_true,explanation,difficulty,is_active
"Rue de la Paix, 75002 Paris","Rue de la Paix, 75003 Paris",false,Les textes diffèrent par le code postal : 75002 dans text_a et 75003 dans text_b. Une modification de ce genre peut survenir par erreur de frappe lors de la saisie d'une adresse. Ce type d'erreur est facilement évitable avec une relecture attentive.,easy,true
"BMW X5 blanche, plaque AA-456-BB","BMW X5 noire, plaque AA-456-BB",false,"Les textes diffèrent par la couleur de la voiture : blanche dans text_a et noire dans text_b. Ce type de substitution de mot est facile à repérer, mais peut être manqué par un lecteur distrait.",easy,true
34 avenue Foch,34 avenue Foche,false,Les textes diffèrent par l'orthographe du nom de rue : 'Foch' dans text_a et 'Foche' dans text_b. Une simple lettre différente peut facilement passer inaperçue lors d'une première lecture rapide.,easy,true
24 rue du Temple,24 rue Tempe,false,Les textes diffèrent par le nom de la rue : 'Temple' dans text_a et 'Tempe' dans text_b. Un défaut de concentration pourrait amener à négliger cette disparition de lettre.,easy,true
"Nissan bleu, 123 rue de Rome","Nissan bleu, 123 rue de Rone",false,"Les textes diffèrent par le nom de la rue : 'Rome' dans text_a et 'Rone' dans text_b. Ce type d'erreur est typique lors de saisies rapides, et il est important de porter une attention particulière aux homophonies similaires.",easy,true
Avenue des Champs-Élysées,Avenue des Champ-Élysées,false,"Les textes diffèrent par 'Champs' dans text_a et 'Champ' dans text_b. La perte d'une lettre peut être facilement ignorée, surtout avec des terminaisons similaires.",easy,true
"Renault Kangoo, grise","Renault Kango, grise",false,Les textes diffèrent par l'orthographe du modèle : 'Kangoo' vs 'Kango'. Une seule lettre peut prêter à confusion si l'on n'est pas attentif aux détails des marques et modèles.,easy,true
8 rue de la Paix,8 rue de la Pax,false,La différence réside dans le nom de la rue : 'Paix' devient 'Pax'. Cela peut induire en erreur car les deux versions sont visuellement similaires et facilement interchangeables si la lecture est rapide.,easy,true
"Le témoin décrit un homme de taille moyenne, portant un manteau noir et une écharpe rouge.","Le témoin décrit un homme de taille moyenne, portant un manteau noir et une échappe rouge.",false,"Le mot 'écharpe' dans text_a est écrit 'échappe' dans text_b. Cette subtile faute d'orthographe peut facilement échapper à une lecture rapide, car les mots partagent presque les mêmes lettres.",medium,true
"Au moment des faits, il portait une casquette bleue et des lunettes noires.","Aux moments des faits, il portait une casquette bleue et des lunettes noires.",false,La différence réside dans l'utilisation de 'Au moment' dans text_a et 'Aux moments' dans text_b. Ce changement de nombre peut passer inaperçu si l'attention est focalisée uniquement sur les accessoires décrits.,medium,true
La rue Victor Hugo était déserte le dimanche matin.,La rue Victor Hugo était déserte le dimanche matin,false,"La différence est la présence du point final dans text_a qui est absent dans text_b. Ce genre de ponctuation manquante est une subtilité qui peut piéger, surtout dans des textes de longueur similaire.",medium,true
Valérie a déclaré n'avoir vu aucun véhicule suspect ce jour-là.,Valérie a déclaré n'avoir vu aucun véhicule suspecte ce jour-là.,false,La différence repose sur le genre du mot : 'suspect' dans text_a et 'suspecte' dans text_b. Une faute de genre est fréquemment négligée dans une lecture cursive malgré ses implications grammaticales.,medium,true
"Le voleur portait une veste en cuir brun, jean bleu et bottes noires.","Le voleur portait une veste en cuir brun, jean bleu et bottes noir.",false,"Dans text_b, 'noires' devient 'noir', modifiant le nombre. Ce genre de différence est facile à ignorer lorsque l'attention est concentrée sur les détails descriptifs du reste de la phrase.",medium,true
Le scooter était garé près du 14 boulevard Voltaire.,Le scooter était garé près de 14 boulevard Voltaire.,false,La différence repose sur 'près du' dans text_a et 'près de' dans text_b. Cette omission peut passer inaperçue à cause de la proximité des mots et de la familiarité de la structure de la phrase.,medium,true
"Selon le rapport, le suspect mesure environ 1,75 mètre.","Selon le rapport, le suspect mesure environ 1.75 mètre.",false,La différence réside dans l'utilisation de la virgule dans text_a contre le point dans text_b. Un tel changement dans la notation décimale est crucial en français et peut causer des malentendus significatifs.,medium,true
Le témoin a mentionné des cris aux alentours de minuit et quart.,Le témoin a mentionné des cris aux alentours de minuit et carte.,false,"La différence se trouve dans 'quart' changé en 'carte'. Cette substitution perturbe le sens, bien que phonétiquement proches, elle modifie pourtant totalement la signification.",medium,true
La Renault a été aperçue se dirigeant vers le périphérique à 22h45.,La Renault a été aperçue se dirigeant vers le péréphérique à 22h45.,false,La différence est une faute d'orthographe avec l'utilisation de 'péréphérique' au lieu de 'périphérique'. Cette modeste variation peut ne pas surprendre un lecteur qui regarde mentalement l'ensemble du mot.,medium,true
"Selon le témoin, l'individu portait un masque et s'est dirigé vers les escaliers. Malgré la foule présente, il s'est déplacé avec aisance et rapidité.","Selon le témoin, l'individu portait un masque et s'est dirigé vers les escaliers. Malgré la foule présente, il s'est déplacé avec aisance, et rapidité.",false,Il y a une virgule superflue après 'aisance' dans text_b. Cette simple addition peut entraîner un écart de sens ou de rythme dans la phrase pour les lecteurs peu attentifs à la ponctuation.,hard,true
"L’individu, d’une trentaine d’années, portait un sac à dos noir. Il s’est enfui à vélo en direction de la gare, témoigne une passante.","L’individu, d’une trentaine d’années, portait un sac à dos noire. Il s’est enfui à vélo en direction de la gare, témoigne une passante.",false,"Ici, l'accord est modifié par 'noir' devenant 'noire' dans text_b. Cette subtile différence, originant d'un changement de genre, peut passer inaperçue si l'accent est mis plus sur le contexte général que sur la structure grammaticale.",hard,true
