text_a,text_b,is_true,explanation,difficulty,is_active
BMW noir immatriculé XY-568-ZR,BMW bleu immatriculé XY-568-ZR,false,"La couleur du véhicule change : « noir » dans text_a et « bleu » dans text_b. C'est une différence majeure, facile à repérer.",easy,true
Clio rouge abandonnée RD-321-BF,Clio jaune abandonnée RD-321-BF,false,La couleur du véhicule est différente : « rouge » dans text_a et « jaune » dans text_b. C'est une différence évidente.,easy,true
Citroën C3 garée là A-123-BC,Citroën C4 garée là A-123-BC,false,"Le modèle de la voiture diffère : « C3 » dans text_a et « C4 » dans text_b, ce qui est facilement observable.",easy,true
Maison bleue au 64 boulevard,Maison verte au 64 boulevard,false,"La couleur de la maison change : « bleue » dans text_a et « verte » dans text_b, ce qui est immédiatement apparent.",easy,true
"Appart 12, 3ème étage","Appart 13, 3ème étage",false,"Le numéro de l'appartement est différent : « 12 » dans text_a et « 13 » dans text_b, ce qui est une distinction claire.",easy,true
Skoda Octavia bleue IM-987-PL,Skoda Octavia rouge IM-987-PL,false,"La couleur de la voiture change : « bleue » dans text_a et « rouge » dans text_b, facilement repérable.",easy,true
Golf blanc BS-874-JQ,Golf noir BS-874-JQ,false,La couleur de la voiture diffère : « blanc » dans text_a et « noir » dans text_b. La différence est évidente.,easy,true
Renault beige XY-321-BZ,Renault gris XY-321-BZ,false,La couleur du véhicule est différente : « beige » dans text_a et « gris » dans text_b. Une distinction facile.,easy,true
"M. Stéphane Dumas, né le 05/05/1982, conduit une Peugeot 207 bleue immatriculée ZX-456-LK.","M. Stéphane Dumas, né le 05/05/1983, conduit une Peugeot 207 bleue immatriculée ZX-456-LK.",false,L'année de naissance change : 1982 dans text_a et 1983 dans text_b. Ce genre de différence est souvent négligée par faute d'inattention.,medium,true
"La réunion aura lieu le 22/05/2024 à 15h00, basée au centre de convention.","La réunion aura lieu le 22/05/2024 à 17h00, basée au centre de convention.",false,L'heure de la réunion change : 15h00 dans text_a et 17h00 dans text_b. Une vigilance particulière est nécessaire pour repérer ce type de différence.,medium,true
L'accident s'est déroulé le 01/01/2023 à 05h45 près de la zone industrielle.,L'accident s'est déroulé le 01/01/2023 à 05h46 près de la zone industrielle.,false,L'heure de l'accident diffère d'une minute : 05h45 vs 05h46. Cette différence temporelle est facile à manquer si l'on ne fait pas attention aux détails.,medium,true
"Dimanche prochain, le 25/06/2023, le marché ouvrira exceptionnellement à 07h00.","Dimanche prochain, le 25/06/2023, le marché ouvrira exceptionnellement à 08h00.",false,L'heure d'ouverture du marché varie : 07h00 dans text_a et 08h00 dans text_b. Les horaires différents sont souvent difficiles à attraper lors d'une lecture rapide.,medium,true
