text_a,text_b,is_true,explanation,difficulty,is_active
"Rue de la Paix, 75002 Paris","Rue de la Paie, 75002 Paris",false,"Les textes ne sont pas identiques, car dans text_b, le mot « Paix » est écrit « Paie ». Un candidat pourrait se faire piéger par la proximité phonétique des deux mots et par une lecture rapide.",easy,true
"Monsieur Martin, 45 ans","Monsieur Martin, 45 an",false,"Les textes ne sont pas identiques car dans text_b, il manque le « s » à « ans ». Cette omission est subtile mais change le sens grammatical et pourrait passer inaperçue.",easy,true
14 rue des Lilas,14 rue de Lilas,false,La différence réside dans l'absence du mot « des » dans text_b. Les candidats peuvent se faire piéger par la somme visuelle et vérifier mentalement l'absence de petits mots.,easy,true
Article 123 du code pénal,Article 123 du code penal,false,Les textes diffèrent par l'accent sur le mot « pénal » qui manque dans text_b. Cette différence est subtile et pourrait passer inaperçue en raison d'une lecture rapide.,easy,true
"Dentiste Dupont, 67 rue du Lac","Dentiste Dupont, 67 rue du Lec",false,La différence se trouve dans le mot « Lac » qui est remplacé par « Lec ». Cela pourrait piéger un candidat par la similitude visuelle des lettres « a » et « e ».,easy,true
"Carla Duval, 34 établissements","Carla Duval, 34 etablissement",false,Les textes diffèrent par le nombre « s » à la fin d'« établissements » qui est absent dans text_b. L'absence de ce « s » peut être facilement négligée.,easy,true
"Boulangerie, 25 rue de la Gare","Boulangerie, 25 rue de la Gard",false,"Le mot « Gare » est écrit « Gard » dans le text_b, ce qui peut être confondu à cause de la ressemblance visuelle des lettres. Il est important d'observer chaque lettre attentivement.",easy,true
"Immeuble C, 4ème étage","Immeuble C, 4ème etage",false,"Dans text_b, le mot « étage » manque de l'accent sur le « e ». Ce type d'erreur d'accentuation est courant et requiert une attention particulière.",easy,true
Le véhicule Peugeot 308 a été aperçu quittant les lieux vers 18h30.,Le véhicule Peugeot 308 a été aperçu quittant les lieux vers 18h 30.,false,Text_b inclut un espace supplémentaire entre « 18h » et « 30 ». Cette subtilité peut passer inaperçue à cause d'une lecture rapide.,medium,true
"Le 17 mars 2024 à 17h45, un incident a eu lieu en centre-ville.","Le 17 marz 2024 à 17h45, un incident a eu lieu en centre-ville.",false,"Dans text_b, le mot « mars » est incorrectement écrit « marz ». Cette erreur peut être facilement ignorée par un lecteur inattentif.",medium,true
La déposition de Mme François Martin a été enregistrée à 11h.,La déposition de Mme Francoise Martin a été enregistrée à 11h.,false,"Text_b utilise « Francoise » sans cédille, contrairement à text_a. Cette erreur subtile pourrait être négligée particulièrement à la fin d'une phrase.",medium,true
"Le 5 juin 2025, vers 12h15, une altercation a été signalée à l'avenue de la république.","Le 5 juin 2025, vers 12h15, une altercation a été signalée à l'avenue de la republique.",false,"Dans text_b, « république » est mal orthographié « republique ». L'absence d'accent sur le « e » pourrait facilement passer inaperçue.",medium,true
"Monsieur Pierre a été reçu en garde à vue à 15h30, selon le rapport.","Monsieur Pierre a été recu en garde à vue à 15h30, selon le rapport.",false,"Text_b manque de l'accent sur le mot « reçu », le rendant « recu ». Cette différence, bien que subtile, change le sens grammatical.",medium,true
Le rapport du témoin oculaire mentionne une scène à 14h02.,Le rapport du temoin oculaire mentionne une scène à 14h02.,false,"Dans text_b, le mot « témoin » est écrit sans accent, « temoin ». Ce type de différence pourrait être manqué à cause de la ressemblance des lettres.",medium,true
Observation d'un break bleu vers le carrefour sud à 9h.,Observation d'un break blue vers le carrefour sud à 9h.,false,"Le texte manque de l'accent dans « bleu », écrit « blue » dans text_b. Ceci pourrait facilement être confondu lors d'une vérification rapide.",medium,true
"Le 30 septembre 2024, Mme Lenoir a déposé une plainte alléguant plusieurs faits d'harcèlement répétitif sur son lieu de travail.","Le 30 septembre 2024, Mme Lenoir a déposé une plainte alléguant plusieurs faits de harcèlement répétitif sur son lieu de travail.",false,"Dans text_a, il est écrit « d'harcèlement » alors que text_b contient « de harcèlement ». Cette subtilité grammaticale est souvent ignorée.",hard,true
L'agent 31450 a noté lors de son rapport que le véhicule gris suspecté avait quitté les lieux à une vitesse de 80 km/h vers le nord.,L'agent 31450 a noté lors de son rapport que le vehicule gris suspecté avait quitté les lieux à une vitesse de 80 km/h vers le nord.,false,"Text_b ne contient pas d'accent sur le mot « véhicule », rendant la lecture differente. L'erreur pourrait passer inaperçue à cause de l'accent manquant.",hard,true
"Selon le procès-verbal, l'individu suspect portait une casquette rouge, des lunettes de soleil, et un sac noir à bandoulière.","Selon le procès-verbal, l'individu suspect portait une casquette rouge, des lunettes de soleil, et un sac noir à bandouillère.",false,La différence réside dans l'orthographe : « bandoulière » correctement écrit versus « bandouillère » avec un accent incorrect. Un lecteur peut facilement ignorer cette subtilité.,hard,true
"À 21 heures le 12 mars 2025, trois individus armés ont forcé leur entrée dans la résidence du 23 rue des Lilas, selon les témoins.","À 21 heures le 12 mars 2025, trois individus arnés ont forcé leur entrée dans la résidence du 23 rue des Lilas, selon les témoins.",false,"Dans text_b, « armés » est écrit « arnés », substituant 'm' par 'n', ce qui peut se confondre facilement, surtout quand les lettres sont proches.",hard,true
"Le rapport indique que la voiture suspecte a été retrouvée stationnée près de la gare à 4h du matin, et comportait des traces de pneu.","Le rapport indique que la voiture suspecte a été retrouvée stationnée pré de la gare à 4h du matin, et comportait des traces de pneu.",false,"L'accent sur le mot « près » est absent dans text_b. Ce type d'erreur est souvent négligé, pouvant entraîner une lecture incorrecte.",hard,true
"En application de l'article 73 du code de procédure pénale, les citoyens peuvent appréhender l'auteur présumé d'un crime ou d'un délit flagrant.","En application de l'article 73 du code de procédure pénale, les citoyens peuvent appréhender l'auteur présumé d'un crime ou d'un délit flagrarnt.",false,"La faute se trouve à la fin du mot « flagrant », où « rn » est transformé en « arnt ». Cette erreur peut être facilement négligée par la similitude des formes.",hard,true
"Lors de son audition, le suspect a maintenu n'avoir jamais eu l'intention de commettre un quelconque acte illégal.","Lors de son audition, le suspect a maintenu n'avoir jamais eu l'intention de commettre un quelconque acte illegal.",false,"Les textes diffèrent par l'accent sur le mot « illégal » absent dans text_b, ce qui change sensiblement l'orthographe, malgré leur prononciation similaire.",hard,true
Il est porté à la connaissance du public que toute information relative aux événements du 12 juin doit être signalée immédiatement.,Il est porté à la connaissance du public que tout information relative aux événements du 12 juin doit être signalée immédiatement.,false,"Dans text_b, l'erreur survient à « tout » au lieu de « toute », où il manque une lettre 'e'. Cette petite omission pourrait être ignorée lors d'une vérification rapide.",hard,true
"Selon les déclarations des témoins, l'accident s'est produit à l'intersection de la rue Nationale et de la rue Jean Moulin.","Selon les déclarations des témoins, l'accident s'est produit à l'intersection de la rue Nationale et de la rue Jean Moul1n.",false,"Le mot « Moulin » est écrit « Moul1n » dans text_b, utilisant le chiffre „1” au lieu de l’« I ». Les lecteurs pourraient ignorer la différence visuelle entre le chiffre et la lettre.",hard,true
Le témoin a affirmé qu'un jeune homme portant un sweat à capuche sombre était présent lors de l'altercation.,Le teimo1n a affirmé qu'un jeune homme portant un sweat à capuche sombre était présent lors de l'altercation.,false,"Dans text_b, le mot « témoin » est écrit « teimo1n », où le premier 'i' est remplacé par un '1'. Ceci pourrait être confondu facilement par une lecture rapide.",hard,true
"L'individu suspect a été observé quittant les lieux dans une grande précipitation, oubliant même un sac contenant divers effets personnels.","L'individu suspect a été observé quittant les lieux dans une grande précipitation, oubliant même un sac contenant divers éffets personnels.",false,"Text_b contient une faute d'orthographe dans le mot « éffets », avec un accent incorrect. Cette différence est subtile et facilement ignorée à cause de la lecture rapide.",hard,true
