text_a,text_b,is_true,explanation,difficulty,is_active
"Rue de la Paix, 75002 Paris.","Rue de la Pax, 75002 Paris.",false,Les textes diffèrent par une lettre : 'Paix' dans text_a est 'Pax' dans text_b. Ce type d'erreur peut passer inaperçu lors d'une lecture rapide car seule une lettre change et les deux mots commencent par 'Pa'.,easy,true
Peugeot 208 rouge immatriculée AB-456-CD.,Peugeot 208 bleue immatriculée AB-456-CD.,false,La différence se situe dans la couleur du véhicule : 'rouge' dans text_a et 'bleue' dans text_b. Il est facile de ne pas remarquer cette différence car le reste de la description est identique.,easy,true
"Monsieur Dupont, né le 17/04/1985.","Monsieur Dupond, né le 17/04/1985.",false,"Le nom de famille diffère d'une lettre : 'Dupont' dans text_a et 'Dupond' dans text_b. Les deux orthographes sont phonétiquement proches, ce qui pourrait facilement induire en erreur lors d'une lecture rapide.",easy,true
"7 rue Lavoisier, 31000 Toulouse.","7 rue Lavosier, 31000 Toulouse.",false,Il y a une inversion de lettres dans le nom de la rue : 'Lavoisier' dans text_a et 'Lavosier' dans text_b. Ce type de différence peut être particulièrement trompeur à cause de la symétrie des lettres.,easy,true
"BMW Série 3, blanche, ABC-123-ZX.","BMW Série 5, blanche, ABC-123-ZX.",false,"La différence se trouve dans le modèle de la voiture : 'Série 3' dans text_a et 'Série 5' dans text_b. Ces modèles étant de la même marque, ils peuvent facilement prêter à confusion.",easy,true
"Opel Astra noire, immat AB-987-CD.","Opel Astra bleu, immat AB-987-CD.",false,"La différence réside dans la couleur de la voiture : 'noire' dans text_a et 'bleu' dans text_b. Une simple variation de couleur peut passer inaperçue, notamment lorsqu'on se focalise sur le numéro d'immatriculation.",easy,true
Volkswagen Golf GTI AB-321-XY.,Volkswagen Gold GTI AB-321-XY.,false,"Le modèle de la voiture diffère d'une lettre : 'Golf' dans text_a est devenu 'Gold' dans text_b. Les deux mots étant visuellement proches, cette erreur peut facilement ne pas être remarquée.",easy,true
"Citroën C4, rouge, immatriculée QR-111-ST.","Citroën C4, verte, immatriculée QR-111-ST.",false,Le changement de couleur du véhicule est la différence : 'rouge' dans text_a et 'verte' dans text_b. Une modification de ce type est souvent ignorée si l'on se concentre sur l'immatriculation.,easy,true
Toyota Yaris grise immatriculée UV-876-ZX.,Toyota Yaris grise immatriculée UV-876-XY.,false,La différence se trouve dans l'immatriculation : 'ZX' dans text_a et 'XY' dans text_b. Les variations dans les numéros ou lettres d'immatriculation sont souvent négligées.,easy,true
"Sur les lieux du cambriolage, seules des empreintes ont été relevées.","Sur les lieux du cambriolage, seules des empreints ont été relevées.",false,'empreintes' dans text_a est devenu 'empreints' dans text_b. Cette erreur peut facilement être ignorée car 'empreintes' et 'empreints' se ressemblent visuellement et phonétiquement.,medium,true
La déposition est enregistrée sous la référence 1234-567.,La déposition est enregistrée sous la réference 1234-567.,false,"Le mot 'référence' dans text_a est mal orthographié dans text_b : 'réference'. Les accents peuvent facilement être négligés, surtout dans des textes contenant des chiffres.",medium,true
Le témoin affirme avoir vu une silhouette à 22 heures.,Le témoin affirme avoir vue une silhouette à 22 heures.,false,Le mot 'vu' dans text_a est changé en 'vue' dans text_b. La similarité entre 'vu' et 'vue' peut facilement passer inaperçue car les deux mots se prononcent de la même manière.,medium,true
Le véhicule suspect est une Audi A4 de couleur noire.,Le véhicule suspect est une Audi A4 de couleur noie.,false,"Le terme 'noire' est devenu 'noie' dans text_b. Une erreur dans une lettre peut facilement passer inaperçue, surtout lorsque les mots sont presque identiques et placés à la fin.",medium,true
L'accident s'est produit au carrefour des rues Lafayette et Masséna.,L'accident s'est produit au carrefour des rues Layfayette et Masséna.,false,"Dans text_b, 'Lafayette' est écrit 'Layfayette'. Une telle permutation de lettres peut facilement être manquée car le mot reste visuellement similaire.",medium,true
Le témoin a décrit le voleur comme étant de grande taille et portant des lunettes.,Le témoin a décrit le voleur comme étant de grande taille et portant des lunnettes.,false,"Le mot 'lunettes' dans text_a est mal orthographié dans text_b : 'lunnettes'. La double consonne peut sembler identique à première vue, du fait de la répétition de lettres.",medium,true
"Le code d'accès est 856974, ne pas oublier!","Le code d'accès est 856974, ne pas oublie!",false,La terminaison 'oublier' dans text_a est 'oublie' dans text_b. Un lecteur inattentif pourrait ne pas remarquer cette omission finale en raison du contexte qui semble complet.,medium,true
L'agression a eu lieu devant la boulangerie du 12 place Saint-Louis.,L'agression a eu lieu devant la boulangerie du 12 place Saint-ouis.,false,"'Saint-Louis' dans text_a est devenu 'Saint-ouis' dans text_b. Une lettre est manquante au milieu du mot, ce qui peut être facilement omis lors de la lecture en flux continu de noms propres.",medium,true
Mr Jones a avoué le vol vers 23h00 ce lundi.,Mr Jones a avoué le vol vers 23h00 se lundi.,false,"Dans text_b, 'ce' est mal écrit 'se'. Cette petite inversion peut passer inaperçue car elle ne modifie pas fortement la lecture de la phrase.",medium,true
Article 223-1 : La mise en danger d'autrui est définie comme le fait d'exposer une tierce personne à un risque immédiat de mort.,Article 223-1 : La mise en danger d’autrui est définie comme le fait d'exposer une tierce personne à un risque immédiat de mort.,false,La différence réside dans l'apostrophe utilisée : apostrophe droite ('') dans text_a et apostrophe typographique (’) dans text_b. Ce genre de différence est pratiquement invisible et demande une attention minutieuse.,hard,true
"Durant l'interrogatoire, le suspect a droit à l'assistance de son avocat, conformément à l'article 63-4 du code de procédure pénale.","Durant l'interrogatoire, le suspect a droit à l’assistance de son avocat, conformément à l'article 63-4 du code de procédure pénale.",false,Une différence réside dans l'apostrophe après 'à' : apostrophe droite ('') dans text_a contre une apostrophe typographique (’) dans text_b. Cette variation est subtile et souvent non remarquée.,hard,true
"L’article 225-7 du code pé nal spécifie les peines encourues pour proxénétisme aggravé, y compris l’emprisonnement pouvant aller jusqu’à 20 ans.","L’article 225-7 du code pénal spécifie les peines encourues pour proxénétisme aggravé, y compris l’emprisonnement pouvant aller jusqu’à 20 ans.",false,Une espace supplémentaire après 'pé' dans 'pé nal' de text_a mais pas dans text_b. La difficulté réside dans la perception d'espaces supplémentaires trompeuses à l'œil dans un texte dense.,hard,true
La mise en sursis de deux mois pour son infraction au code de la route a été confirmée par la cour d’appel.,La mise en sursis de deux mois pour son infraction au code de la route a été confirmée par la cour d’appèl.,false,La différence est dans l'accent du mot 'appel' : 'd’appel' dans text_a et 'd’appèl' dans text_b. Cet accent incorrect est subtile mais change le mot parfaitement orthographié.,hard,true
