text_a,text_b,is_true,explanation,difficulty,is_active
"M. Pierre Martin, 45 ans, 1m78, yeux bleus","M. Pierre Martin, 45 ans, 1m78, yeux vert",false,Les yeux de M. Martin sont décrits comme 'bleus' dans text_a et 'vert' dans text_b. Le changement de couleur rend les textes différents et peut passer inaperçu à une lecture rapide.,easy,true
"Rue de Vaugirard, 15ème arrondissement","Avenue de Vaugirard, 15ème arrondissement",false,"Dans text_a, c'est 'Rue de Vaugirard', alors que dans text_b, c'est 'Avenue de Vaugirard'. La confusion entre rue et avenue est fréquente dans les descriptions d'adresses.",easy,true
"Renault Megane, verte","Renault Megane, Verte",false,"Dans text_a, 'verte' est en minuscule, tandis que dans text_b, 'Verte' est en majuscule, ce qui crée une différence. C'est une subtilité typographique facile à manquer.",easy,true
"Voiture rouge, plaque RT-678-EF","Voiture rouge, plaque TT-678-EF",false,La différence se situe au niveau de la plaque : 'RT-678-EF' dans text_a contre 'TT-678-EF' dans text_b. La confusion visuelle entre 'R' et 'T' peut survenir avec une lecture rapide.,easy,true
"Appart. 2B, bâtiment C","Appart. 2B, bâtiment D",false,"Le bâtiment diffère : 'C' dans text_a et 'D' dans text_b. Ces types de détails doivent être soigneusement vérifiés, car la confusion entre lettres est courante.",easy,true
Née le 01/01/1990,Née le 01/01/1999,false,La date de naissance diffère par la dernière année : '1990' dans text_a et '1999' dans text_b. Ces erreurs de chiffres peuvent facilement être masquées par la fatigue oculaire.,easy,true
Moteur diesel,Moteur disel,false,Le mot 'diesel' est mal orthographié en 'disel' dans text_b. Cette faute d'orthographe courante peut facilement passer inaperçue.,easy,true
"Marque Audi, modèle A3","Marque Audi, modele A3",false,"Dans text_b, 'modele' est écrit sans accent alors que dans text_a c'est 'modèle'. Cette différence d'accent est une cause fréquente d'erreur lors de la vérification des textes.",easy,true
"Noir, 75 kg","Noir, 75 KG",false,"Dans text_a, 'kg' est en minuscules tandis que dans text_b, 'KG' est en majuscules. Cette distinction typographique peut induire en erreur, surtout lors de lectures rapides.",easy,true
Profession: Enseignant,Profession : Enseignant,false,La différence réside dans l'espace après 'Profession :' dans text_b qui est absent dans text_a. La présence d'un espace supplémentaire peut facilement être négligée.,easy,true
"M. Jacques Lefèvre, né le 23/07/1965, a signalé un vol à la gare de Lyon.","M. Jacques Lefevre, né le 23/07/1965, a signalé un vol à la gare de Lyon.",false,"Le nom de famille diffère : 'Lefèvre' avec un accent dans text_a, mais 'Lefevre' sans accent dans text_b. Cette omission d'accent peut facilement être négligée par un candidat.",medium,true
"Mme Dupuis, cheveux bruns, a vu un homme s'enfuir en courant.","Mme Dupuis, cheveux brins, a vu un homme s'enfuir en courant.",false,Les descriptions des cheveux divergent : 'bruns' dans text_a contre 'brins' dans text_b. Une telle similarité sonore et visuelle peut tromper un lecteur inattentif.,medium,true
Incident survenu le 04/11/2023 au coin de la rue Sollier.,Incident survenu le 04/11/2023 au coin de la rue Solier.,false,Le nom de rue est inexact dans text_b : 'Solier' au lieu de 'Sollier' dans text_a. Une différence subtile qui peut être aisément ignorée sans attention.,medium,true
"À 19h45, un véhicule bleu a percuté un piéton.","À 19:45, un véhicule bleu a percuté un piéton.",false,"Dans text_a, '19h45' utilise 'h' alors que c'est '19:45' avec ':' dans text_b. Cette différence de format peut être difficile à percevoir rapidement.",medium,true
M. Gauthier a acheté une montre le 12 juillet 2021.,M. Gauthier a achetẹ une montre le 12 juillet 2021.,false,"La différence se trouve sur l'orthographe : 'acheté' dans text_a est mal orthographié en 'achetẹ' dans text_b, une substitution subtile qui peut passer inaperçue.",medium,true
Un homme à capuche noire a été aperçu à 20h15.,Un homme à capuche noire a été aperçu à 20h1S.,false,"Dans text_b, l'horaire se termine par '20h1S' avec 'S' au lieu de '5' dans text_a, une confusion fréquente qui peut facilement échapper à l'œil.",medium,true
