module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_logique,Facile,Qui est le plus rapide ?,Tous les guépards sont rapides. Cet animal est un guépard.,"{""Cet animal est lent"",""Cet animal est rapide"",""Cet animal est un lion"",""On ne peut pas savoir""}",Cet animal est rapide,"C'est un syllogisme classique : tous les guépards sont rapides, et cet animal est un guépard. Donc, par transitivité, cet animal est rapide. Le piège classique est de confondre le lien direct et de penser qu'on ne peut pas conclure.",,true
psychotechnique,raisonnement_logique,Facile,Où se trouve la pomme ?,Toutes les pommes rouges sont sur l'arbre. Cette pomme est rouge.,"{""Cette pomme est par terre"",""Cette pomme est sur l'arbre"",""Cette pomme n'existe pas"",""On ne peut pas savoir""}",Cette pomme est sur l'arbre,"Syllogisme classique : si toutes les pommes rouges sont sur l'arbre et que cette pomme est rouge, elle se trouve donc sur l'arbre. Le piège est de considérer des conclusions possibles hors schéma, comme son absence.",,true
psychotechnique,raisonnement_logique,Facile,Quel est le goût du bonbon ?,Tous les bonbons bleus sont au goût de menthe. Ce bonbon est bleu.,"{""Goût fraise"",""Goût menthe"",""Goût réglisse"",""On ne peut pas savoir""}",Goût menthe,"Par un syllogisme simple, sachant que tous les bonbons bleus ont goût de menthe et que ce bonbon est bleu, il a goût de menthe. Ne pas être distrait par la couleur qui pourrait sembler trompeuse est primordial.",,true
psychotechnique,raisonnement_logique,Facile,Qui est le plus grand ?,Jean est plus grand que Tom. Tom est plus grand que Marc.,"{""Jean"",""Tom"",""Marc"",""On ne peut pas savoir""}",Jean,"En utilisant le raisonnement par transitivité, si Jean > Tom et Tom > Marc, alors Jean > Marc. Jean est donc le plus grand. Attention au piège : ne pas s'embrouiller avec les relations entre chaque individu.",,true
psychotechnique,raisonnement_logique,Facile,Allez-vous gagner ?,"Dans une course, vous doublez le 3e coureur.","{""Oui, vous êtes 1er"",""Non, vous êtes 2e"",""Non, vous êtes 3e"",""On ne peut pas savoir""}","Non, vous êtes 2e","En doublant le 3e coureur, vous prenez sa place, donc vous devenez le 3e. Vous n'êtes ni 1er ni 2e. Ce type de question est un piège classique en logique, souvent mal compris.",,true
psychotechnique,raisonnement_logique,Facile,Quelles chaussures sont en cuir ?,Seules les chaussures de sport sont en cuir. Ces chaussures sont de sport.,"{""Elles sont en cuir"",""Elles ne sont pas en cuir"",""On ne peut pas savoir"",""Elles sont en métal""}",Elles sont en cuir,"En appliquant la règle stricte d'inclusion, toutes les chaussures de sport, et celles-là en font partie, sont en cuir. Ce piège vise à vérifier si on reconnaît la relation directe, malgré une seule condition.",,true
psychotechnique,raisonnement_logique,Facile,Quel est le résultat final ?,Paul construit des maisons. Il a construit une maison en pierre.,"{""Il a fait une maison en bois"",""Une maison en pierre"",""Un immeuble"",""Une cabane""}",Une maison en pierre,"La relation présentée montre un résultat direct : il est dit que Paul construit des maisons, et précisément une en pierre ici, sans autre conclusion possible. Le piège serait de s'écarter de l'énoncé et de penser aux autres types de construction.",,true
psychotechnique,raisonnement_logique,Facile,Que peut-on dire de Julie ?,Toutes les personnes intelligentes aiment lire. Julie aime lire.,"{""Julie est intelligente"",""Julie est bête"",""Julie n'aime pas lire"",""On ne peut pas savoir""}",On ne peut pas savoir,"Renverser la condition est incorrect ici : on sait que les intelligents lisent, mais lire ne prouve pas nécessairement l'intelligence, donc la conclusion directe sur l'intelligence de Julie est indéductible. C'est une situation classique où la condition inverse est invalidée.",,true
psychotechnique,raisonnement_logique,Facile,Quel animal a-t-on ?,Tous les serpents sont reptiles. Mon python est un serpent.,"{""Un oiseau"",""Un reptile"",""Un mammifère"",""Un poisson""}",Un reptile,"Syllogisme simple : tous les serpents sont reptiles, et mon python est un serpent, alors il est un reptile. Le piège ici pourrait être de se laisser distraire par des catégories non liées comme les mammifères.",,true
psychotechnique,raisonnement_logique,Facile,Quel est le métier de Clara ?,Clara est médecin et aime voyager. Elle voyage en Inde.,"{""Elle est journaliste"",""Elle est médecin"",""Elle est architecte"",""On ne peut pas savoir""}",Elle est médecin,"Bien que l'on parle de voyages, son métier reste défini comme médecin, ce qui ne change pas avec son voyage. Le piège classique ici est de changer d'axe de raisonnement, passant du métier au loisir.",,true
psychotechnique,raisonnement_logique,Facile,Qui est le champion ?,Martin a battu tout le monde sauf Lisa. Lisa a perdu contre Eva.,"{""Eva est championne"",""Martin est champion"",""Lisa est championne"",""Martin n'est pas champion""}",Eva est championne,"Si Lisa a perdu contre Eva, alors Eva doit être meilleure que Lisa et Martin ne l'a pas battue. Eva est donc championne. Un piège serait de considérer Martin comme champion alors qu'il n'a pas affronté Eva.",,true
