module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_logique,Facile,Quel animal est un mammifère ?,Tous les lions sont des mammifères. Simba est un lion.,"{""Simba est un oiseau"",""Simba est un mammifère"",""Simba n'est pas un mammifère"",""On ne peut pas savoir""}",Simba est un mammifère,"Il s'agit d'un syllogisme classique. Puisque tous les lions sont des mammifères et que Simba est un lion, alors Simba est nécessairement un mammifère. L'erreur classique ici serait de douter ou de lire trop loin dans ce type de logique évidente.",Utilise la propriété de transitivité.,true
psychotechnique,raisonnement_logique,Facile,Quelle conclusion est correcte ?,Aucun canard n'est un chien. Daisy est un canard.,"{""Daisy est un chien"",""Daisy n'est pas un chien"",""Daisy est une vache"",""On ne peut pas savoir""}",Daisy n'est pas un chien,"L'énoncé présente une relation de non-appartenance. Puisque aucun canard n'est un chien et que Daisy est un canard, Daisy ne peut pas être un chien. Une erreur possible consiste à ignorer la relation d'exclusion.",Fais attention à l'exclusion catégorique.,true
psychotechnique,raisonnement_logique,Facile,Que peut-on conclure ?,Tous les arbres ont des feuilles. Un chêne est un arbre.,"{""Un chêne n'a pas de feuilles"",""Un chêne a des feuilles"",""Un chêne est un animal"",""On ne peut pas savoir""}",Un chêne a des feuilles,"Il s'agit d'un syllogisme par transitivité. Tous les arbres ont des feuilles et un chêne est un arbre, donc un chêne a des feuilles. Le piège à éviter est de penser que certaines exceptions existent, mais en logique formelle, l'énoncé est total.",Pense à la relation tout-partie.,true
psychotechnique,raisonnement_logique,Facile,Quelle est la bonne conclusion ?,Tous les étudiants doivent travailler. Paul est étudiant.,"{""Paul doit travailler"",""Paul ne doit pas travailler"",""Paul est professeur"",""On ne peut pas savoir""}",Paul doit travailler,"C'est une déduction simple basée sur le fait que tous les étudiants doivent travailler. Puisque Paul est lui-même un étudiant, il tombe sous cette règle et doit donc travailler. Une erreur serait d'extrapoler qu'il pourrait exister des étudiants qui ne travaillent pas, ce qui n'est pas permis par l'énoncé.",Applique la règle générale aux cas particuliers.,true
psychotechnique,raisonnement_logique,Facile,Que peut-on en déduire ?,Tous les ballons rouges sont grands. Ce ballon est rouge.,"{""Ce ballon est grand"",""Ce ballon est petit"",""Ce ballon n'est pas rouge"",""On ne peut pas savoir""}",Ce ballon est grand,"L'énoncé suppose que tous les ballons rouges sont grands. Si ce ballon est rouge, alors par transitivité, ce ballon est aussi grand. Le danger ici serait de sous-entendre que la couleur pourrait ne pas suffire à déterminer la taille.",Vérifie la conformité à la règle donnée.,true
psychotechnique,raisonnement_logique,Facile,Qui est le plus vieux ?,Alice est plus vieille que Béatrice. Béatrice est plus vieille que Claude.,"{""Alice"",""Béatrice"",""Claude"",""On ne peut pas savoir""}",Alice,"Cette question utilise une logique de comparaison de chaînes. Si Alice est plus vieille que Béatrice et Béatrice est plus vieille que Claude, Alice est donc la plus vieille. Ne te laisse pas tromper par l'ordre des comparaisons, chaque étape doit être suivie soigneusement.",Visualise chaque comparaison pour éviter toute confusion.,true
psychotechnique,raisonnement_logique,Facile,Quel est le bon énoncé ?,Tous les chats ronronnent. Félix est un chat.,"{""Félix ne ronronne pas"",""Félix ronronne"",""Félix est un chien"",""On ne peut pas savoir""}",Félix ronronne,"En utilisant le syllogisme par transitivité, si tous les chats ronronnent et que Félix est un chat, alors Félix ronronne aussi. Un piège potentiel serait d'imaginer que Félix ne se conforme pas au comportement généralisé, mais cela contredirait l'énoncé.",Retiens la propriété commune de la catégorie.,true
psychotechnique,raisonnement_logique,Facile,Qui est le plus rapide ?,Ana court plus vite que Bruno. Bruno court plus vite que Carlos.,"{""Ana"",""Bruno"",""Carlos"",""On ne peut pas savoir""}",Ana,"La logique ici est basée sur des relations de transitivité. Ana est plus rapide que Bruno, qui est lui-même plus rapide que Carlos. Ainsi, Ana est la plus rapide. Le danger est de perdre de vue cette chaîne de supériorité en essayant d'extrapoler ou de supposer des relations différentes.",Fais une liste pour clarifier l'ordre.,true
psychotechnique,raisonnement_logique,Facile,Quelle affirmation est correcte ?,Tous les cars sont longs. Ce véhicule est un car.,"{""Ce véhicule est long"",""Ce véhicule est court"",""Ce véhicule est rapide"",""On ne peut pas savoir""}",Ce véhicule est long,"Il s'agit d'une application directe des principes de déduction logique. Étant donné que tous les cars sont longs et que ce véhicule est un car, il doit être long. Le piège est d'ignorer la propriété générale qui s'applique à tous les membres de la catégorie.",Vérifie la règle pour tout membre de cette catégorie.,true
psychotechnique,raisonnement_logique,Facile,Quel animal est domestique ?,Tous les chiens sont domestiques. Bob est un chien.,"{""Bob est domestique"",""Bob est sauvage"",""Bob est un oiseau"",""On ne peut pas savoir""}",Bob est domestique,"Ce problème repose sur une logique de syllogisme. Si tous les chiens sont domestiques et que Bob est un chien, alors Bob est domestique. Le piège classique est de penser qu'il pourrait y avoir des exceptions à la règle, mais le raisonnement est ici formel et universel.",Applique la relation donnée globalement.,true
psychotechnique,raisonnement_logique,Facile,Que doit-on en conclure ?,Tous les fruits sont comestibles. Une pomme est un fruit.,"{""Une pomme est comestible"",""Une pomme est toxique"",""Une pomme est une légume"",""On ne peut pas savoir""}",Une pomme est comestible,"On utilise ici un syllogisme par inclusion. Tous les fruits sont comestibles et une pomme est un fruit. Par conséquent, une pomme doit être comestible. L'erreur courante serait d'imaginer des exceptions basées sur des relectures incorrectes de l'énoncé.",Rappelle-toi que la généralité s'applique ici aussi.,true
psychotechnique,raisonnement_logique,Facile,Quel édifice est monumental ?,Tous les gratte-ciels sont monumentaux. La Tour ABC est un gratte-ciel.,"{""La Tour ABC est un gratte-ciel"",""La Tour ABC est monumentale"",""La Tour ABC est une maison"",""On ne peut pas savoir""}",La Tour ABC est monumentale,"Sur la base du syllogisme par inclusion, puisqu'il est dit que tous les gratte-ciels sont monumentaux et que la Tour ABC est un gratte-ciel, elle est donc monumentale. Une erreur serait de penser que le terme 'monumental' pourrait avoir une exception ici.",Pense à l'impact des propriétés générales.,true
psychotechnique,raisonnement_logique,Facile,Que peut-on en conclure ?,Tous les éléphants ont une trompe. Dumbo est un éléphant.,"{""Dumbo a une trompe"",""Dumbo n'a pas de trompe"",""Dumbo est une souris"",""On ne peut pas savoir""}",Dumbo a une trompe,"C'est un syllogisme classique. Étant donné que tous les éléphants ont une trompe et que Dumbo est un éléphant, il en découle nécessairement que Dumbo a une trompe. Ne laissez pas dérouter par l'idée de variations ou d'exceptions non mentionnées.",La transitivité s'applique ici aussi.,true
psychotechnique,raisonnement_logique,Facile,Quelle personne est adulte ?,Tous les enseignants sont adultes. Julie est enseignante.,"{""Julie est adulte"",""Julie est enfant"",""Julie est un élève"",""On ne peut pas savoir""}",Julie est adulte,"Selon le principe déductif, puisque tous les enseignants sont adultes et que Julie est enseignante, Julie est donc adulte. L'erreur encourue serait d'imaginer que la profession de l'enseignant pourrait inclure des membres non adultes, ce qui n'est pas stipulé ici.",Propose une vision de la catégorie en question.,true
psychotechnique,raisonnement_logique,Facile,Qui est la plus jeune ?,Laura est plus jeune que Valérie. Valérie est plus jeune que Sandra.,"{""Laura"",""Valérie"",""Sandra"",""On ne peut pas savoir""}",Laura,"Ce problème exploite une chaîne de comparaisons d'âge. Puisque Laura est plus jeune que Valérie, et que Valérie est plus jeune que Sandra, Laura est nécessairement la plus jeune. Une confusion pourrait survenir en négligeant l'ordre de comparaisons établi.",Travaille à partir du plus jeune vers le plus âgé.,true
psychotechnique,raisonnement_logique,Moyenne,Qui est le plus grand ?,Luc est plus grand que Martin. Simon est plus petit que Martin. Martin est plus grand que Simon.,"{""Luc"",""Martin"",""Simon"",""On ne peut pas savoir""}",Luc,"On a ici plusieurs comparaisons : Luc > Martin et Martin > Simon. Simon est plus petit que Martin. Par transitivité, Luc est le plus grand. Le piège pourrait être de mal interpréter les relations entre Simon et Martin.",Établis un ordre des grandeurs clairement.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle conclusion est correcte ?,"Si Marie est présente, alors Paul est absent. Paul est présent.","{""Marie est absente"",""Marie est présente"",""Marie pleure"",""On ne peut pas savoir""}",Marie est absente,"Il s'agit d'un raisonnement par contraposition. Si Marie est présente, Paul est absent. Si Paul est présent, alors nécessairement Marie doit être absente. L'erreur classique consiste à ne pas voir que l'inverse logique est également vrai.",Pense aux implications inverses logiquement possibles.,true
psychotechnique,raisonnement_logique,Moyenne,Que peut-on conclure sur la soupe ?,"Si la soupe est chaude, alors Jean la mange. Jean ne mange pas la soupe.","{""La soupe est froide"",""La soupe est tiède"",""La soupe est chaude"",""On ne peut pas savoir""}",La soupe est froide,"Ceci est un exemple de contraposée. Si Jean mange la soupe quand elle est chaude, et il ne la mange pas, alors la soupe ne peut pas être chaude. En d'autres termes, la soupe doit être froide ou dans un état que Jean ne mange pas.",Cherche la contraposée pour clarifier.,true
psychotechnique,raisonnement_logique,Moyenne,Quel est le résultat ?,"Si un nombre est pair, alors il est divisible par 2. Le nombre 8 est pair.","{""8 est divisible par 3"",""8 est divisible par 2"",""8 est divisible par 5"",""On ne peut pas savoir""}",8 est divisible par 2,"En utilisant le modus ponens, le raisonnement suit une déduction logique. Si un nombre est pair, il est divisible par 2; ainsi, comme 8 est pair, il en est divisible. L'erreur serait de penser que la paire inclut d'autres multiples, ce qui n'est pas logique ici.",Concentre-toi sur le critère de parité.,true
psychotechnique,raisonnement_logique,Moyenne,Que peut-on affirmer ?,"Si ce téléphone sonne, alors l'appel est urgent. L'appel n'est pas urgent.","{""Le téléphone ne sonne pas"",""Le téléphone sonne"",""Le téléphone est éteint"",""On ne peut pas savoir""}",Le téléphone ne sonne pas,"La contraposition logique s'applique ici. Si le téléphone sonne, l'appel est urgent. Donc, si l'appel n'est pas urgent, le téléphone ne peut pas sonner. L'erreur accessible serait de penser que le téléphone peut sonner pour une raison quelconque hors contexte.",Cherche la logique inverse inévitable.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle est la conclusion logique ?,"Si le soleil brille, alors il fait jour. Le soleil ne brille pas.","{""Il fait nuit"",""Il fait jour"",""Il pleut"",""On ne peut pas savoir""}",On ne peut pas savoir,L'énoncé ne permet pas une conclusion absolue sur le jour ou la nuit. Le fait que le soleil ne brille pas n'implique pas nécessairement qu'il fait nuit; ça pourrait être couvert ou pluvieux. Une erreur serait de penser que l'absence de soleil indique uniquement la nuit.,Attention à la relation unidirectionnelle de l'énoncé.,true
psychotechnique,raisonnement_logique,Moyenne,Qui est la plus âgée ?,Sophie est plus âgée que Lydia. Lydia est plus âgée que Marine. Anna est plus jeune que Sophie.,"{""Sophie"",""Lydia"",""Marine"",""Anna""}",Sophie,"Établir la hiérarchie des âges donne que Sophie > Lydia > Marine et Anna < Sophie. Ainsi, Sophie est la plus âgée. Le piège serait de placer Anna dans un ordre incorrect, menant à des conclusions erronées.",Écris chaque relation pour éviter toute confusion.,true
psychotechnique,raisonnement_logique,Moyenne,Qu'est-ce qui en découle ?,Tous les clients satisfaits recommandent la boutique. Jacques est satisfait.,"{""Jacques recommande la boutique"",""Jacques ne recommande pas la boutique"",""Jacques n'est pas satisfait"",""On ne peut pas savoir""}",Jacques recommande la boutique,"Toute conclusion repose ici sur un syllogisme. Puisque tous les clients satisfaits recommandent, et Jacques est satisfait, Jacques recommande aussi. Le piège probable serait de surestimer l'adoption de la satisfaction, ce qui n'est pas permis par l'énoncé.",La simple satisfaction conduit à la recommandation.,true
psychotechnique,raisonnement_logique,Moyenne,Quel est le bon ordre d'arrivée ?,Claire arrive après Carl. Carl arrive avant Sam. Sam arrive après Claire.,"{""Carl, Claire, Sam"",""Claire, Carl, Sam"",""Claire, Sam, Carl"",""Carl, Sam, Claire""}","Carl, Claire, Sam","La construction de l'ordre logique est essentielle ici. Carl précède Claire, qui précède à son tour Sam. Le piège est de changer cet ordre en se méprenant sur qui précède qui, mais chaque prémisse suit strictement la suivante.",Relie les informations données pour sécuriser l'ordre.,true
psychotechnique,raisonnement_logique,Moyenne,Quel véhicule va le plus vite ?,La moto est plus rapide que le vélo. La voiture est plus rapide que la moto. Le camion est plus lent que le vélo.,"{""La moto"",""Le vélo"",""La voiture"",""Le camion""}",La voiture,"La voiture étant plus rapide que la moto, elle est plus rapide que le vélo et le camion, donc la voiture est la plus rapide. La difficulté survient souvent dans le suivi des comparaisons successives, mais ici, elles sont bien ordonnées pour une compréhension précise.",Utilise une représentation schématique pour suivre la logique.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle couleur de sac est petite ?,"Si un sac est vert, alors il est petit. Mon sac n'est pas vert.","{""Mon sac est nécessairement petit"",""Mon sac est grand"",""Mon sac n'est pas petit"",""On ne peut pas savoir""}",On ne peut pas savoir,"L'implication n'est pas bidirectionnelle. Le fait que le sac ne soit pas vert ne détermine ni sa petite ni sa grande taille. Un piège courant est de supposer, à tort, une inversion de l'implication initiale.",Distingue l'unidirectionnalité de l'énoncé.,true
