module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_logique,Facile,Que peut-on en déduire ?,Tous les chiens aboient. Rex est un chien.,"{""Rex est un chat"",""Rex ne peut pas aboyer"",""Rex aboie"",""On ne peut pas savoir""}",Rex aboie,"C'est un syllogisme simple : tous les chiens aboient, et Rex est un chien, donc Rex aboie. La structure est directe et suit la règle de transitivité. Un piège classique serait de nier que Rex représente bien un chien aboyant.",Applique le principe de base des syllogismes.,true
psychotechnique,raisonnement_logique,Facile,Que peut-on en conclure ?,Tous les fruits de mer sont comestibles. Ce crabe est un fruit de mer.,"{""Ce crabe est toxique"",""Ce crabe est comestible"",""Ce crabe est une plante"",""On ne peut pas savoir""}",Ce crabe est comestible,"La proposition initiale indique que tous les fruits de mer sont comestibles. En sachant que le crabe est un fruit de mer, il doit donc être comestible. Ne confondez pas avec le piège de penser qu'un fruit de mer pourrait ne pas suivre cette règle générale.",Utilise la généralité de la première prémisse.,true
psychotechnique,raisonnement_logique,Facile,Quel bilan pour Sandrine ?,Tous les comptables savent utiliser Excel. Sandrine est comptable.,"{""Sandrine ne connaît pas Excel"",""Sandrine sait utiliser Excel"",""Sandrine est ingénieure"",""On ne peut pas savoir""}",Sandrine sait utiliser Excel,"Puisque tous les comptables savent utiliser Excel et que Sandrine est comptable, elle doit savoir utiliser Excel. La logique here repose sur l'application directe d'une catégorie générale à un cas particulier. Attention à ne pas ignorer cette transitivité.",Pense à l'appartenance de Sandrine au groupe initial.,true
psychotechnique,raisonnement_logique,Facile,Que peut-on en déduire ?,Tous les oiseaux peuvent voler. Un moineau est un oiseau.,"{""Un moineau ne peut pas voler"",""Un moineau peut voler"",""Un moineau est un poisson"",""On ne peut pas savoir""}",Un moineau peut voler,"Il s'agit d'un syllogisme par inclusion : tous les oiseaux peuvent voler, et un moineau est un oiseau, donc un moineau peut voler. Ne tombez pas dans le piège de supposer que certains oiseaux ne respectent pas cette propriété sans indications contraires.",Considère la capacité des oiseaux à voler.,true
psychotechnique,raisonnement_logique,Facile,Quel peut être le constat ?,Tous les sportifs sont en bonne santé. Maxime est un sportif.,"{""Maxime est en mauvaise santé"",""Maxime est en bonne santé"",""Maxime est un artiste"",""On ne peut pas savoir""}",Maxime est en bonne santé,Ce syllogisme infère une propriété générale (être en bonne santé) à un individu (Maxime) appartenant à ce groupe (sportifs). Assurez-vous de respecter le lien établi par les prémisses et n'inversez pas les conclusions.,Applique la relation décrite dans les prémisses.,true
psychotechnique,raisonnement_logique,Facile,Quelle conclusion ?,Tous les arbres ont des feuilles. Ce chêne est un arbre.,"{""Ce chêne n'a pas de feuilles"",""Ce chêne a des feuilles"",""Ce chêne est un arbuste"",""On ne peut pas savoir""}",Ce chêne a des feuilles,"La conclusion émane de la propriété attributive : si tous les arbres ont des feuilles et un chêne est un arbre, alors nécessairement un chêne a des feuilles. Ne sous-estimez pas la clarté de cette relation directe.",Regarde la relation universelle entre arbres et feuilles.,true
psychotechnique,raisonnement_logique,Facile,Quel lien établir ?,Tous les poissons peuvent nager. Un saumon est un poisson.,"{""Un saumon ne peut pas nager"",""Un saumon peut nager"",""Un saumon est un mammifère"",""On ne peut pas savoir""}",Un saumon peut nager,"Ce syllogisme est simple et basé sur l'unicité de l'attribut commun (nager) des membres du groupe (poissons). Un saumon étant un poisson, il peut nager, évitez donc de généraliser à d'autres catégories sans preuve.",Focus sur la caractéristique commune des poissons.,true
psychotechnique,raisonnement_logique,Facile,Quelle conclusion tirer ?,Toutes les voitures rouges sont rapides. Celle-ci est rouge.,"{""Cette voiture est lente"",""Cette voiture est rapide"",""Cette voiture est bleue"",""On ne peut pas savoir""}",Cette voiture est rapide,"La conclusion découle naturellement des prémisses : toutes les voitures rouges sont rapides, et la voiture en question est rouge, donc forcément rapide. Le piège serait de douter de la généralité sans indice!",Considère l'association directe établie dans la prémisse.,true
psychotechnique,raisonnement_logique,Facile,Quelle conclusion est possible ?,Tous les doux rêves se réalisent. Ce rêve est doux.,"{""Ce rêve ne se réalisera pas"",""Ce rêve se réalisera"",""Ce rêve est un cauchemar"",""On ne peut pas savoir""}",Ce rêve se réalisera,"Si tous les doux rêves se réalisent et que ce rêve est doux, par conséquent, il se réalisera. Le piège classique serait d'ignorer la certitude des doux rêves mentionnée dans la première prémisse.",S'appuyer sur la sureté donnée par la prémisse.,true
psychotechnique,raisonnement_logique,Facile,Quelle est la couleur de la voiture ?,Toutes les voitures bleues ont des phares à LED. Cette voiture a des phares à LED.,"{""La voiture est rouge"",""La voiture n'est pas bleue"",""La voiture est bleue"",""On ne peut pas savoir""}",On ne peut pas savoir,"Bien que toutes les voitures bleues aient des phares à LED, cela ne signifie pas que seules les voitures bleues ont cette caractéristique. Ce syllogisme met en évidence une erreur logique typique : supposer une réciprocité absente.",Ne confonds pas implication et équivalence.,true
psychotechnique,raisonnement_logique,Facile,Quel est le plus cher ?,Le stylo coûte plus cher que le carnet. Le carnet coûte plus cher que le crayon.,"{""Le stylo"",""Le carnet"",""Le crayon"",""On ne peut pas savoir""}",Le stylo,"En classant les prix : stylo > carnet > crayon. Le stylo est donc le plus cher. Ne vous laissez pas distraire par l'ordre des phrases, l'important est de reconstituer la chaîne d'ordres.",Visualise la relation en termes d'ordre de prix.,true
psychotechnique,raisonnement_logique,Facile,Quelle couleur est Jack ?,Jack est plus grand que John. John est plus grand que Jill.,"{""Jack"",""John"",""Jill"",""On ne peut pas savoir""}",Jack,"En suivant l'ordre, Jack > John > Jill. La question cherche à identifier le plus grand, qui est logiquement Jack. Un piège possible est de se laisser embrouiller en inversant l'ordre présenté.",Reconstitue l'ordre décroissant de taille.,true
psychotechnique,raisonnement_logique,Facile,Quel jour sommes-nous ?,"Si aujourd'hui est samedi, alors demain sera dimanche. Aujourd'hui est effectivement samedi.","{""Aujourd'hui est lundi"",""Aujourd'hui est samedi"",""Demain est lundi"",""Demain est dimanche""}",Demain est dimanche,"À partir du modus ponens, si la condition initiale est vérifiée (aujourd'hui est samedi), la conclusion directe (demain sera dimanche) s'ensuit. Ne confondez pas validation de condition et renversement d'implication.",Utilise la relation conditionnelle simple.,true
psychotechnique,raisonnement_logique,Facile,Quel constat faire ?,"Si Anna étudie, elle réussira l'examen. Anna étudie beaucoup.","{""Anna ratera l'examen"",""Anna réussira l'examen"",""Anna est malade"",""On ne peut pas savoir""}",Anna réussira l'examen,"Selon le modus ponens : étudier mène à réussir. Comme Anna étudie, il s'ensuit logiquement qu'elle réussira. Attention de ne pas négliger la condition première qui est bien remplie ici.",Valide l'implication par la condition assurée.,true
psychotechnique,raisonnement_logique,Moyenne,Qui est la personne la plus jeune ?,Lucas est plus jeune que Simon. Simon est plus jeune que Marie. Marie est plus jeune que Paul.,"{""Lucas"",""Simon"",""Marie"",""Paul""}",Lucas,"En classant par âge : Lucas < Simon < Marie < Paul. Ainsi, Lucas est le plus jeune. Le piège est d'oublier de lier profondément les âges pour retrouver le plus jeune par ordre.",Reconstitue l'ordre d'âge des personnes.,true
psychotechnique,raisonnement_logique,Moyenne,Quel est son prix ?,Le livre est moins cher que le cahier. Le cahier est moins cher que le stylo. Le carnet est plus cher que le livre mais moins cher que le cahier.,"{""Le carnet est le moins cher"",""Le livre est le moins cher"",""Le stylo est le moins cher"",""Le carnet est le plus cher""}",Le livre est le moins cher,"En classant : livre < carnet < cahier < stylo. Donc, le livre est le moins cher. Le piège ici est d'être distrait par les comparaisons successives et d'oublier de les situer correctement.",Ordonne correctement les objets selon leur prix.,true
psychotechnique,raisonnement_logique,Moyenne,Quel jour est-il ?,"Si aujourd'hui est vendredi, alors c'est jour de poisson. Si demain est samedi, alors aujourd'hui est vendredi.","{""Aujourd'hui est samedi"",""Aujourd'hui est vendredi"",""Aujourd'hui est dimanche"",""On ne peut pas savoir""}",Aujourd'hui est vendredi,"Étant donné que demain est samedi, aujourd'hui doit être vendredi. Les deux conditions se suivent logiquement. Ne vous laissez pas induire en erreur par les jours, gardez une logique séquentielle.",Suivez les jours logiquement en avant.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle relation pour Claire ?,Claire est plus grande que Sophie. Sophie est plus grande que Émile. Émile est plus grand que Martin.,"{""Claire est plus grande que Martin"",""Sophie est plus grande que Claire"",""Émile est plus grand que Claire"",""Martin est le plus grand""}",Claire est plus grande que Martin,"En structurant par taille : Claire > Sophie > Émile > Martin, on conclut que Claire est plus grande que Martin. Un piège récurrent est de mal interpréter l'ordre énoncé.",Crée un schéma pour clarifier les relations.,true
