module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_logique,Facile,Quel est l'animal qui a des ailes et pond des œufs ?,Tous les vols sont des oiseaux. Tous les oiseaux pondent des œufs. Certaines créatures volent.,"{""Un poisson"",""Un mammifère"",""Un oiseau"",""Un reptile""}",Un oiseau,"Un syllogisme classique : si tout ce qui vole est un oiseau, et que tous les oiseaux pondent des œufs, alors une créature qui vole et pond des œufs est un oiseau. Le piège serait de supposer que le vol implique forcément la ponte d'œufs, mais seuls les oiseaux remplissent tous deux critères.",Considère la transitivité entre voler et pondre des œufs.,true
psychotechnique,raisonnement_logique,Facile,Quel fruit est sucré ?,Tous les fruits tropicaux sont sucrés. La mangue est un fruit tropical.,"{""La mangue est salée"",""La mangue est acide"",""La mangue est sucrée"",""On ne peut pas savoir""}",La mangue est sucrée,"En se basant sur le syllogisme : si tous les fruits tropicaux sont sucrés et que la mangue est un fruit tropical, alors nous pouvons conclure que la mangue est sucrée. Le piège consiste à ignorer la relation directe entre être un fruit tropical et être sucré.",Applique la propriété de transitivité.,true
psychotechnique,raisonnement_logique,Facile,Qui est le plus rapide ?,Alice court plus vite que Bob. Bob court plus vite que Charles.,"{""Alice"",""Bob"",""Charles"",""Ils courent tous à la même vitesse""}",Alice,"Cet ordre montre clairement qu'Alice est plus rapide que Bob, qui à son tour est plus rapide que Charles. Donc, Alice est la plus rapide des trois. Le piège serait d'inverser l'ordre ou de mal interpréter les relations.",Visualise la chaîne d'ordre.,true
psychotechnique,raisonnement_logique,Facile,Que se passe-t-il si Julie est en école ?,"Si Julie est en école, alors elle apprend. Julie est en école.","{""Julie n'apprend pas"",""Julie apprend"",""On ne peut pas savoir"",""Julie enseigne""}",Julie apprend,"Il s'agit d'un raisonnement de la forme modus ponens : si la condition de départ (Julie est à l'école) est respectée, alors la conclusion (Julie apprend) s'ensuit nécessairement. Le piège serait de croire que Julie pourrait ne pas apprendre malgré sa présence à l'école.","Rappelle-toi que 'si A alors B' signifie que si A est vrai, B l'est aussi.",true
psychotechnique,raisonnement_logique,Facile,Quel est mon rang quand je double le 3e coureur ?,"Dans une course, si vous doublez le 3e coureur, quelle est votre position ?","{""1ère"",""2ème"",""3ème"",""4ème""}",3ème,"En doublant le 3e coureur, vous prenez sa place et deviendrez ainsi le 3e. Le piège ici est de penser que doubler le troisième vous mènerait à la première ou deuxième place, ce qui n'est pas le cas.",Réfléchis à la position que tu prends en doublant.,true
psychotechnique,raisonnement_logique,Facile,Quelle plante est comestible ?,Toutes les plantes vertes de ce jardin sont comestibles. Cette plante est verte et se trouve dans ce jardin.,"{""Cette plante est toxique"",""Cette plante est non comestible"",""Cette plante est comestible"",""On ne peut pas savoir""}",Cette plante est comestible,"En utilisant le syllogisme par transitivité : toutes les plantes vertes dans ce jardin étant comestibles, toute plante verte dans le jardin est nécessairement comestible. Le piège serait de douter de la comestibilité malgré les informations fournies.",Fais attention à l'application de la transitivité.,true
psychotechnique,raisonnement_logique,Facile,Quelle couleur a T-shirt est porté par un fan ?,Tous les supporters portent un T-shirt bleu. Pierre est un supporter.,"{""Pierre porte un T-shirt rouge"",""Pierre porte un T-shirt vert"",""Pierre porte un T-shirt bleu"",""On ne peut pas savoir""}",Pierre porte un T-shirt bleu,"Avec ce syllogisme : si tous les supporters portent un T-shirt bleu et que Pierre est un supporter, alors Pierre porte un T-shirt bleu. Le piège est de douter de la conclusion alors que l'information est explicitement donnée.",Rappelle-toi : toutes les situations s'appliquent aussi aux cas individuels.,true
psychotechnique,raisonnement_logique,Facile,Qui est le plus jeune ?,Léo est plus jeune que Mia. Mia est plus jeune que Noah.,"{""Léo"",""Mia"",""Noah"",""Tous ont le même âge""}",Léo,"D'après les données données, Léo < Mia < Noah, ce qui indique que Léo est le plus jeune. Le piège serait de mal interpréter les âges ou de ne pas voir qu'on demande le plus jeune.",Pense à l'ordre croissant des âges.,true
psychotechnique,raisonnement_logique,Facile,Est-ce que ce livre est intéressante ?,Tous les livres de cette bibliothèque sont intéressants. Ce livre dans ma main provient de cette bibliothèque.,"{""Oui, il est ennuyeux"",""Non, il est passionnant"",""Oui, il est intéressant"",""On ne peut pas savoir""}","Oui, il est intéressant","Utilisons le syllogisme : si tous les livres d'une bibliothèque sont intéressants et que ce livre appartient à cette bibliothèque, alors il est nécessairement intéressant. Le piège est de croire qu'un livre peut ne pas être intéressant malgré les informations données.",Applique simplement la règle à l'individu cité.,true
psychotechnique,raisonnement_logique,Facile,"Si vous avez un parapluie, que se passe-t-il ?","Si vous emportez un parapluie, vous ne serez pas mouillé.","{""Vous serez mouillé"",""Vous ne serez pas mouillé"",""Cela n'a aucun impact"",""On ne peut pas savoir""}",Vous ne serez pas mouillé,"Il s'agit d'une implication simple : si la condition (avoir un parapluie) est satisfaite, alors la conséquence (ne pas être mouillé) suit nécessairement. Le piège est de mal comprendre la condition et de penser qu'elle n'implique pas nécessairement l'effet donné.","Si une condition est satisfaite, son effet s'ensuit.",true
psychotechnique,raisonnement_logique,Facile,Quel est le rapport des cerises de ce verger ?,Toutes les cerises de ce verger sont excellentes. Cette cerise vient de ce verger.,"{""Cette cerise est médiocre"",""Cette cerise est pourrie"",""Cette cerise est excellente"",""On ne peut pas savoir""}",Cette cerise est excellente,"En suivant le syllogisme : toutes les cerises du verger sont excellentes, donc toute cerise de ce verger est excellente. Le piège serait de douter de la qualité de cette cerise en ne tenant pas compte de la règle appliquée à tous les éléments.",Répète l'assertion générale pour chaque cas spécifique.,true
psychotechnique,raisonnement_logique,Facile,D'où vient Marc ?,"Si Marc est à la maison, il cuisine. Marc cuisine.","{""Marc est à la maison"",""Marc est au marché"",""Marc est au restaurant"",""On ne peut pas savoir""}",Marc est à la maison,"Ce problème utilise la structure de l'implication logique : si cuisiner est associé à être à la maison et Marc cuisine, nous déduisons qu'il est à la maison. Le piège est de ne pas voir la confirmation de la condition initiale qui permet de conclure.",Reprends les conditions données.,true
psychotechnique,raisonnement_logique,Facile,Comment est cet objet ?,Tous les objets rouges dans ce tiroir sont ronds. Cet objet est rouge et se trouve dans ce tiroir.,"{""Cet objet est carré"",""Cet objet est triangulaire"",""Cet objet est rond"",""On ne peut pas savoir""}",Cet objet est rond,"Le syllogisme logique indique que si tous les objets rouges dans ce tiroir sont ronds, tout objet rouge de ce tiroir est donc rond. Le piège est de penser à d'autres formes sans reconnaissance de la règle donnée.",Applique directement la propriété aux objets concernés.,true
psychotechnique,raisonnement_logique,Facile,Quelle est l'assertion correcte ?,Tous les vélos sont des véhicules. Ce vélo appartient à Jean.,"{""Ce vélo est un animal"",""Ce vélo est un jouet"",""Ce vélo est un véhicule"",""On ne peut pas savoir""}",Ce vélo est un véhicule,"En nous basant sur la relation de transitivité, si tous les vélos sont des véhicules, alors un vélo spécifiquement mentionné sera également un véhicule. Le piège serait de perdre cette transposition logique simple en distrayant vers d'autres catégories.",Pense à l'application de la règle générale.,true
psychotechnique,raisonnement_logique,Facile,Comment est cet appareil ?,Toutes les machines dans cette usine sont automatisées. Cette machine est dans l'usine.,"{""Cette machine est manuelle"",""Cette machine est à vapeur"",""Cette machine est automatisée"",""On ne peut pas savoir""}",Cette machine est automatisée,"Avec le syllogisme aplati : si toutes les machines sont automatisées, alors nécessairement chaque machine présente dans cette usine l'est également. Le piège est de penser qu'il peut y avoir des exceptions quand toutes sont incluses.",Une propriété générale s'applique à chaque élément particulier.,true
psychotechnique,raisonnement_logique,Facile,Qui est la personne la plus haute ?,Élodie est plus grande que Lisa. Lisa est plus grande que Matt.,"{""Élodie"",""Lisa"",""Matt"",""Ils sont tous de la même taille""}",Élodie,"En utilisant la logique de comparaison, cela montre directement qu'Élodie > Lisa > Matt; ainsi, Élodie est la plus grande. Le piège pourrait être de se tromper sur l'ordre ou penser qu'il y a une ambiguïté non existante.",Représente l'ordre de taille en un diagramme simple.,true
psychotechnique,raisonnement_logique,Moyenne,Quel est le seul fruit qui peut être vert ?,Tous les avocats sont verts. Tous les fruits verts sont comestibles. Cet avocat est un fruit.,"{""Cet avocat est rouge"",""Cet avocat est vert"",""Cet avocat est bleu"",""Cet avocat n'est pas un fruit""}",Cet avocat est vert,"En utilisant plusieurs implications, si tous les avocats sont verts et cet avocat est un fruit, l'avocat concret que vous avez est vert. Le piège consiste à ignorer une quelconque information basique et manquer la cohérence de plusieurs couches d'assertion.",Compatibilise les assertions entre plusieurs conditions.,true
psychotechnique,raisonnement_logique,Moyenne,Qui est le plus âgé ?,Alan est plus vieux que Bernard. Bernard est plus vieux que Charles. Daniel est plus jeune qu'Alan mais plus vieux que Charles.,"{""Alan"",""Bernard"",""Charles"",""Daniel""}",Alan,"En comparant toutes les relations d'âge : Alan > Bernard > Charles et Daniel est côté de Bernard mais plus jeune qu'Alan. Donc, Alan reste le plus âgé de tous. Le piège pourrait être de mélanger les relations ou d'ignorer un élément clé dans le procédé.",Tracez une ligne temporelle pour simplifier les relations.,true
