module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_logique,Facile,Que peut-on déduire d'un tel budget ?,Tous les produits bio sont plus chers. Cet aliment est bio.,"{""Cet aliment est bon marché"",""Cet aliment n'est pas bio"",""Cet aliment est cher"",""On ne peut pas savoir""}",Cet aliment est cher,"Il s'agit d'un syllogisme par transitivité : si tous les produits bio sont chers et que cet aliment est bio, il en résulte logiquement que cet aliment est cher. Le piège ici serait de supposer à tort qu'il y a des produits bio bon marché, mais ce n'est pas ce que dit la prémisse.",Applique le principe de transitivité aux prémisses données.,true
psychotechnique,raisonnement_logique,Facile,Qui entre au musée à titre gratuit ?,Tous les enfants de moins de 12 ans entrent gratuitement. Jeanne a 10 ans.,"{""Jeanne doit payer"",""Jeanne entre gratuitement"",""Jeanne a plus de 12 ans"",""On ne peut pas savoir""}",Jeanne entre gratuitement,"En utilisant le syllogisme classique : si tous les enfants de moins de 12 ans entrent gratuitement et Jeanne a 10 ans, cela signifie que Jeanne entre gratuitement au musée. Il ne faut pas confondre avec une situation où il existe des exceptions non mentionnées.",Focus sur l'âge par rapport au seuil donné.,true
psychotechnique,raisonnement_logique,Facile,Quelle conclusion en tirer pour l'éléphant ?,Tous les animaux de la savane font partie de la faune africaine. L'éléphant est un animal de la savane.,"{""L'éléphant est un mammifère"",""L'éléphant est un reptile"",""L'éléphant fait partie de la faune africaine"",""On ne peut pas savoir""}",L'éléphant fait partie de la faune africaine,"Il s'agit d'une application du syllogisme par énoncé universel : tous les animaux de la savane appartiennent à la faune africaine, et comme l'éléphant en est un, il en fait partie. Le piège potentiel est de chercher à catégoriser davantage l'animal sans éléments supplémentaires, ce qui n'est pas demandé ici.",Utilise la catégorie générale pour tirer une conclusion.,true
psychotechnique,raisonnement_logique,Facile,Quel est le rapport entre un raisin et du vin ?,Tous les vins sont faits à partir de raisins. Ce verre contient du vin.,"{""Ce verre contient de l'eau"",""Ce verre contient des raisins"",""Ce verre contient du raisin sec"",""On ne peut pas savoir""}",Ce verre contient des raisins,"Par inférence via un syllogisme : si chaque vin contient des raisins, et que le verre est du vin, alors évidemment il est issu de raisins. Attention à ne pas prendre des distractions comme l'idée erronée qu'il contient des raisins secs, ce n'est pas impliqué.",Concentre-toi sur l'origine du contenu du vin.,true
psychotechnique,raisonnement_logique,Facile,Quelle est la conclusion sur Pierre ?,Tous les enseignants sont titulaires d'un diplôme. Pierre est enseignant.,"{""Pierre n'a pas de diplôme"",""Pierre a un diplôme"",""Pierre est étudiant"",""On ne peut pas savoir""}",Pierre a un diplôme,"C'est un syllogisme direct : tous les enseignants ont un diplôme, Pierre étant l'un d'eux, il doit donc posséder un diplôme. L'erreur serait de confondre avec une observation qui ne concerne pas les enseignants du tout.",Rappelle-toi que l'inclusion concerne tous les membres de la classe.,true
psychotechnique,raisonnement_logique,Facile,Quelle conclusion tirer de cet appareil ?,Tous les appareils neufs bénéficient de la garantie. Ce produit est neuf.,"{""Le produit n'a pas de garantie"",""On ne peut pas savoir"",""Le produit bénéficie de la garantie"",""Le produit est hors garantie""}",Le produit bénéficie de la garantie,"Selon le syllogisme, si chaque appareil neuf a une garantie et le produit est neuf, celui-ci bénéficie de la garantie. L'erreur courante serait de supposer qu'il est utilisé ou sans documentation, ce qui n'est pas mentionné dans les prémisses.",Vérifie la conformité à la règle générale.,true
psychotechnique,raisonnement_logique,Facile,Quel est l'impact de la pluie sur le jardin ?,"Tous les jours de pluie, le jardin est arrosé. Aujourd'hui, il pleut.","{""Le jardin est sec"",""On ne peut pas savoir"",""Le jardin est arrosé"",""Le jardin est inondé""}",Le jardin est arrosé,"C'est un syllogisme de condition suffisante : les jours de pluie garantissent que le jardin est arrosé. La conclusion problématique serait de lancer sur des hypothèses non fournies, comme une inondation, qui n'est pas implicitement donnée dans l'énoncé.",Sois attentif à ce que les prémisses permettent de déterminer.,true
psychotechnique,raisonnement_logique,Facile,Quelle est la décison prise pour le chat de Sophie ?,Toutes les visites au vétérinaire mènent à un traitement. Le chat de Sophie visite le vétérinaire.,"{""Le chat de Sophie ne va pas recevoir de traitement"",""Le chat de Sophie reçoit un traitement"",""On ne peut pas savoir"",""Le chat de Sophie a disparu""}",Le chat de Sophie reçoit un traitement,"C'est un raisonnement par syllogisme : chaque visite au vétérinaire se conclut par un traitement, or le chat de Sophie a effectué cette visite, donc il reçoit un traitement. Une confusion typique pourrait provenir d'une interprétation incomplète où le traitement n'est pas toujours assuré faute d'éléments spéculatifs.",Assure-toi de tracer la logique des évènements.,true
psychotechnique,raisonnement_logique,Facile,Quelle couleur de robe peut-on exclure pour Clara ?,Toutes les filles portent une robe bleue à la fête. Clara y est.,"{""Clara porte une robe rouge"",""Clara porte une robe bleue"",""Clara porte une robe verte"",""On ne peut pas savoir""}",Clara porte une robe bleue,"Appliquons le syllogisme : si toutes les filles à la fête portent une robe bleue et que Clara est parmi elles, elle porte donc une robe bleue. Le piège ici serait d'imaginer des exceptions ou de supposer que Clara pourrait avoir une couleur différente malgré les informations données.",Base ta conclusion sur la règle générale donnée.,true
psychotechnique,raisonnement_logique,Facile,Que fait Sophie tous les matin ?,"Tous les jours, Sophie prend le bus pour aller travailler. Il est matin.","{""Sophie conduit sa voiture"",""Sophie reste chez elle"",""Sophie prend le bus"",""On ne peut pas savoir""}",Sophie prend le bus,"La règle stipule que chaque jour Sophie utilise le bus pour le travail : ce matin n'échappe pas à cette logique. Un contre-exemple typique incorrect consisterait à supposer qu'elle prenne occasionnellement une autre méthode de transport que le bus, qui n'est pas indiqué.",Retient l'universalité de la proposition énoncée.,true
