module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_logique,Facile,Que peut-on en déduire ?,Tous les oiseaux ont des ailes. Tweety est un oiseau.,"{""Tweety a des écailles"",""Tweety est un chien"",""Tweety a des ailes"",""On ne peut pas savoir""}",Tweety a des ailes,"Syllogisme classique : si tous les oiseaux ont des ailes et que Tweety est un oiseau, alors par transitivité, Tweety a des ailes. Attention à ne pas confondre les attributs qui ne sont pas mentionnés.",Cherche la relation entre les deux prémisses.,true
psychotechnique,raisonnement_logique,Facile,Quelle conclusion peut-on tirer ?,Toutes les pommes sont des fruits. Cette Granny Smith est une pomme.,"{""La Granny Smith est un légume"",""La Granny Smith est un fruit"",""On ne peut pas savoir"",""La Granny Smith est un animal""}",La Granny Smith est un fruit,"Syllogisme par transitivité : toutes les pommes sont des fruits et la Granny Smith est une pomme, donc elle est un fruit. Le piège classique serait de confondre les catégories.",Pense à ce que recouvre la catégorie globale.,true
psychotechnique,raisonnement_logique,Facile,Que peut-on conclure ?,Aucun chien n'est un chat. Snoopy est un chien.,"{""Snoopy est un chat"",""Snoopy n'est pas un chien"",""Snoopy n'est pas un chat"",""On ne peut pas savoir""}",Snoopy n'est pas un chat,"Syllogisme avec négation : aucun chien n'est un chat et Snoopy est un chien, donc Snoopy n'est pas un chat. Il faut bien comprendre la négation pour ne pas tomber dans le piège d'une affirmation inversée.",Utilise la négation donnée dans l'énoncé.,true
psychotechnique,raisonnement_logique,Facile,Qui est le plus riche ?,Julien a plus d'argent que Sophie. Sophie a plus d'argent que Marc.,"{""Julien"",""Sophie"",""Marc"",""On ne peut pas savoir""}",Julien,"Ordre de richesse : Julien > Sophie > Marc. Puisque Julien a plus d'argent que Sophie, qui elle-même a plus d'argent que Marc, Julien est le plus riche. Il est crucial de bien suivre l'ordre des comparaisons pour éviter les erreurs.",Reconstitue l'ordre à partir des comparaisons.,true
psychotechnique,raisonnement_logique,Facile,Quelle conclusion est correcte ?,"Si le ciel est bleu, alors il fait beau. Le ciel est bleu.","{""Il pleut"",""Il fait beau"",""On ne peut pas savoir"",""Il neige""}",Il fait beau,"Modus ponens : si le ciel est bleu, alors il fait beau, et comme le ciel est bleu, on conclut qu'il fait beau. Attention à ne pas confondre la condition initiale avec un contre-exemple non donné.",Regarde la conséquence de la condition initiale.,true
psychotechnique,raisonnement_logique,Facile,Que peut-on en déduire ?,Sarah est plus rapide que Claire. Claire est plus rapide que Emma.,"{""Emma est la plus rapide"",""Claire est la plus rapide"",""Sarah est la plus rapide"",""On ne peut pas savoir""}",Sarah est la plus rapide,"Ordre de vitesse : Sarah > Claire > Emma. Sarah étant plus rapide que Claire, et Claire plus rapide que Emma, Sarah est ainsi la plus rapide des trois. La clé est de reconstituer l'ordre en tenant compte des comparaisons successives.",Construis la séquence des vitesses relative.,true
psychotechnique,raisonnement_logique,Facile,Qui est le plus léger ?,Paul pèse moins que Jacques. Jacques pèse moins que Thomas.,"{""Paul"",""Jacques"",""Thomas"",""On ne peut pas savoir""}",Paul,"Ordre de poids : si Paul pèse moins que Jacques, et Jacques moins que Thomas, alors Paul est le plus léger. Attention à bien suivre les comparaisons sans les inverser.",Reconstitue l'ordre des poids.,true
psychotechnique,raisonnement_logique,Facile,Quel déclaratif est correct ?,Tous les dauphins sont des mammifères. Ce dauphin s'appelle Flipper.,"{""Flipper est un poisson"",""Flipper est un mammifère"",""On ne peut pas savoir"",""Flipper est un oiseau""}",Flipper est un mammifère,"En appliquant la logique de syllogisme, si tous les dauphins sont des mammifères et Flipper est un dauphin, alors Flipper est un mammifère. Le piège serait d'oublier la catégorie principale englobant les dauphins.",Vérifie la catégorie mère des dauphins.,true
psychotechnique,raisonnement_logique,Facile,Qui est le plus intelligent ?,Benoît est plus intelligent que Luc. Luc est plus intelligent que Sarah.,"{""Benoît"",""Luc"",""Sarah"",""On ne peut pas savoir""}",Benoît,Ordre d'intelligence : Benoît > Luc > Sarah. Benoît se trouve au sommet des comparaisons étant plus intelligent que Luc et Luc étant plus intelligent que Sarah. L'erreur classique est de confondre l'ordre initial des comparaisons.,Réordonner les personnes selon leur intelligence.,true
psychotechnique,raisonnement_logique,Facile,Quel est le résultat ?,"Si je fais mes devoirs, alors j'ai des bonbons. J'ai fait mes devoirs.","{""Je n'ai pas de bonbons"",""J'ai des bonbons"",""On ne peut pas savoir"",""Je suis privé de dessert""}",J'ai des bonbons,"Modus ponens : ayant fait ses devoirs, la condition initie donc la conséquence, à savoir avoir des bonbons. Le piège serait de donner une réponse contraposée sans justifications.",Assure-toi de vérifier ce qui suit lorsque la condition initiale est satisfaite.,true
psychotechnique,raisonnement_logique,Facile,Quelle est la conclusion ?,Tous les éléphants sont gris. Dumbo est un éléphant.,"{""Dumbo est bleu"",""Dumbo est gris"",""On ne peut pas savoir"",""Dumbo est un renard""}",Dumbo est gris,"Classique syllogisme : si tous les éléphants sont gris et Dumbo est un éléphant, alors Dumbo est nécessairement gris. Évitez le piège de la confusion en pensant que l'apparence de Dumbo pourrait être différente.",Applique le syllogisme classique.,true
psychotechnique,raisonnement_logique,Facile,Qui a le salaire le plus élevé ?,Caroline gagne plus que Maxime. Maxime gagne plus que Lucas.,"{""Caroline"",""Maxime"",""Lucas"",""On ne peut pas savoir""}",Caroline,"Il s'agit d'un classement : Caroline > Maxime > Lucas. Caroline ayant le salaire le plus élevé car elle gagne plus que Maxime, et Maxime plus que Lucas. Le piège est d'inverser les relations de comparaison.",Visualise l'ordre en termes de salaires.,true
psychotechnique,raisonnement_logique,Facile,Quelle est la conclusion logique ?,"Si le feu est rouge, alors on doit s'arrêter. Le feu est rouge.","{""On doit avancer"",""On doit arrêter"",""On ne peut pas savoir"",""On doit tourner à droite""}",On doit arrêter,"Modus ponens : avec le feu rouge, la condition dictant s'arrêter se vérifie. Évitez de présumer une autre action fondée sur une couleur différente non évoquée dans l'énoncé.",Considère l'action imposée par l'état du feu.,true
psychotechnique,raisonnement_logique,Facile,Quelle est la réponse correcte ?,Les roses ont des épines. Cette plante est une rose.,"{""Cette plante n'a pas d'épines"",""Cette plante a des épines"",""On ne peut pas savoir"",""Cette plante est une tulipe""}",Cette plante a des épines,"Syllogisme simple : étant donné que les roses ont des épines et que la plante en question est une rose, la plante possède donc des épines. Attention à la confusion entre caractéristiques spécifiques et génériques.",Souviens-toi de la plante et de ses attributs.,true
psychotechnique,raisonnement_logique,Facile,Quel est le résultat ?,"Si je mange du chocolat, alors je suis heureux. J'ai mangé du chocolat.","{""Je suis triste"",""Je suis heureux"",""On ne peut pas savoir"",""Je suis malade""}",Je suis heureux,"Modus ponens logiquement suivi : ayant mangé du chocolat, la condition déterminant le bonheur est remplie. Évitez de proposer un état émotionnel contraire sans base logique solide.",La conséquence directe de l'action initiée est cruciale.,true
psychotechnique,raisonnement_logique,Facile,Quel est le raisonnement valable ?,Tous les cactus sont des plantes du désert. Ce cactus s'appelle Spike.,"{""Spike est une plante marine"",""Spike est une plante du désert"",""On ne peut pas savoir"",""Spike est un mammifère""}",Spike est une plante du désert,"Syllogisme par extension : tous les cactus étant des plantes du désert et Spike étant un cactus, il est donc une plante du désert. Le piège ici réside dans la confusion avec les caractéristiques non mentionnées dans l'énoncé.",Vise à relier Spike à la catégorie spécifique énoncée.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle conclusion en tirer ?,Tous les enfants de l'école aiment le chocolat. Paul est un enfant de l'école.,"{""Paul n'aime pas le chocolat"",""Paul aime le chocolat"",""On ne peut pas savoir"",""Paul est allergique au chocolat""}",Paul aime le chocolat,"Syllogisme par extension : tous les enfants de l'école aiment le chocolat, et Paul en fait partie, donc Paul aime le chocolat. Le piège est de penser à des exceptions non couvertes par l'énoncé.",Soyez attentifs à la couverture donnée par 'tous'.,true
psychotechnique,raisonnement_logique,Moyenne,Quel âge a Marie ?,"Marie a trois fois l'âge de son fils. Dans cinq ans, elle aura deux fois son âge actuel.","{""25 ans"",""30 ans"",""35 ans"",""40 ans""}",30 ans,"En utilisant les informations, posons l'équation : Marie = 3f (f = âge du fils), et dans cinq ans : 3f + 5 = 2(f + 5). Résolvant, nous obtenons f = 10, donc Marie a 30 ans. Erreur possible : ne pas isoler correctement l'inconnue.",Pense à poser une équation pour résoudre.,true
psychotechnique,raisonnement_logique,Moyenne,Qui est le plus grand ?,"Marc est plus grand que Jean. Jean est plus grand que Paul, et Louis est plus grand que Marc.","{""Marc"",""Jean"",""Paul"",""Louis""}",Louis,En ordonnant les tailles : Louis > Marc > Jean > Paul. Louis étant plus grand que Marc situe définitivement Louis au sommet. Une erreur classique est de négliger l'énoncé introduisant Louis.,Continue de structurer l'ordre à partir des relations.,true
psychotechnique,raisonnement_logique,Moyenne,Quel est le jour où il pleut ?,"S'il pleut le mardi, alors il ne pleut pas le mercredi. Il ne pleut pas le mercredi.","{""Il pleut le mardi"",""Il ne pleut pas le mardi"",""On ne peut pas savoir"",""Il pleut le jeudi""}",On ne peut pas savoir,Ce problème relève de la négation. Le fait qu'il ne pleuve pas mercredi ne permet pas de déduire s'il a plu mardi ou non. Le piège réside dans la mauvaise compréhension de la négation et de la contraposée.,Réfléchis à ce qui est directement déductible.,true
psychotechnique,raisonnement_logique,Moyenne,Quel animal a le plus de vitesse ?,Le guépard est plus rapide que le lion. Le lion est plus rapide que l'éléphant. Le tigre est plus rapide que le lion.,"{""Guépard"",""Lion"",""Éléphant"",""Tigre""}",Guépard,La vitesse doit être classée : Guépard > Tigre > Lion > Élégant. Le guépard est cependant le plus rapide grâce aux relations stipulées. Le piège classique est d'oublier de lier le guépard avec le tigre.,Confirme la relation relative de vitesse.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle proposition est justifiée ?,"Si Julie a un chat, alors elle a un chien. Julie a un chien.","{""Julie a un chat"",""Julie n'a pas de chat"",""On ne peut pas savoir"",""Julie a un poisson""}",On ne peut pas savoir,"L'énoncé propose une condition non réversible. Si elle a un chien, cela n'implique pas qu'elle possède un chat. Le piège est de confondre la contraposée avec une implication réversible.",Réfléchis à la réversibilité de l'implication.,true
psychotechnique,raisonnement_logique,Moyenne,Qui a le plus d'argent ?,Arthur a plus d'argent que David. David a plus d'argent que Éric. François a plus d'argent qu'Arthur.,"{""Arthur"",""David"",""Éric"",""François""}",François,"En respectant la classification : François > Arthur > David > Éric. François, dépassant Arthur, occupe donc la première position. L'erreur est de ne pas tenir compte correctement de la dernière relation donnée.",Construis l'ordre financier logique.,true
