module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_logique,Facile,Que peut-on déduire ?,Tous les dauphins sont des mammifères. Flip est un dauphin.,"{""Flip est un oiseau"",""Flip est un mammifère"",""Flip n'est pas un mammifère"",""On ne peut pas savoir""}",Flip est un mammifère,"C'est un syllogisme classique où tous les dauphins sont des mammifères. Puisque Flip est un dauphin, il est nécessairement un mammifère par transitivité. Le piège ici serait de penser que des qualités peuvent être exclusives aux dauphins.",Utilise la transitivité des catégories.,true
psychotechnique,raisonnement_logique,Facile,Quelle est la conclusion logique ?,Tous les triangles ont trois côtés. Cette figure est un triangle.,"{""Cette figure n'a pas de côtés"",""Cette figure a deux côtés"",""Cette figure a trois côtés"",""On ne peut pas savoir""}",Cette figure a trois côtés,"Sachant que tous les triangles ont trois côtés et que la figure donnée est un triangle, la conclusion logique est qu'elle a trois côtés. Confondre nombre de côtés typique de figures différentes est le principal piège.",Souviens-toi de la définition de base d'un triangle.,true
psychotechnique,raisonnement_logique,Facile,Quel est l'animal de Sophie ?,"Toutes les perruches sont des oiseaux. Kiwi est l'animal de Sophie, et Kiwi est une perruche.","{""Kiwi est un chien"",""Kiwi est un oiseau"",""Kiwi est un mammifère"",""On ne peut pas savoir""}",Kiwi est un oiseau,"Tous les perruches sont des oiseaux d'après l'énoncé. Kiwi étant une perruche, il est donc un oiseau. Évitez de confondre le type avec d'autres catégories animales.",Applique la règle que tout A est B.,true
psychotechnique,raisonnement_logique,Facile,Qui est le plus rapide ?,Léa court plus vite que Claire. Claire court plus vite que Martin.,"{""Léa"",""Claire"",""Martin"",""On ne peut pas savoir""}",Léa,Cet ordre de grandeur montre Léa > Claire > Martin. Léa est la plus rapide du groupe. Le piège serait de penser que les ordres changent sans qu'un nouvel élément ne soit introduit.,Suivez l'ordre donné pour identifier le plus rapide.,true
psychotechnique,raisonnement_logique,Facile,Quelle est la bonne conclusion ?,Tous les arbres ont des feuilles. Ce saule est un arbre.,"{""Ce saule a des racines"",""Ce saule n'a pas de feuilles"",""Ce saule a des feuilles"",""On ne peut pas savoir""}",Ce saule a des feuilles,"Tous les arbres ont des feuilles et le saule considéré est un arbre. Donc, ce saule a obligatoirement des feuilles. Un piège possible est de confondre caractéristiques diversifiées avec absentes.",Regardez la définition des caractéristiques des arbres.,true
psychotechnique,raisonnement_logique,Facile,Que peut-on conclure logiquement ?,Toutes les roses ont des épines. Cette fleur est une rose.,"{""Cette fleur est un tulipe"",""Cette fleur a des épines"",""Cette fleur n'a pas d'épines"",""On ne peut pas savoir""}",Cette fleur a des épines,"Toutes les roses ayant des épines, et cette fleur étant une rose, elle a nécessairement des épines. Le mélange des propriétés de différentes plantes constitue un piège potentiel.",Rappelez-vous que toutes les roses partagent des caractéristiques communes.,true
psychotechnique,raisonnement_logique,Facile,Qui est le plus grand ?,Alice est plus grande que Bob. Bob est plus grand que Claire.,"{""Alice"",""Bob"",""Claire"",""On ne peut pas savoir""}",Alice,"Alice est plus grande que Bob qui est lui-même plus grand que Claire. Par transitivité, Alice est la plus grande parmi eux tous. L'erreur à éviter ici est d'inverser l'ordre sans raison valable.",Visualise l'ordre une étape à la fois.,true
psychotechnique,raisonnement_logique,Facile,Quel est l'état de ce fruit ?,Tous les citrons sont acides. Ce fruit est un citron.,"{""Ce fruit est amer"",""Ce fruit est acide"",""Ce fruit est sucré"",""On ne peut pas savoir""}",Ce fruit est acide,"Puisque tous les citrons sont acides, et que ce fruit est un citron, il est forcément acide. Confondre l'acidité avec d'autres saveurs est la principale confusion à craindre.",Identifiez les caractéristiques générales des citrons.,true
psychotechnique,raisonnement_logique,Facile,Quelle est la conclusion logique ici ?,Tous les médecins sont qualifiés. Jean est un médecin.,"{""Jean est chauffagiste"",""Jean est qualifié"",""Jean n'est pas qualifié"",""On ne peut pas savoir""}",Jean est qualifié,"Selon le syllogisme, si tous les médecins sont qualifiés et que Jean est un médecin, alors Jean est qualifié. Le piège est de penser que l'énoncé n'apporte pas une déduction claire.",Appliquez le principe de déduction en deux étapes.,true
psychotechnique,raisonnement_logique,Facile,Que peut-on en conclure ?,Tous les cuisiniers peuvent cuisiner. Stéphane est cuisinier.,"{""Stéphane ne sait pas cuisiner"",""Stéphane peut cuisiner"",""Stéphane est boulanger"",""On ne peut pas savoir""}",Stéphane peut cuisiner,"Le raisonnement montre que si tout cuisinier peut cuisiner, et Stéphane est dans cette catégorie, il le peut aussi. Erreur commune : associer compétences avec titres seulement.",Appliquez un simple raisonnement logique sur la profession.,true
