module,category,difficulty,question,prompt,options,answer,explanation,hint,is_active
psychotechnique,raisonnement_logique,Facile,Qui est le plus âgé ?,Julie est plus âgée que Tom. Tom est plus âgé que Lisa.,"{""Julie"",""Tom"",""Lisa"",""On ne peut pas savoir""}",Julie,"Nous savons que Julie est plus âgée que Tom et que Tom est plus âgé que Lisa. Par transitivité, Julie est donc plus âgée que Lisa aussi. Julie est la plus âgée du groupe. Ne vous embrouillez pas avec l'ordre des prénoms dans l'énoncé.",Relie chaque comparaison pour voir qui est au sommet.,true
psychotechnique,raisonnement_logique,Facile,Quelle est votre place après ce dépassement ?,Vous doublez le coureur en 3ème position dans une course.,"{""1ère"",""2ème"",""3ème"",""4ème""}",3ème,"Lorsque vous dépassez le coureur en 3ème position, vous prenez sa place. Vous devenez alors le 3ème. Beaucoup font l'erreur de penser que vous serez 2ème, ce qui nécessiterait de dépasser encore un autre coureur en plus.",Vous prenez exactement la place que vous avez dépassée.,true
psychotechnique,raisonnement_logique,Facile,Est-ce que Marie est heureuse ?,"Quand Marie mange du chocolat, elle est heureuse. Aujourd'hui, elle a mangé du chocolat.","{""Oui"",""Non"",""Impossible à déterminer"",""Parfois""}",Oui,"C'est un simple modus ponens : si Marie mange du chocolat, alors elle est heureuse. Aujourd'hui, elle a mangé du chocolat, donc, selon la condition initiale, elle est heureuse. Ne confondez pas avec d'autres activités possibles de Marie.",Regarde uniquement la condition donnée sur le chocolat.,true
psychotechnique,raisonnement_logique,Facile,Que peut-on conclure concernant les étudiants ?,Tous les étudiants de cette classe ont un ordinateur. Julie est une étudiante de cette classe.,"{""Julie n'a pas d'ordinateur"",""Julie a un ordinateur"",""Julie est la professeure"",""On ne sait pas""}",Julie a un ordinateur,"Il s'agit d'un syllogisme basique : tous les étudiants ont un ordinateur, et Julie fait partie de cette classe. Donc, par déduction, Julie doit avoir un ordinateur. Ne vous laissez pas distraire par les détails sur son rôle potentiel dans la classe.",Utilise la logique de tous les membres d'un groupe.,true
psychotechnique,raisonnement_logique,Facile,Que peut-on dire sur Lucas ?,Tous les chiens aboient. Lucas est un chien.,"{""Lucas n'aboie pas"",""Lucas aboie"",""Lucas est un chat"",""On ne sait pas""}",Lucas aboie,"Selon la prémisse, tous les chiens aboient. Lucas étant un chien, il suit alors cette règle : il aboie. Attention à ne pas inférer des caractéristiques non mentionnées telles que Lucas serait un chat.",Tous les éléments d'un ensemble ont la caractéristique donnée.,true
psychotechnique,raisonnement_logique,Facile,Est-ce que Camille est une artiste ?,Il est dit que toutes les personnes portant des lunettes sont artistes. Camille porte des lunettes.,"{""Oui"",""Non"",""Parfois"",""Impossible à déterminer""}",Oui,"Le syllogisme est le suivant : toutes les personnes portant des lunettes sont artistes, et Camille porte des lunettes, donc Camille est une artiste. Assurez-vous de ne pas confondre avec des déclarations sur d'autres professions non mentionnées ici.",Regarde juste la règle liée aux lunettes et artistes.,true
psychotechnique,raisonnement_logique,Facile,Quel est l'effet probable du vent ?,"Si le vent souffle très fort, le parapluie se retourne. Aujourd'hui, le vent souffle très fort.","{""Le parapluie se retourne"",""Le parapluie reste intact"",""Pluie"",""On ne sait pas""}",Le parapluie se retourne,"Nous appliquons ici un raisonnement par modus ponens : si le vent souffle fort, le parapluie se retourne. Aujourd'hui, le vent souffle très fort, par conséquent, le parapluie va se retourner. Ne surinterprétez pas en introduisant la pluie qui n'est pas mentionnée.",C'est une simple application de cause à effet.,true
psychotechnique,raisonnement_logique,Facile,Quelle est votre place après dépassement ?,Vous doublez le coureur en 5ème position.,"{""1ère"",""5ème"",""4ème"",""6ème""}",5ème,"En doublant le coureur en 5ème position, vous prenez sa place et devenez donc le 5ème. Il est courant de penser que vous seriez 4ème, mais cela nécessiterait de doubler deux coureurs, pas un seul.",Vous prenez la place de celui que vous avez dépassé.,true
psychotechnique,raisonnement_logique,Facile,Que conclure sur l'appétit de Paul ?,"Si Paul a faim, il mange. Aujourd'hui, Paul mange.","{""Paul a faim"",""Paul n'a pas faim"",""Paul dort"",""On ne peut pas savoir""}",Paul a faim,"Nous avons un raisonnement par modus ponens : si Paul a faim, alors il mange. Paul mange aujourd'hui, par conséquent, il a probablement faim. Évitez de supposer des conditions non mentionnées comme le fait qu'il pourrait manger pour une autre raison.",Relie l'action à son motif probable.,true
psychotechnique,raisonnement_logique,Facile,Qui est la plus rapide ?,Emma court plus vite que Léa. Léa court plus vite que Marie.,"{""Emma"",""Léa"",""Marie"",""On ne sait pas""}",Emma,"D'après les informations, Emma court plus vite que Léa, et Léa court plus vite que Marie. Par transitivité, Emma court plus vite que toutes les autres, faisant d'elle la plus rapide. Ne vous embrouillez pas avec un ordre de présentation différent.",Construisez la suite logique entre les trois.,true
psychotechnique,raisonnement_logique,Facile,Que déduire sur Maxime ?,Tous les peintres comme les sculpteurs utilisent des pinceaux. Maxime est sculpteur.,"{""Maxime n'utilise pas de pinceaux"",""Maxime utilise des pinceaux"",""Maxime est un peintre"",""On ne sait pas""}",Maxime utilise des pinceaux,"Ici, tous les sculpteurs, comme les peintres, utilisent des pinceaux. Maxime, étant sculpteur, doit donc utiliser des pinceaux. Ne mélangez pas les catégories d'art qui ne sont pas abordées ici.",Concentrez-vous uniquement sur la partie pertinente de la réputation.,true
psychotechnique,raisonnement_logique,Facile,Quel temps fait-il ?,"Si le ciel est clair, il fait beau. Aujourd'hui, le ciel est clair.","{""Il fait beau"",""Il pleut"",""Il neige"",""On ne sait pas""}",Il fait beau,"Par application directe du modus ponens, si le ciel est clair, il fait beau. Puisque le ciel est clair aujourd'hui, on peut conclure qu'il fait beau. Ne confondez pas cette condition spécifique avec d'autres types de temps qui n'ont pas été mentionnés.",C'est une relation directe entre condition et résultat.,true
psychotechnique,raisonnement_logique,Facile,Combien de pommes Simon possédait-il à l'origine ?,Simon a 10 pommes. Il en donne 3 à Julie.,"{""7"",""10"",""12"",""13""}",7,"Simon commence avec 10 pommes. En en donnant 3 à Julie, il en perd donc 3. Ainsi, il lui reste 10 - 3 = 7 pommes. Ne vous laissez pas troubler par des opérations inversées ou des oublis.",Retirez simplement le nombre de pommes données.,true
psychotechnique,raisonnement_logique,Facile,Quel produit Marie achète-t-elle ?,"Marie achète toujours du pain quand elle va à la boulangerie. Aujourd'hui, elle est allée à la boulangerie.","{""Elle a acheté des croissants"",""Elle a acheté du pain"",""Elle n'a rien acheté"",""On ne sait pas""}",Elle a acheté du pain,"Il s'agit d'une déduction simple : chaque visite à la boulangerie implique l'achat de pain. Aujourd'hui, Marie s'y est rendue, donc elle a forcément acheté du pain. Ne laissez pas de simples suggestions sur d'autres produits possibles perturber votre conclusion.",Concentrez-vous uniquement sur l'habitude déclarée.,true
psychotechnique,raisonnement_logique,Facile,Quel est l'effet sur la route ?,"Si le sol est mouillé, la route est glissante. Aujourd'hui, le sol est très mouillé.","{""La route est glissante"",""La route est sèche"",""La route est enneigée"",""On ne sait pas""}",La route est glissante,"Avec ce raisonnement, par le modus ponens, si le sol est mouillé, la route devient glissante. Comme c'est le cas aujourd'hui, on en conclut que la route est effectivement glissante. Ne pensez pas qu'il pourrait exister des conditions supplémentaires non mentionnées.",Une seule cause résulte dans un seul effet.,true
psychotechnique,raisonnement_logique,Facile,Quel est le statut de la lumière ?,"Si l'interrupteur est appuyé, la lumière est allumée. L'interrupteur est actuellement appuyé.","{""La lumière est éteinte"",""La lumière est allumée"",""La lumière clignote"",""On ne sait pas""}",La lumière est allumée,"L'énoncé est un cas typique de modus ponens : si l'interrupteur est enfoncé, la lumière doit être allumée. Puisque l'interrupteur est enfoncé, la lumière l'est aussi. Ne considérez pas des états intermédiaires non spécifiés comme le clignotement.",Le lien entre interrupteur et lumière est direct.,true
psychotechnique,raisonnement_logique,Facile,Est-ce que Paul est satisfait ?,"Quand Paul mange des bonbons, il est satisfait. Aujourd'hui, il a mangé des bonbons.","{""Oui"",""Non"",""Parfois"",""Impossible à déterminer""}",Oui,"Selon un raisonnement par modus ponens, consommer des bonbons rend Paul satisfait. Aujourd'hui, il en a mangé, donc il est satisfait. Ne supposez pas d'autres facteurs qui pourraient influencer sa satisfaction, comme un événement extérieur.",La cause des bonbons mène directement à l'effet désiré.,true
psychotechnique,raisonnement_logique,Moyenne,Qui est le plus grand ?,Alex est plus grand que Jean. Jean est plus grand que Nicolas. Marc est plus petit qu'Alex.,"{""Alex"",""Jean"",""Nicolas"",""Marc""}",Alex,"D'après les informations, Alex > Jean > Nicolas, et Marc < Alex. La hiérarchie résultante indique qu'Alex est le plus grand de tous. Ne vous méprenez pas sur la petite taille de Marc sans rapport à d'autres points de comparaison.",Ordonnez chaque rapport pour établir une hiérarchie.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle est la conséquence pour le projet ?,"Si le projet est validé, alors l'équipe se réunira. Si l'équipe se réunit, le projet démarre le mois prochain. Le projet est validé.","{""Le projet échoue"",""L'équipe se réunit"",""Le projet démarre dans deux mois"",""Le projet démarre le mois prochain""}",Le projet démarre le mois prochain,"Enchaînement logique : projet validé implique réunion, et réunion implique démarrage le mois suivant. Comme le projet est validé, ces événements suivent obligatoirement. Évitez toute confusion sur des délais fictifs non liés.",Identifiez les conséquences de chaque étape.,true
psychotechnique,raisonnement_logique,Moyenne,Que peut-on dire de l'état de Stéphanie ?,"Si Stéphanie boit beaucoup d'eau, elle n'a plus soif. Aujourd'hui, elle n'a plus soif.","{""Elle a bu beaucoup d'eau"",""Elle a peu bu"",""Elle a mangé"",""On ne sait pas""}",Elle a bu beaucoup d'eau,"Si boire de l'eau résout sa soif, alors il s'ensuit qu'elle a bu pour ne plus avoir soif. Évitez l'erreur en côtoyant des hypothèses non mentionnées comme l'alimentation.",Isole chaque logique directement liée à l'eau.,true
psychotechnique,raisonnement_logique,Moyenne,Où se trouve Philippe après avoir dépassé ?,Philippe double le coureur en 6ème position dans un marathon.,"{""3ème"",""4ème"",""5ème"",""6ème""}",5ème,Doubler le 6ème fait que Philippe prend sa place et devient donc 5ème. Évitez de sauter des places en imaginant des dépassements supplémentaires.,Restez concentré sur le simple fait de dépasser une seule personne.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle est la conclusion sur l'accès à ce film ?,"Si le film est interdit aux moins de 16 ans, Paul ne peut le voir. Paul regarde ce film.","{""Le film n'est pas interdit aux moins de 16 ans"",""Paul a plus de 16 ans"",""Il voit un extrait"",""On ne sait pas""}",Le film n'est pas interdit aux moins de 16 ans,"Étant donné que Paul regarde le film, et que ce film interdit à un tel âge serait non visionné par lui, alors nécessairement le film n'est pas interdit. N'imaginez pas que cet extrait soit différent sans fondement préalable.",Concentrez-vous sur la condition liée à l'âge et à la disponibilité.,true
psychotechnique,raisonnement_logique,Moyenne,Quel est l'effet du changement d'heure ?,"Si l'heure est avancée, alors l'école commence plus tôt. Demain, l'heure est avancée.","{""L'école commence tôt"",""L'école commence tard"",""L'école est fermée"",""On ne sait pas""}",L'école commence tôt,"Par un raisonnement causal, le changement d'heure oblige l'école à ouvrir plus tôt. Puisque demain l'heure change, l'horaire de l'école suit automatiquement. Ne vous laissez pas distraire par le timing concernant les jour d'ouverture particulier!",Concentrez-vous strictement sur les causes heure-horaire.,true
psychotechnique,raisonnement_logique,Moyenne,Quel est le statut de la réunion ?,"Si John est présent, alors la réunion a lieu. John est présent.","{""Pas de réunion"",""La réunion a lieu"",""Réunion reportée"",""On ne sait pas""}",La réunion a lieu,"Selon la condition fournie, la présence de John garantit la tenue de la réunion. Puisqu'on nous confirme sa présence, la réunion doit avoir lieu. N'invoquez pas des suppressions ou des ajournements injustifiés.",C'est une logique conditionnelle directe - cause et effet.,true
psychotechnique,raisonnement_logique,Moyenne,Quel poste détient Sarah après cette action ?,Sarah double son collègue qui est en 4ème position au classement.,"{""1ère"",""2ème"",""3ème"",""4ème""}",3ème,"En doublant le 4ème, Sarah prend naturellement sa place, lui laissant la 3ème position. Beaucoup peuvent se tromper en supposant qu'elle avance plus d'une position non soutenue.",Rappelez-vous que doubler 'take place' ne signifie pas avancer de plusieurs niveaux d'un coup.,true
psychotechnique,raisonnement_logique,Moyenne,Que se passe-t-il pour le voyage de Claire ?,"Si Claire voyage en été, elle visite la mer. Actuellement, elle prépare un voyage d'été.","{""Elle visite la montagne"",""Elle visite la mer"",""Elle ne part pas"",""On peut ignorer le lieu""}",Elle visite la mer,"Avec l'association donnée, son voyage d'été inclut nécessairement la mer. N'imaginez pas des destinations supplémentaires sans justification, ignorant ainsi la condition initiale.",Concentrez-vous sur les préférences directes énoncées.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle est la vitesse de Pierre comparée aux autres ?,"Pierre court plus vite que Jacques, mais moins vite que Simon. Jacques court plus vite que Louis.","{""Pierre est le plus rapide"",""Simon est le plus lent"",""Jacques est le plus rapide"",""Simon est le plus rapide""}",Simon est le plus rapide,"D'après les comparaisons, Simon > Pierre > Jacques > Louis. Il est précisé que Simon dépasse Pierre, plaçant Simon en tête du classement. Ne confondez pas en inversant l'ordre donné.",Établissez les ordres de chaque coureur avant de conclure.,true
psychotechnique,raisonnement_logique,Moyenne,Que peut-on conclure sur l'état de la voiture ?,"Si une voiture a un pneu crevé, elle ne roule pas. La voiture ne roule pas.","{""Un pneu est crevé"",""Un pneu n'est pas crevé"",""On ne peut pas savoir"",""La voiture est neuve""}",On ne peut pas savoir,"La non-roulance de la voiture pourrait être due à d'autres raisons comme panne de moteur ou manque d'essence. Ainsi, l'affirmation précise n'est que si elle a un pneu crevé, elle ne roule pas, mais ne garantie pas qu'un pneu crevé soit la seule explication.",Considérez qu'il pourrait y avoir d'autres causes de non-mobilisation.,true
psychotechnique,raisonnement_logique,Moyenne,Quelle est la conclusion sur l'entretien ?,"Si la tondeuse est en panne, le jardinier doit réparer. Aujourd'hui, le jardin est en travaux, mais la tondeuse fonctionne.","{""Aucun entretien"",""Réparation urgente"",""Pas de réparation immédiate"",""On ne sait pas""}",Pas de réparation immédiate,"Bien que la tondeuse ou jardin soit en travaux, il est précisé que la tondeuse fonctionne bien. En conséquence, il n'y a pas besoin immédiat de réparation. Ne confondez pas des activités jardin avec les réparations non nécessaires.",Focus sur l'état réel actuel de la tondeuse.,true
psychotechnique,raisonnement_logique,Moyenne,Quel est le choix de Léa pour ses vacances ?,"Si Léa part en vacances, elle va à la montagne. Elle ne planifie aucun voyage cette année.","{""Elle va à la montagne"",""Elle va à la mer"",""Elle peut rester chez elle"",""On ne sait pas""}",Elle peut rester chez elle,Pas de voyage signifie qu'elle n'applique pas la condition initiale de la montagne. Partir en vacances est lié à cette destination précise et reste chez elle devient possible. Ne confondez pas son envie de partir avec un départ réel.,Retenez la distinction entre intention et action effective.,true
psychotechnique,raisonnement_logique,Moyenne,Quel est l'état hypothétique de Marie ?,"Si Marie mange du gâteau, elle est confuse. Aujourd'hui, elle semble confuse.","{""Elle a mangé du gâteau"",""Elle n'a pas mangé de gâteau"",""On ne peut être sûr"",""Elle est lucide""}",On ne peut être sûr,"Bien que la consommation de gâteau soit une cause potentielle de confusion, elle n'est pas la seule. Plusieurs facteurs externes peuvent affecter directement son état. Assurez-vous de ne pas supposer cette unique cause sans preuve.",Conférence ne prouve pas nécessairement un lien causal.,true
psychotechnique,raisonnement_logique,Difficile,Quel sera l'effet sur la lumière du salon ?,"Si l'interrupteur est en haut, la lumière est allumée. Si la lumière est allumée et qu'on appuie à droite, elle s'éteint. L'interrupteur est en haut et on appuie à droite.","{""La lumière sera allumée"",""La lumière sera éteinte"",""L'interrupteur reste bloqué"",""On ne sait pas""}",La lumière sera éteinte,"La logique séquentielle combine les actions : en haut signifie allumé, mais une pression à droite l'éteint après activation. Ce type de configuration enchaîne l'opération d'un mécanisme à deux étapes. Évitez de confondre chaque action comme indépendamment non reliée pour le résultat.",Gardez en tête toutes les étapes combinées pour voir un résultat final.,true
psychotechnique,raisonnement_logique,Difficile,Quelle couleur de boule a le plus de chances d'être tirée ?,"Dans un sac, il y a 5 boules rouges, 3 vertes et 2 bleues.","{""Rouge"",""Verte"",""Bleue"",""Aucune""}",Rouge,"Avec 5 rouges, 3 vertes et 2 bleues, les rouges réunissent 50% (5 sur 10) sur la possibilité totale de tirage, déjà plus haute face aux restes. La probabilité factorise la quantité de chaque boule par rapport à tous les autres. Ne laissez pas des biais de couleur ou préférences interviennent.",Calculez en fonction de la proportion et pas du goût.,true
psychotechnique,raisonnement_logique,Difficile,Quel type de produit a été acheté ?,"Si le magazin est ouvert le lundi, alors seuls des produits frais sont stockés. Aujourd'hui, il est ouvert.","{""Des produits frais"",""Des produits secs"",""Des stocks fermés"",""On ne sait pas""}",Des produits frais,La déclaration affirme clairement que l'ouverture lundi garantit uniquement les produits frais disponibles. Évitez les suppositions supplémentaires concernant d'autres jours ou produits sans fondement.,Ne cherchez pas plus loin que les jours explicitement confirmés.,true
psychotechnique,raisonnement_logique,Difficile,Que déduire sur le volume exact de l'eau à utiliser ?,"Pour une parfaite cuisson, 3 litres d'eau doivent-être remplis avec des pots d'1 litre, surplus vide. Actuellement, 5 pots disponibles.","{""Utilisez 2 pots"",""Utilisez 3 pots"",""Utilisez 5 pots et vider"",""Utilisez 4 pots""}",Utilisez 3 pots,"Exclusivement 3 pots d'un litre s'avèrent nécessaires pour combler 3 littres en totoalité. Contrairement à ce que l'utilisation de toute une réserve entière pourrait suggérer, plus c'est exactement adapté nécessaire. Ne vous trompez pas par des moyens de remplir sans lien.",Concentrez-vous sur l'adéquation exacte et non sur l'abondance potentielle.,true
psychotechnique,raisonnement_logique,Difficile,Que se passe-t-il pour le gâteau ?,"Si on cuit trop longtemps, alors il devient sec. On a réglé un minuteur, mais il y a une panne de courant.","{""Le gâteau est sec"",""Le gâteau est humide"",""On ne sait pas"",""Il est brûlé""}",On ne sait pas,"Avec la panne de courant, on ne sait plus si le temps de cuisson réel a dépassé le seuil critique. Les paramètres d'origine changent et rendent la prévision difficile sur cet effet concret.",Parfois une coupure annule une équation initiale.,true
